rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
80002,1,吐穗,tǔsuì,,,动,稻、麦、高粱等禾本科植物长出穗,吐穗扬花
80003,1,蒜黄,suànhuáng,,,名,黄色蒜叶。大蒜在不受阳光照射并在适当的温度、湿度下培育成的蔬菜,
80011,1,乞援,qǐyuán,,,动,乞求支援,向亲友乞援
80013,1,累次,lěicì,,,副,表示动作行为多次重复；屡次,工作累次失误
80014,1,邮售,yóushòu,,,动,通过邮递方式销售（物品）,
80015,1,发付,fāfù,,,动,发给；交付,把工程发付给信誉好的公司承办｜工资每月发付一次
80023,1,发哑,fāyǎ,,,动,嗓音变得沙哑,感冒挺重，说话声音都发哑了。
80024,1,优盘,yōupán,,,名,闪存盘。因连接在电子计算机 USB 接口上使用，故称（优：英文字母U的音译）,
80025,1,联奏,liánzòu,,,动,把一组乐曲串联起来，由若干不同的乐器轮流演奏或同一团队依次演奏,
80032,1,厮熟,sīshú,,,形,彼此很熟悉,混得厮熟
80034,1,巡哨,xúnshào,,,动,巡逻侦察,今晚二班巡哨
80042,1,奋击,fènjī,,,动,奋力攻击；奋力搏击,群起奋击
80048,1,催奶,cuīnǎi,,,动,用药物或食品促使产妇分泌较多的乳汁,喝鲫鱼汤催奶
80055,1,枉驾,wǎngjià,,,动,敬词，用于称对方来访，表示委屈大驾,先生枉驾光临，深感荣幸。
80060,1,水锈,shuǐxiù,,,名,水垢,
80060,2,水锈,shuǐxiù,,,名,器皿长期盛水留下的痕迹,
80061,1,隐疾,yǐnjí,,,名,不便向别人说的疾病,
80066,1,拉后腿,lāhòutuǐ,,,,比喻局部工作不力而影响全局工作的进展,
80066,2,拉后腿,lāhòutuǐ,,,,比喻利用亲情或密切的关系阻挠或牵制他人正当的行动,
80070,1,月台票,yuètáipiào,,,名,站台票,
80074,1,围击,wéijī,,,动,围攻,
80077,1,丧假,sāngjià,,,名,按照规定给予居丧的人的假期,
80081,1,小叶杨,xiǎoyèyáng,,,名,落叶乔木，叶子比毛白杨小，呈倒卵形或椭圆形。木材质地软，可供造纸、建筑、制造火柴等用,
80085,1,敷陈,fūchén,,,动,铺叙；详细论述,
80089,1,跑腿儿,pǎotuǐr,,,动,在人手下奔走忙碌做杂事,
80094,1,潜踪,qiánzōng,,,动,隐藏行踪,潜踪匿迹
80107,1,转弯子,zhuǎnwānzi,,,,比喻改变观点,时代进步了，思想也要转弯子。
80107,2,转弯子,zhuànwānzi,,,,比喻说话拐弯抹角，不直截了当,你就直接说吧，不要转弯子了。
80113,1,浮词,fúcí,,,名,不切实际或浮夸的话,浮词虚语｜改削浮词，直书其事。
80119,1,斗心眼儿,dòuxīnyǎnr,,,,耍心眼儿,
80120,1,阴宅,yīnzhái,,,名,迷信指坟墓,
80128,1,现世报,xiànshìbào,,,,迷信认为，做了坏事的人现世就会得到报应,
80134,1,傻劲儿,shǎjìnr,,,名,愚笨、糊涂的样子,搞错了你还笑，看你这傻劲儿。
80134,2,傻劲儿,shǎjìnr,,,名,死力气；蛮劲,不要光靠傻劲儿，得动脑子。
80137,1,端架子,duānjiàzi,,,,摆架子,
80144,1,土老帽儿,tǔlǎomàor,,,名,指不合时尚、言行和衣着土里土气的人（含讥讽意）,
80151,1,大伯子,dàbǎizi,,,名,丈夫的哥哥,
80152,1,青麻,qīngmá,,,名,苘（qǐng）麻的通称,
80156,1,跟屁虫,gēnpìchóng,,,名,称跟在别人屁股后边亦步亦趋、毫无主见的人（含轻蔑意）,
80166,1,啧啧称羡,zézé-chēngxiàn,,,连,声赞叹，表示羡慕,
80168,1,见财起意,jiàncái-qǐyì,,,,见到钱财就产生想要占有的念头,
80186,1,饭勺,fànsháo,,,名,盛饭用的勺子,
80187,1,后脑勺儿,hòunǎosháor,,,名,脑袋后面凸起的部分。呈半球形，形似勺子，故称,
80190,1,实心眼儿,shíxīnyǎnr,,,名,心地实在的人,他是个实心眼儿，有什么说什么。
80190,2,实心眼儿,shíxīnyǎnr,,,形,心地实在,他是个实心眼儿的人。
80191,1,向隅而泣,xiàngyú'érqì,,,,面对着墙角哭泣；形容极其孤立和绝望,
80192,1,汗斑,hànbān,,,名,汗液蒸发后留在衣帽等上面的盐碱斑迹,
80198,1,盔头,kuītou,,,名,戏曲中角色所戴的各种帽子的统称。主要用来表示人物的身份，不同性别、年龄、性格的角色戴的盔头都不一样,
80200,1,螳臂当车,tángbì-dāngchē,,,,螳螂举起前足妄想挡住前进的车子。比喻不自量力必然失败,
80201,1,不孚众望,bùfú-zhòngwàng,,,,不能使众人信服；不能达到众人所期望的那样（孚：令人信服）,
80203,1,反坐,fǎnzuò,,,动,古代指对诬告者按其诬告别人的罪名进行惩罚。如诬告别人杀人，就按杀人罪惩罚诬告者（坐：定罪）,
80207,1,倾动,qīngdòng,,,动,使人佩服震动,艺术团的表演倾动了全城。
80223,1,贪天之功,tāntiānzhīgōng,,,,把上天所成就的功绩说成是自己的。现多指抹杀群众或他人的作用，把一切功劳归于自己,
80225,1,鬼蜮伎俩,guǐyù-jìliǎng,,,,比喻用心险恶、暗中害人的手段,
80226,1,称贺,chēnghè,,,动,祝贺,欣逢寿诞，特来称贺。
80236,1,暗锁,ànsuǒ,,,名,锁身不外露的锁，一般用钥匙才能锁上,
80237,1,偷天换日,tōutiān-huànrì,,,,比喻暗中以假代真，掩盖事实真相，达到欺骗、蒙混的目的,
80240,1,柳笛,liǔdí,,,名,用嫩柳条外皮制成的哨子，吹出的声音像笛子,
80241,1,悬灯结彩,xuándēng-jiécǎi,,,,张灯结彩,
80246,1,有闻必录,yǒuwén-bìlù,,,,凡是听到的都一定记录下来,
80252,1,坠马,zhuìmǎ,,,动,落马,
80265,1,祝告,zhùgào,,,动,祷告,
80267,1,实益,shíyì,,,名,实际的利益,
80270,1,萧规曹随,xiāoguī-cáosuí,,,,汉初萧何做丞相，制定律令制度，后来曹参继任丞相，完全照萧何的成规办事。比喻完全照前人的规矩工作,
80274,1,贡奉,gòngfèng,,,动,向朝庭或上司贡献物品；进贡,遣使贡奉
80278,1,便路,biànlù,,,名,【便道】近而方便的小路,走便路省时间
80286,1,打小算盘,dǎxiǎosuànpan,,,,比喻不顾大局，只为自己或局部利益打算,
80299,1,减号,jiǎnhào,,,名,减法运算符号，即“-”,
80307,1,水中捞月,shuǐzhōng-lāoyuè,,,,海底捞月,
80308,1,牙轮,yálún,,,名,齿轮,
80326,1,沸反盈天,fèifǎn-yíngtiān,,,,声音像沸腾的水那样翻滚，充满空间（反：翻滚）。形容人声喧闹，乱成一片,
80329,1,委决不下,wěijuébùxià,,,,一时决定不了,
80344,1,耍心眼儿,shuǎxīnyǎnr,,,,耍小聪明；暗用心计,应该以诚待人，不要耍心眼儿。
80351,1,不咎既往,bùjiù-jìwǎng,,,,既往不咎,
80356,1,黑板擦,hēibǎncā,,,名,用以擦净黑板的用具,
80359,1,赴敌,fùdí,,,动,到战场同敌人作战,齐心赴敌
80362,1,和光同尘,héguāng-tóngchén,,,,《老子》五十六章：“和其光，同其尘。”意思是含敛光耀，混同尘世。后用“和光同尘”比喻随波逐流，不露锋芒的处世态度,
80364,1,肘窝,zhǒuwō,,,名,肘关节内侧凹下去的部位,
80367,1,妖里妖气,yāoliyāoqì,,,形,形容服装奇异、神态妖冶的样子,
80371,1,脉案,mài'àn,,,名,中医在处方上写的诊断结果,
80403,1,心到神知,xīndào-shénzhī,,,,迷信指诚心敬神，神便得知，不必有过多的供奉和礼拜。今多比喻对人敬重，重在心意，不必送礼或一再表白,
80413,1,心广体胖,xīnguǎng-tǐpán,,,,《礼记·大学》：“富润屋，德润身，心广体胖。”原意是胸襟宽阔，身体也就安泰舒适。现在多指心中无忧无虑，因而身体健壮,
80424,1,鼓风炉,gǔfēnglú,,,名,装有鼓风装置的冶炼炉，用来冶炼有色金属；也指冶炼炉的鼓风装置,
80428,1,吊民伐罪,diàomín-fázuì,,,,安抚受苦受难的民众，讨伐罪恶的统治者,
80429,1,二一添作五,èr yī tiānzuò wǔ,,,,珠算除法的一句口诀。意思是一被二除时，在算盘的横梁下去掉一，在横梁上添个五，表示商是零点五。借指双方平分,
80439,1,打把式,dǎbǎshi,,,,练武术,早年跟师傅打把式卖艺。
80446,1,连阴天,liányīntiān,,,名,连续多日的阴天,
80448,1,感光度,gǎnguāngdù,,,名,表示感光材料感光快慢的数值,
80459,1,直贡呢,zhígòngní,,,名,一种精致、光滑的斜纹毛织品或棉织品，质地厚实耐磨，多染成藏青色或黑色，常用来做大衣和鞋面,
80465,1,寿筵,shòuyán,,,名,贺寿的宴席,
80469,1,改嘴,gǎizuǐ,,,动,改口,
80470,1,寿木,shòumù,,,名,寿材,
80474,1,积年累月,jīnián-lěiyuè,,,,经过了许多年月。形容时间很长,
80482,1,指腹为婚,zhǐfù-wéihūn,,,,旧时一种婚姻习俗，孩子还没有出生，双方的家长就为腹中的胎儿订立婚约,
80484,1,抽肥补瘦,chōuféi-bǔshòu,,,,比喻取有余以补不足，使彼此均衡,
80488,1,牧笛,mùdí,,,名,牧童、牧人放牧时所吹的笛子,
80490,1,光杆儿,guānggǎnr,,,名,比喻孤独的人,这里只有我光杆儿一人了。
80490,2,光杆儿,guānggǎnr,,,名,落尽了花叶的草木或没有叶子衬托的花朵,光杆儿牡丹
80491,1,揭老底,jiēlǎodǐ,,,,【揭底】揭露内情,
80492,1,学生腔,xuéshengqiāng,,,名,书面词语较多、语句呆板稚嫩、缺少生活气息的言语,深入群众，克服学生腔。
80499,1,义齿,yìchǐ,,,名,假牙,
80504,1,谢仪,xièyí,,,名,为表示感谢而送的钱物,
80507,1,公筷,gōngkuài,,,名,集体用餐时公用的筷子，用来把菜夹到碗碟内，而不送入嘴里,
80510,1,疏狂,shūkuáng,,,形,任性放荡，不受约束,疏狂不羁
80513,1,穷骨头,qiónggǔtou,,,名,对穷人的蔑称（含有穷是命里注定的意思）,
80523,1,国富民安,guófù-mín'ān,,,,国家富强，人民安定,
80525,1,攘夺,rǎngduó,,,动,抢夺；夺取,攘夺权柄
80526,1,褒词,bāocí,,,名,褒扬、夸奖的话,评价要实事求是，不要滥施褒词。
80526,2,褒词,bāocí,,,名,褒义词,
80534,1,遗业,yíyè,,,名,前辈传给后人的基业,弘扬遗业
80534,2,遗业,yíyè,,,名,遗留下来的产业、家业,
80539,1,赔小心,péixiǎoxīn,,,,处处谨慎待人，唯恐激起别人的反感或恼怒,
80541,1,叽叽嘎嘎,jīji-gāgā,,,拟声,模拟说笑声,大家叽叽嘎嘎地又说又笑。
80548,1,风火墙,fēnghuǒqiáng,,,名,【防火墙】建筑物之间用来防止火灾蔓延的高墙,
80549,1,老本儿,lǎoběnr,,,名,开始经营时投入的本钱,炒股票赔了老本儿。
80549,2,老本儿,lǎoběnr,,,名,比喻原有的基础、本领或功劳,吃老本儿
80564,1,蔫头耷脑,niāntóu-dānǎo,,,,耷拉着脑袋。形容人情绪低落、无精打采的样子,这小伙子蔫头耷脑的，恐怕有不痛快的事吧?
80565,1,媚气,mèiqì,,,形,妩媚动人,这个姑娘挺媚气的。
80568,1,治装,zhìzhuāng,,,动,置办行装,治装远行
80575,1,察勘,chákān,,,动,实地考察,察勘地形
80577,1,点卯,diǎnmǎo,,,动,旧时官衙在卯时（早晨5—7点）查点到班人数；现指到点上班，敷衍差事,杜绝了点卯应景的消极现象。
80578,1,麦糠,màikāng,,,名,紧贴在麦粒外面的皮儿，一般在脱粒时就被分离出来。,
80594,1,费手脚,fèishǒujiǎo,,,,费事,
80595,1,皱痕,zhòuhén,,,名,褶皱的痕迹,皱痕累累
80598,1,观音土,guānyīntǔ,,,名,一种白色黏土。旧社会一些灾民用来充饥，常因不能消化、无法排泄而致死,
80603,1,邪门儿,xiéménr,,,形,反常；不正常,他今天真邪门儿，一会儿哭，一会儿笑。
80607,1,钉锤,dīngchuí,,,名,小型锤子，锤头柱形，用于钉（dìng）钉子；有的锤尾扁平或稍弯，中间有窄缝，用于起钉子。,
80610,1,抖包袱,dǒubāofu,,,,指相声等曲艺中，把经过层层铺垫形成的笑料像抖落包袱一样一下子亮出来，引人发笑,
80611,1,柿霜,shìshuāng,,,名,去皮的柿子晾干后，表面形成的白色霜状物。味甜，可以做药材,
80619,1,运动袜,yùndòngwà,,,名,为参加体育运动的人员制作的袜子；也泛指类似样式的袜子,
80624,1,凝固剂,nínggùjì,,,名,能促使晶体物质由液体凝结为固体的物质。如制豆腐用的石膏,
80627,1,肉馅儿,ròuxiànr,,,名,以细碎的肉为主制成的馅儿,肉馅儿包子
80629,1,叩打,kòudǎ,,,动,敲打,用力叩打铁门
80632,1,绊马索,bànmǎsuǒ,,,名,为了绊倒对方人马而暗设的绳索,
80648,1,唱白脸,chàngbáiliǎn,,,,比喻在解决矛盾冲突中，充当严厉或不受欢迎的人（白脸：古典戏曲中象征奸邪的脸谱。跟“唱红脸”相对）,
80662,1,电烤炉,diànkǎolú,,,名,利用电热元件发出的辐射热烤制食品的炉形炊具,
80663,1,八字眉,bāzìméi,,,名,两边眉梢各向下斜呈“八”字形的眉毛,
80672,1,熟石灰,shúshíhuī,,,名,生石灰与水反应生成的无机化合物，白色粉末，是常用建筑材料，也可用作杀菌剂和化工原料等。,（也说消石灰。）
80677,1,牙缸,yágāng,,,名,用来刷牙漱口的杯子,
80683,1,卫生衣,wèishēngyī,,,名,一种用单面绒针织棉料制成的上衣,
80691,1,重活儿,zhònghuór,,,名,繁重费力的活计,体弱多病，干不了重活儿。
80694,1,计程表,jìchéngbiǎo,,,名,指示运行里程的仪表，安装在汽车、轮船上,
80699,1,上中农,shàngzhōngnóng,,,名,农村阶级划分中指占有土地和生产工具，生活来源主要依靠劳动收入并有轻微剥削的农民。是中农中一个较富裕的阶层,
80700,1,前滚翻,qiángǔnfān,,,名,一种体操动作。屈体，两手及头顶、背部依次着地，全身向前滚动翻转,
80704,1,签到簿,qiāndàobù,,,名,签到用的登记簿,
80709,1,连裆裤,liándāngkù,,,名,裆不开口的裤子（跟“开裆裤”相区别）,
80710,1,吊胃口,diàowèikǒu,,,,设法引起人们的食欲；比喻设法使人产生兴趣、愿望,
80712,1,够交情,gòujiāoqing,,,,够朋友,
80712,2,够交情,gòujiāoqing,,,,指交情达到一定深度,他俩无话不谈，真是够交情。
80715,1,蝙蝠衫,biānfúshān,,,名,一种套衫。尺寸宽松，腋下肥大，略像蝙蝠，故称,
80718,1,常套,chángtào,,,名,沿袭很久的模式（多指办法、格式等）,这篇文章不要按常套来写。
80722,1,四脚蛇,sìjiǎoshé,,,名,蜥蜴的俗称,
80738,1,讳忌,huìjì,,,动,忌讳,
