rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
50001,1,诘难,jiénàn,,,动,责问；责难,遭人诘难
50003,1,肺叶,fèiyè,,,名,人和高等动物的肺表面有深长的裂沟，把肺分为若干部分，每一部分就是一个肺叶。人的左肺有两叶，右肺有三叶,
50004,1,手慢,shǒumàn,,,形,形容动作迟缓或做事缓慢,
50005,1,寻摸,xúnmo,,,动,寻求；设法弄到,寻摸几幅好画｜帮我寻摸点儿吃的来。
50006,1,挑唆,tiǎosuō,,,动,挑拨煽动；唆使,受坏人挑唆
50007,1,磺胺,huáng'àn,,,名,一种有机化合物的简称。白色颗粒或粉末状晶体。可制消炎药,
50009,1,饮马,yìnmǎ,,,动,给马喝水,
50011,1,诏令,zhàolìng,,,名,皇帝发布的命令,
50011,2,诏令,zhàolìng,,,动,皇帝发布命令,诏令天下
50012,1,隐逸,yǐnyì,,,动,隐居避世,隐逸山林
50012,2,隐逸,yǐnyì,,,名,隐居的人,山野隐逸，海滨遗老。
50013,1,柔肠,róucháng,,,名,柔软的心肠；比喻温柔缠绵的情意,柔肠似水｜柔肠寸断
50014,1,持论,chílùn,,,动,立论；抱有某种观点,持论有据
50017,1,攻擂,gōnglèi,,,动,原指登上擂台与擂主比武；现多指在体育或其他比赛中应战,
50018,1,加刑,jiāxíng,,,动,加重刑罚,给越狱逃犯加刑
50023,1,包皮,bāopí,,,名,特指阴茎前部包着龟头的外皮,
50023,2,包皮,bāopí,,,名,包装的外皮,
50030,1,肾结石,shènjiéshí,,,名,泌尿系统疾病，因代谢失常，尿中盐类沉积，生成结石而致。主要症状有剧痛、血尿等,
50033,1,臭豆腐,chòudòufu,,,名,一种佐餐食品。用豆腐作坯，经过发酵、腌制而成，有特殊的气味,
50035,1,比基尼,bǐjīní,,,名,英语[bikini]音译。指一种由小三角裤和胸罩组成的女子泳装。,（也说三点式泳装、三点式。）
50036,1,断裂带,duànlièdài,,,名,地层因受地质应力作用而连续出现一条或多条断层错位且断层两侧岩块破碎的地带,
50037,1,闪电战,shǎndiànzhàn,,,名,用大量快速机动兵力和精锐武器突然实施猛烈袭击，以图迅速摧毁对方的作战方法,
50038,1,打算盘,dǎsuànpan,,,,盘算；打主意,处处打算盘为公家省钱。
50038,2,打算盘,dǎsuànpan,,,,拨打算盘珠子计算,
