rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
75008,1,漆雕,qīdiāo,,,名,雕漆,
75011,1,厄难,ènàn,,,名,苦难；灾难,遭受厄难
75016,1,宝号,bǎohào,,,名,敬词，称对方的商号,
75016,2,宝号,bǎohào,,,名,敬词，称对方的名字,
75017,1,含怨,hányuàn,,,动,心存怨恨；含恨,含怨离职
75018,1,役畜,yìchù,,,名,供耕作或运输用的牲畜。如牛、马、驴、骡等,
75022,1,巧辩,qiǎobiàn,,,动,巧妙地论辩；诡辩,他能说会道，善于巧辩｜挖空心思为自己的罪行巧辩。
75027,1,家鸽,jiāgē,,,名,家禽，由原鸽驯化而成。喙短，翅长大，善飞，体呈纺锤形，腿短。,
75031,1,窗扉,chuāngfēi,,,名,窗扇,
75033,1,寇仇,kòuchóu,,,名,仇敌,剿灭寇仇
75038,1,打春,dǎchūn,,,名,立春。旧时在立春日鞭打衙门前的泥塑耕牛，表示春耕开始，故称,
75039,1,牝牡,pìnmǔ,,,名,雌性和雄性,
75042,1,填房,tiánfáng,,,名,旧指前妻死后续娶的妻子,
75042,2,填房,tiánfáng,,,动,旧指女子嫁给死了妻子的男人,
75046,1,修眉,xiūméi,,,动,修整眉毛,
75046,2,修眉,xiūméi,,,名,长长的眉毛,凤眼修眉
75049,1,回驳,huíbó,,,动,否定或驳斥对方的意见或观点；驳回,经理回驳了他的辩解｜有力地回驳
75050,1,踢腾,tīteng,,,动,踢蹬,
75055,1,辩诬,biànwū,,,动,对诬陷或错误的指责进行辩解,
75056,1,钩针,gōuzhēn,,,名,手工编织花边等用的带钩的针,
75060,1,电料,diànliào,,,名,各种电气器材的统称,
75062,1,白痢,báilì,,,名,痢疾的一种。特点是大便中不带血但有黏液或脓,
75063,1,豆青,dòuqīng,,,形,豆绿,
75070,1,阻绝,zǔjué,,,动,受阻断不能通行,道路阻绝，音讯不通。
75076,1,藕色,ǒusè,,,名,藕灰的颜色,
75077,1,斧正,fǔzhèng,,,动,敬词，用于请他人指正、修改诗文,敬请斧正
75097,1,喜丧,xǐsāng,,,名,为正常死亡的高寿老人所举办的丧事,
75098,1,篙子,gāozi,,,名,某些地区指篙,
75100,1,操典,cāodiǎn,,,名,规定军事操练原则和要领的书,
75102,1,背债,bēizhài,,,动,欠债,扭亏为盈，不背债了。
75104,1,梆硬,bāngyìng,,,形,形容十分坚硬,
75118,1,笔洗,bǐxǐ,,,名,洗涮毛笔的器皿。多用陶瓷制成,
75119,1,硬话,yìnghuà,,,名,措辞强硬的话,用硬话顶他
75123,1,从俭,cóngjiǎn,,,动,依照俭省的原则,居家从俭
75128,1,瑕瑜互见,xiáyú-hùjiàn,,,,玉的斑点和光泽同时显现出来；比喻优点缺点同时并存,
75129,1,塔塔尔族,tǎtǎ'ěrzú,,,名,我国少数民族之一。主要分布在新疆,
75134,1,点头之交,diǎntóuzhījiāo,,,,点点头的交情。形容交情并不深,
75135,1,唇红齿白,chúnhóng-chǐbái,,,形,形容容貌俊美,眉清目秀，唇红齿白。
75136,1,网络警察,wǎngluò jǐngchá,,,,国际互联网安全监察专业警察，是我国的一个新设警种。其职责是打击国际互联网犯罪活动、维护网络秩序、防止病毒侵害、确保电子计算机系统安全等；也指这个警种的成员。简称网警,
75139,1,车轱辘话,chēgūluhuà,,,,指翻来覆去说的唠叨话,发言要简明扼要，不要说车轱辘话。
75142,1,尸位素餐,shīwèi-sùcān,,,,空占着职位，白吃饭不做事,
75143,1,徐娘半老,xúniáng-bànlǎo,,,,《南史·梁元帝徐妃传》里说，梁元帝有一个姓徐的妃子，虽然年纪已经不轻了，但仍然很多情。后用“徐娘半老”泛指仍存风韵的中年妇女（多含轻薄意）,
75150,1,感叹词,gǎntàncí,,,名,叹词,
