rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
80060,1,水锈,shuǐxiù,,,名,水垢,
80060,2,水锈,shuǐxiù,,,名,器皿长期盛水留下的痕迹,
80066,1,拉后腿,lāhòutuǐ,,,,比喻利用亲情或密切的关系阻挠或牵制他人正当的行动,
80066,2,拉后腿,lāhòutuǐ,,,,比喻局部工作不力而影响全局工作的进展,
80107,1,转弯子,zhuǎnwānzi,,,,比喻改变观点,时代进步了，思想也要转弯子。
80107,2,转弯子,zhuànwānzi,,,,比喻说话拐弯抹角，不直截了当,你就直接说吧，不要转弯子了。
80134,1,傻劲儿,shǎjìnr,,,名,愚笨、糊涂的样子,搞错了你还笑，看你这傻劲儿。
80134,2,傻劲儿,shǎjìnr,,,名,死力气；蛮劲,不要光靠傻劲儿，得动脑子。
80190,1,实心眼儿,shíxīnyǎnr,,,形,心地实在,他是个实心眼儿的人。
80190,2,实心眼儿,shíxīnyǎnr,,,名,心地实在的人,他是个实心眼儿，有什么说什么。
80490,1,光杆儿,guānggǎnr,,,名,落尽了花叶的草木或没有叶子衬托的花朵,光杆儿牡丹
80490,2,光杆儿,guānggǎnr,,,名,比喻孤独的人,这里只有我光杆儿一人了。
80526,1,褒词,bāocí,,,名,褒扬、夸奖的话,评价要实事求是，不要滥施褒词。
80526,2,褒词,bāocí,,,名,褒义词,
80534,1,遗业,yíyè,,,名,前辈传给后人的基业,弘扬遗业
80534,2,遗业,yíyè,,,名,遗留下来的产业、家业,
80549,1,老本儿,lǎoběnr,,,名,开始经营时投入的本钱,炒股票赔了老本儿。
80549,2,老本儿,lǎoběnr,,,名,比喻原有的基础、本领或功劳,吃老本儿
80712,1,够交情,gòujiāoqing,,,,指交情达到一定深度,他俩无话不谈，真是够交情。
80712,2,够交情,gòujiāoqing,,,,够朋友,
80740,1,马海毛,mǎhǎimáo,,,名,安哥拉山羊毛。弹性较大，有光泽，是织造长毛绒织物的优良原料,
80740,2,马海毛,mǎhǎimáo,,,名,用马海毛纺成的或混纺的毛线,
80745,1,穿堂门,chuāntángmén,,,名,穿堂的前后门,
80745,2,穿堂门,chuāntángmén,,,名,可穿行的小巷入口处的门,
80753,1,摆谱儿,bǎipǔr,,,动,摆阔,过生日搞那么大排场，纯粹是摆谱儿。
80753,2,摆谱儿,bǎipǔr,,,动,摆架子,多大的官也不能在百姓面前摆谱儿。
80795,1,压场,yāchǎng,,,动,把某出好戏或某个精彩节目安排在一场演出的最后,把好戏放在后面压场｜压场节目
80795,2,压场,yāchǎng,,,动,控制场面,由资深演员压场｜讲话吞吞吐吐，怎么压得住场?
80920,1,翻造,fānzào,,,动,翻盖,平房翻造成大厦
80920,2,翻造,fānzào,,,动,翻新仿造,这表壳是翻造的
80927,1,吐絮,tǔxù,,,动,棉桃成熟裂开，露出丝絮,炸蕾吐絮的棉花
80927,2,吐絮,tǔxù,,,动,柳树、芦苇等开花后结籽，籽上带有絮状白色茸毛,垂柳吐絮
81179,1,虚悬,xūxuán,,,动,没有决定下来；没有落实,他的工作调动至今还虚悬在那儿。
81179,2,虚悬,xūxuán,,,动,空缺着,一等奖没有评出，一直虚悬着。
81190,1,长款,chángkuǎn,,,形,长款式的,长款大衣
81190,2,长款,chángkuǎn,,,名,结账时多出账面数额的现金,短款由当事人赔偿，长款作其他收入处理。
81193,1,肥腴,féiyú,,,形,肥胖,
81193,2,肥腴,féiyú,,,形,肥沃,
81204,1,屏藩,píngfān,,,名,屏风和藩篱；比喻四周的疆土或卫国的重臣,
81204,2,屏藩,píngfān,,,动,保卫；捍卫,
81267,1,树丫,shùyā,,,名,树的分枝处,
81267,2,树丫,shùyā,,,名,树干上分出的枝,
81319,1,倒账,dǎozhàng,,,动,赖账不还,因倒账而失去信用。
81319,2,倒账,dǎozhàng,,,名,收不回来的账款,倒账太多，资金周转不开。
