rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
45034,1,扳手,bānshou,,,名,用来拧紧或旋松螺钉、螺母等的工具,
45034,2,扳手,bānshou,,,名,器具上供用手扳动的部分,
45061,1,爬升,páshēng,,,动,（飞行器）向上飞,飞机在继续爬升｜垂直爬升
45061,2,爬升,páshēng,,,动,泛指上升,原油价格持续爬升。
45061,3,爬升,páshēng,,,动,比喻升职（多含贬义）,他爬升得很快
45066,1,蜗居,wōjū,,,名,像蜗牛壳那样的居室。谦称自己窄小的住所,躲进蜗居，以书为伴。
45066,2,蜗居,wōjū,,,动,像蜗牛那样居住（在窄小的房子里）,蜗居于斗室
45077,1,比例尺,bǐlìchǐ,,,名,地图、机械图等图上长度与它所表示的实际长度之比。有数字比例尺和直线比例尺等,
45077,2,比例尺,bǐlìchǐ,,,名,一种制图工具。其刻度按长度单位缩小或放大若干倍后刻成。常见的是三棱比例尺,
45106,1,讣告,fùgào,,,动,〈文〉报告丧事,特此讣告
45106,2,讣告,fùgào,,,名,报告丧事的通知,刊登讣告
45108,1,空余,kòngyú,,,动,剩余；空着没有被利用,空余半小时做习题。
45108,2,空余,kòngyú,,,形,剩余的；闲置的,时间很空余｜空余设备
45153,1,厮混,sīhùn,,,动,苟且相处；鬼混,不许你和他们厮混。
45153,2,厮混,sīhùn,,,动,混杂,严禁把盗版书和正版书厮混在一起出售。
45169,1,行令,xínglìng,,,动,发布命令,政府行令
45169,2,行令,xínglìng,,,动,行酒令,喝酒行令
45207,1,老脸,lǎoliǎn,,,名,老年人的面子,你把我这老脸都给丢尽了｜他连老脸也不要了。
45207,2,老脸,lǎoliǎn,,,名,厚脸皮,
45242,1,竞渡,jìngdù,,,动,比赛划船,龙舟竞渡
45242,2,竞渡,jìngdù,,,动,比赛游泳渡过江河湖泊,万名健儿竞渡长江。
45246,1,发狠,fāhěn,,,动,下狠心；横下心来,他一发狠，用多年的积蓄买了一台电脑。
45246,2,发狠,fāhěn,,,动,发怒；生气,她正发狠呢，你可别再火上浇油。
45279,1,绵软,miánruǎn,,,形,柔软,金丝绒手感绵软
45279,2,绵软,miánruǎn,,,形,（身体）软弱无力,浑身绵软
45292,1,风花雪月,fēng-huā-xuě-yuè,,,,原指古典文学作品中常描写的四种美好的自然景象；后多借指词藻华丽而内容空泛、格调低下的诗文,风花雪月，无病呻吟。
45292,2,风花雪月,fēng-huā-xuě-yuè,,,,借指男女情爱方面的事,
45325,1,外家,wàijiā,,,名,外祖父母家,
45325,2,外家,wàijiā,,,名,旧指有妻男子在别处纳妾所组成的家庭,
45325,3,外家,wàijiā,,,名,跟有妻男子非法成家的女子是该男子的外家,
45355,1,羊皮纸,yángpízhǐ,,,名,羊皮制成的纸样的薄片，欧洲中世纪用于书写重要文件,
45355,2,羊皮纸,yángpízhǐ,,,名,像羊皮一样的又厚又结实的纸。能防水、防油，多用于包装,
45366,1,清规戒律,qīngguī-jièlǜ,,,,佛教、道教等要求信徒必须遵守的规则和戒条,
45366,2,清规戒律,qīngguī-jièlǜ,,,,泛指繁琐的规章制度,
45369,1,吞吃,tūnchī,,,动,【吞】不经咀嚼或细嚼，整个地往下咽,蛇吞吃老鼠
45369,2,吞吃,tūnchī,,,动,【吞没】侵吞；私占,吞吃粮款
45379,1,回环,huíhuán,,,动,反复循环,世事回环
45379,2,回环,huíhuán,,,动,环绕,长廊回环
45379,3,回环,huíhuán,,,名,修辞手法，通过词语的循环往复使用，表达两种事物相互制约或彼此依存的关系。如“人人为我，我为人人”,
45383,1,贫嘴,pínzuǐ,,,形,爱说不得体的玩笑话或废话,贫嘴不等于幽默｜贫嘴薄舌
45383,2,贫嘴,pínzuǐ,,,名,贫嘴的人,
45400,1,影壁,yǐngbì,,,名,大门内或屏门内对房屋院落起屏蔽作用的墙壁（也有木制的，可以移动）,
45400,2,影壁,yǐngbì,,,名,照壁,
45400,3,影壁,yǐngbì,,,名,有浮雕的墙壁，是壁塑艺术的一种,
45419,1,复音,fùyīn,,,名,由许多纯音组成的声音。一般乐器发出的声音都是复音,
45419,2,复音,fùyīn,,,名,回复的信息,
45447,1,连写,liánxiě,,,动,写字时笔画连续不断,草书讲究连写
45447,2,连写,liánxiě,,,动,指用汉语拼音字母给普通话的复音词注音时，两个或两个以上音节连起来书写。如“guójiā（国家）”、“jiāotōngxiàn（交通线）”,
45452,1,寡欲,guǎyù,,,形,欲望少,寡欲恬淡
45452,2,寡欲,guǎyù,,,动,使欲望减少,清心寡欲
45461,1,上镜,shàngjìng,,,动,被摄入新闻、影视镜头,她刚满8岁，就多次上镜。
45461,2,上镜,shàngjìng,,,形,通过镜头照出来的形象好,他长相平常，但很上镜。
45478,1,打眼,dǎyǎn,,,动,钻孔,用电钻打眼
45478,2,打眼,dǎyǎn,,,形,某些地区指引人注目,她的装束太打眼了。
45481,1,俗名,súmíng,,,名,俗称,疟疾俗名叫疟（yào）子。
45481,2,俗名,súmíng,,,名,僧尼出家前用的名字,
45488,1,编目,biānmù,,,动,为书刊、文献等编制目录,这批新书尚未编目。
45488,2,编目,biānmù,,,名,编制成的目录,
45509,1,整饬,zhěngchì,,,动,整顿使有秩序,整饬纪律｜整饬军容
45509,2,整饬,zhěngchì,,,形,整齐；有条理,收拾整饬
45519,1,作秀,zuòxiù,,,动,表演或演出,义演中大腕歌星争相作秀。
45519,2,作秀,zuòxiù,,,动,为促销、竞选等而开展各种宣传活动,竞选者各出奇招作秀。
45519,3,作秀,zuòxiù,,,动,弄虚作假，做样子骗人,
45522,1,哼唧,hēngji,,,拟声,模拟低声说话、唱歌或吟咏时不清晰的声音（多叠用）,哼唧哼唧地说了半天，谁也听不清｜一个人坐在那里，哼哼唧唧地唱歌。
45522,2,哼唧,hēngji,,,动,不清晰地低声说话、唱歌或吟咏,声音太小，不知你哼唧什么。
45529,1,伴舞,bànwǔ,,,动,陪伴别人跳舞,她们是来舞会上伴舞的。
45529,2,伴舞,bànwǔ,,,动,为配合演唱而同台跳舞,他的演唱由少年宫舞蹈队伴舞。
45537,1,当头一棒,dāngtóu-yībàng,,,,比喻突然给人以严重打击,
45537,2,当头一棒,dāngtóu-yībàng,,,,比喻对人提出警告，使其警醒,
45540,1,纬线,wěixiàn,,,名,【纬】纺织物横向的纱线（跟“经”相区别）,
45540,2,纬线,wěixiàn,,,名,【纬】地理学上假想的沿地球表面跟赤道平行的线，赤道以北的称北纬线，以南的称南纬线（跟“经线”相区别）,
45541,1,书生气,shūshēngqì,,,名,书卷气,
45541,2,书生气,shūshēngqì,,,名,只知读书，不了解社会，脱离实际的习气,切不可书生气十足。
45559,1,投送,tóusòng,,,动,投递,
45559,2,投送,tóusòng,,,动,投放；投到里面去,向高炉投送原料
45576,1,抽纱,chōushā,,,动,刺绣工艺中根据设计图案，抽去布帛等材料上部分经线或纬线，形成透空的花纹,
45576,2,抽纱,chōushā,,,名,指用抽纱工艺制成的披肩、窗帘、台布等工艺品,
45579,1,仙姑,xiāngū,,,名,仙女,
45579,2,仙姑,xiāngū,,,名,对女道士的敬称,
45579,3,仙姑,xiāngū,,,名,旧时对以求神问卜等迷信活动为职业的妇女的称呼,
45581,1,填空,tiánkòng,,,动,填补空缺的位置、职务等,填空补缺
45581,2,填空,tiánkòng,,,动,填写试题中要求回答问题的空白处,单词填空｜填空题
45613,1,抓药,zhuāyào,,,动,按照药方为病人配制中药,
45613,2,抓药,zhuāyào,,,动,拿着药方到中药店买药,
45629,1,腾挪,téngnuó,,,动,挪动,大立柜太沉，一个人腾挪不了。
45629,2,腾挪,téngnuó,,,动,挪用,不准随意腾挪公款。
45629,3,腾挪,téngnuó,,,动,指武术中蹿、跳、躲闪等动作,腾挪跳跃，虎虎生风。
45638,1,卡子,qiǎzi,,,名,夹东西的器具,
45638,2,卡子,qiǎzi,,,名,设在交通要道或地形险隘处的岗哨或检查站,
45644,1,犬牙,quǎnyá,,,名,狗的牙齿，特点是参差不齐,
45644,2,犬牙,quǎnyá,,,名,犬齿,
45647,1,字库,zìkù,,,名,存放铅字和铅字字模的库房。随着铅字的逐渐淘汰而不再使用,
