rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
65998,1,拖斗,tuōdǒu,,,名,拖车①（常指小型、无棚的）,
68720,1,滚轴,gǔnzhóu,,,名,轴①②,
