rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
15732,1,火炮,huǒpào,,,名,炮①,
15979,1,折断,zhéduàn,,,动,折①,不小心把尺子折断了。
16035,1,底子,dǐzi,,,名,底①,木箱底子
16035,5,底子,dǐzi,,,名,底⑤,一件白底子蓝碎花儿的小褂。
16035,6,底子,dǐzi,,,名,底⑥,货底子｜油底子
19200,1,柜子,guìzi,,,名,柜①,
