hsk_sn,cihui,pinyin,hsk_level
1080,醒,xǐng,4
1081,性别,xìng bié,4
1082,性格,xìng gé,4
1083,幸福,xìng fú,4
1084,修,xiū,4
1085,许多,xǔ duō,4
1086,血,xuè,4
1087,压力,yā lì,4
1088,牙膏,yá gāo,4
1089,亚洲,Yà zhōu,4
1090,呀,ya,4
1091,盐,yán,4
1092,严格,yán gé,4
1093,严重,yán zhòng,4
1094,研究生,yán jiū shēng,4
1095,演出,yǎn chū,4
1096,演员,yǎn yuán,4
1097,阳光,yáng guāng,4
1098,养成,yǎng chéng,4
1099,样子,yàng zi,4
1100,邀请,yāo qǐng,4
1101,钥匙,yào shi,4
1102,也许,yě xǔ,4
1103,页,yè,4
1104,叶子,yè zi,4
1105,一切,yī qiè,4
1106,以,yǐ,4
1107,亿,yì,4
1108,意见,yì jiàn,4
1109,艺术,yì shù,4
1110,因此,yīn cǐ,4
1111,引起,yǐn qǐ,4
1112,饮料,yǐn liào,4
1113,印象,yìn xiàng,4
1114,赢,yíng,4
1115,硬,yìng,4
1116,勇敢,yǒng gǎn,4
1117,永远,yǒng yuǎn,4
1118,优点,yōu diǎn,4
1119,优秀,yōu xiù,4
1120,幽默,yōu mò,4
1121,由,yóu,4
1122,由于,yóu yú,4
1123,尤其,yóu qí,4
1124,有趣,yǒu qù,4
1125,友好,yǒu hǎo,4
1126,友谊,yǒu yì,4
1127,愉快,yú kuài,4
1128,于是,yú shì,4
1129,与,yǔ,4
1130,语法,yǔ fǎ,4
1131,语言,yǔ yán,4
1132,羽毛球,yǔ máo qiú,4
1133,预习,yù xí,4
1134,圆,yuán,4
1135,原来,yuán lái,4
1136,原谅,yuán liàng,4
1137,原因,yuán yīn,4
1138,约会,yuē huì,4
1139,阅读,yuè dú,4
1140,允许,yǔn xǔ,4
1141,杂志,zá zhì,4
1142,咱们,zán men,4
1143,暂时,zàn shí,4
1144,脏,zāng,4
1145,责任,zé rèn,4
1146,增加,zēng jiā,4
1147,增长,zēng zhǎng,4
1148,窄,zhǎi,4
1149,招聘,zhāo pìn,4
1150,真正,zhēn zhèng,4
1151,整理,zhěng lǐ,4
1152,整齐,zhěng qí,4
1153,正常,zhèng cháng,4
1154,正好,zhèng hǎo,4
1155,正确,zhèng què,4
1156,正式,zhèng shì,4
1157,证明,zhèng míng,4
1158,之,zhī,4
1159,支持,zhī chí,4
1160,知识,zhī shi,4
1161,直接,zhí jiē,4
1162,值得,zhí de,4
1163,职业,zhí yè,4
1164,植物,zhí wù,4
1165,指,zhǐ,4
1166,只好,zhǐ hǎo,4
1167,只要,zhǐ yào,4
1168,制造,zhì zào,4
1169,至少,zhì shǎo,4
1170,质量,zhì liàng,4
1171,中文,Zhōng wén,4
1172,重点,zhòng diǎn,4
1173,重视,zhòng shì,4
1174,周围,zhōu wéi,4
1175,猪,zhū,4
1176,逐渐,zhú jiàn,4
1177,主动,zhǔ dòng,4
1178,主意,zhǔ yi,4
1179,祝贺,zhù hè,4
1180,著名,zhù míng,4
1181,专门,zhuān mén,4
1182,专业,zhuān yè,4
1183,赚,zhuàn,4
1184,撞,zhuàng,4
1185,准确,zhǔn què,4
1186,准时,zhǔn shí,4
1187,仔细,zǐ xì,4
1188,自然,zì rán,4
1189,总结,zǒng jié,4
1190,租,zū,4
1191,组成,zǔ chéng,4
1192,组织,zǔ zhī,4
1193,嘴,zuǐ,4
1194,最好,zuì hǎo,4
1195,最后,zuì hòu,4
1196,尊重,zūn zhòng,4
1197,做生意,zuò shēng yì,4
1198,座,zuò,4
1199,座位,zuò wèi,4
1200,作者,zuò zhě,4
1201,唉,āi,5
1202,爱护,ài hù,5
1203,爱惜,ài xī,5
1204,爱心,ài xīn,5
1205,安慰,ān wèi,5
1206,安装,ān zhuāng,5
1207,岸,àn,5
1208,把握,bǎ wò,5
1209,摆,bǎi,5
1210,班主任,bān zhǔ rèn,5
1211,办理,bàn lǐ,5
1212,棒,bàng,5
1213,傍晚,bàng wǎn,5
1214,包裹,bāo guǒ,5
1215,包含,bāo hán,5
1216,包子,bāo zi,5
1217,薄,báo,5
1218,宝贝,bǎo bèi,5
1219,宝贵,bǎo guì,5
1220,保持,bǎo chí,5
1221,保存,bǎo cún,5
1222,保留,bǎo liú,5
1223,保险,bǎo xiǎn,5
1224,报告,bào gào,5
1225,悲观,bēi guān,5
1226,被子,bèi zi,5
1227,背,bèi,5
1228,背景,bèi jǐng,5
1229,本科,běn kē,5
1230,本领,běn lǐng,5
1231,本质,běn zhì,5
1232,比例,bǐ lì,5
1233,比如,bǐ rú,5
1234,彼此,bǐ cǐ,5
1235,必然,bì rán,5
1236,必需,bì xū,5
1237,必要,bì yào,5
1238,毕竟,bì jìng,5
1239,避免,bì miǎn,5
1240,鞭炮,biān pào,5
1241,编辑,biān jí,5
1242,便,biàn,5
1243,辩论,biàn lùn,5
1244,标点,biāo diǎn,5
1245,标志,biāo zhì,5
1246,表面,biǎo miàn,5
1247,表明,biǎo míng,5
1248,表情,biǎo qíng,5
1249,表现,biǎo xiàn,5
1250,丙,bǐng,5
1251,病毒,bìng dú,5
1252,玻璃,bō li,5
1253,博物馆,bó wù guǎn,5
1254,脖子,bó zi,5
1255,不必,bù bì,5
1256,不断,bù duàn,5
1257,不见得,bù jiàn de,5
1258,不耐烦,bù nài fán,5
1259,不要紧,bù yào jǐn,5
1260,补充,bǔ chōng,5
1261,不安,bù ān,5
1262,不得了,bù dé liǎo,5
1263,不好意思,bù hǎo yì si,5
1264,不免,bù miǎn,5
1265,不然,bù rán,5
1266,不如,bù rú,5
1267,不足,bù zú,5
1268,布,bù,5
1269,步骤,bù zhòu,5
1270,部门,bù mén,5
1271,财产,cái chǎn,5
1272,踩,cǎi,5
1273,采访,cǎi fǎng,5
1274,采取,cǎi qǔ,5
1275,彩虹,cǎi hóng,5
1276,参考,cān kǎo,5
1277,参与,cān yù,5
1278,餐厅,cān tīng,5
1279,残疾,cán jí,5
1280,惭愧,cán kuì,5
1281,操场,cāo chǎng,5
1282,操心,cāo xīn,5
1283,册,cè,5
1284,测验,cè yàn,5
1285,厕所,cè suǒ,5
1286,曾经,céng jīng,5
1287,插,chā,5
1288,差别,chā bié,5
1289,叉子,chā zi,5
1290,拆,chāi,5
1291,产品,chǎn pǐn,5
1292,产生,chǎn shēng,5
1293,长途,cháng tú,5
1294,常识,cháng shí,5
1295,抄,chāo,5
1296,朝,cháo,5
1297,朝代,cháo dài,5
1298,炒,chǎo,5
1299,吵架,chǎo jià,5
1300,车库,chē kù,5
1301,车厢,chē xiāng,5
1302,彻底,chè dǐ,5
1303,沉默,chén mò,5
1304,趁,chèn,5
1305,称,chēng,5
1306,称呼,chēng hu,5
1307,称赞,chēng zàn,5
1308,乘,chéng,5
1309,承担,chéng dān,5
1310,承认,chéng rèn,5
1311,承受,chéng shòu,5
1312,成分,chéng fèn,5
1313,成果,chéng guǒ,5
1314,成就,chéng jiù,5
1315,成立,chéng lì,5
1316,成语,chéng yǔ,5
1317,成长,chéng zhǎng,5
1318,程度,chéng dù,5
1319,程序,chéng xù,5
1320,诚恳,chéng kěn,5
1321,吃亏,chī kuī,5
1322,持续,chí xù,5
1323,池子,chí zi,5
1324,尺子,chǐ zi,5
1325,翅膀,chì bǎng,5
1326,冲,chōng,5
1327,充电器,chōng diàn qì,5
1328,充分,chōng fèn,5
1329,充满,chōng mǎn,5
1330,重复,chóng fù,5
1331,宠物,chǒng wù,5
1332,抽屉,chōu ti,5
1333,抽象,chōu xiàng,5
1334,丑,chǒu,5
1335,臭,chòu,5
1336,出版,chū bǎn,5
1337,出口,chū kǒu,5
1338,出色,chū sè,5
1339,出席,chū xí,5
1340,初级,chū jí,5
1341,除,chú,5
1342,除非,chú fēi,5
1343,除夕,chú xī,5
1344,处理,chǔ lǐ,5
1345,传播,chuán bō,5
1346,传递,chuán dì,5
1347,传染,chuán rǎn,5
1348,传说,chuán shuō,5
1349,传统,chuán tǒng,5
1350,窗帘,chuāng lián,5
1351,闯,chuǎng,5
1352,创造,chuàng zào,5
1353,吹,chuī,5
1354,磁带,cí dài,5
1355,辞职,cí zhí,5
1356,此外,cǐ wài,5
1357,刺激,cì jī,5
1358,次要,cì yào,5
1359,匆忙,cōng máng,5
1360,从此,cóng cǐ,5
1361,从而,cóng ér,5
1362,从前,cóng qián,5
1363,从事,cóng shì,5
1364,醋,cù,5
1365,促进,cù jìn,5
1366,促使,cù shǐ,5
1367,催,cuī,5
1368,存,cún,5
1369,存在,cún zài,5
1370,错误,cuò wù,5
1371,措施,cuò shī,5
1372,答应,dā ying,5
1373,达到,dá dào,5
1374,打工,dǎ gōng,5
1375,打交道,dǎ jiāo dào,5
1376,打喷嚏,dǎ pēn tì,5
1377,打听,dǎ ting,5
1378,打招呼,dǎ zhāo hu,5
1379,大方,dà fang,5
1380,大象,dà xiàng,5
1381,大型,dà xíng,5
1382,呆,dāi,5
1383,贷款,dài kuǎn,5
1384,待遇,dài yù,5
1385,担任,dān rèn,5
1386,单纯,dān chún,5
1387,单调,dān diào,5
1388,单独,dān dú,5
1389,单位,dān wèi,5
1390,单元,dān yuán,5
1391,耽误,dān wu,5
1392,胆小鬼,dǎn xiǎo guǐ,5
1393,淡,dàn,5
1394,当代,dāng dài,5
1395,挡,dǎng,5
1396,岛,dǎo,5
1397,倒霉,dǎo méi,5
1398,导演,dǎo yǎn,5
1399,导致,dǎo zhì,5
1400,倒,dào,5
1401,到达,dào dá,5
1402,道德,dào dé,5
1403,道理,dào li,5
1404,登机牌,dēng jī pái,5
1405,登记,dēng jì,5
1406,等待,děng dài,5
1407,等候,děng hòu,5
1408,等于,děng yú,5
1409,滴,dī,5
1410,的确,dí què,5
1411,敌人,dí rén,5
1412,递,dì,5
1413,地道,dì dao,5
1414,地理,dì lǐ,5
1415,地区,dì qū,5
1416,地毯,dì tǎn,5
1417,地位,dì wèi,5
1418,地震,dì zhèn,5
1419,点头,diǎn tóu,5
1420,点心,diǎn xin,5
1421,电池,diàn chí,5
1422,电台,diàn tái,5
1423,钓,diào,5
1424,丁,dīng,5
1425,顶,dǐng,5
1426,冻,dòng,5
1427,洞,dòng,5
1428,动画片,dòng huà piàn,5
1429,逗,dòu,5
1430,豆腐,dòu fu,5
1431,独立,dú lì,5
1432,独特,dú tè,5
1433,度过,dù guò,5
1434,短信,duǎn xìn,5
1435,堆,duī,5
1436,对比,duì bǐ,5
1437,对待,duì dài,5
1438,对方,duì fāng,5
1439,对手,duì shǒu,5
1440,对象,duì xiàng,5
1441,对于,duì yú,5
1442,吨,dūn,5
1443,蹲,dūn,5
1444,多亏,duō kuī,5
1445,多余,duō yú,5
1446,躲藏,duǒ cáng,5
1447,恶劣,è liè,5
1448,发表,fā biǎo,5
1449,发愁,fā chóu,5
1450,发达,fā dá,5
1451,发抖,fā dǒu,5
1452,发挥,fā huī,5
1453,发明,fā míng,5
1454,发票,fā piào,5
1455,发言,fā yán,5
1456,罚款,fá kuǎn,5
1457,法院,fǎ yuàn,5
1458,翻,fān,5
1459,繁荣,fán róng,5
1460,凡是,fán shì,5
1461,反而,fǎn ér,5
1462,反复,fǎn fù,5
1463,反应,fǎn yìng,5
1464,反正,fǎn zhèng,5
1465,方,fāng,5
1466,方案,fāng àn,5
1467,方式,fāng shì,5
1468,妨碍,fáng ài,5
1469,房东,fáng dōng,5
1470,仿佛,fǎng fú,5
1471,放松,fàng sōng,5
1472,非,fēi,5
1473,肥皂,féi zào,5
1474,肺,fèi,5
1475,废话,fèi huà,5
1476,费用,fèi yòng,5
1477,分别,fēn bié,5
1478,分布,fēn bù,5
1479,分配,fēn pèi,5
1480,分析,fēn xī,5
1481,纷纷,fēn fēn,5
1482,奋斗,fèn dòu,5
1483,愤怒,fèn nù,5
1484,风格,fēng gé,5
1485,风俗,fēng sú,5
1486,风险,fēng xiǎn,5
1487,疯狂,fēng kuáng,5
1488,讽刺,fěng cì,5
1489,否定,fǒu dìng,5
1490,否认,fǒu rèn,5
1491,扶,fú,5
1492,幅,fú,5
1493,服从,fú cóng,5
1494,服装,fú zhuāng,5
1495,辅导,fǔ dǎo,5
1496,复制,fù zhì,5
1497,付款,fù kuǎn,5
1498,妇女,fù nǚ,5
1499,改革,gǎi gé,5
1500,改进,gǎi jìn,5
1501,改善,gǎi shàn,5
1502,改正,gǎi zhèng,5
1503,盖,gài,5
1504,概括,gài kuò,5
1505,概念,gài niàn,5
1506,干脆,gān cuì,5
1507,感激,gǎn jī,5
1508,感受,gǎn shòu,5
1509,感想,gǎn xiǎng,5
1510,赶紧,gǎn jǐn,5
1511,赶快,gǎn kuài,5
1512,干活儿,gàn huó r,5
1513,钢铁,gāng tiě,5
1514,高档,gāo dàng,5
1515,高速,gāo sù,5
1516,搞,gǎo,5
1517,告别,gào bié,5
1518,胳膊,gē bo,5
1519,鸽子,gē zi,5
1520,隔壁,gé bì,5
1521,格外,gé wài,5
1522,革命,gé mìng,5
1523,个别,gè bié,5
1524,个人,gè rén,5
1525,个性,gè xìng,5
1526,各自,gè zì,5
1527,根,gēn,5
1528,根本,gēn běn,5
1529,更加,gèng jiā,5
1530,公布,gōng bù,5
1531,公开,gōng kāi,5
1532,公平,gōng píng,5
1533,公寓,gōng yù,5
1534,公元,gōng yuán,5
1535,公主,gōng zhǔ,5
1536,工厂,gōng chǎng,5
1537,工程师,gōng chéng shī,5
1538,工人,gōng rén,5
1539,工业,gōng yè,5
1540,功夫,gōng fu,5
1541,功能,gōng néng,5
1542,贡献,gòng xiàn,5
1543,沟通,gōu tōng,5
1544,构成,gòu chéng,5
1545,姑姑,gū gu,5
1546,姑娘,gū niang,5
1547,古代,gǔ dài,5
1548,古典,gǔ diǎn,5
1549,古老,gǔ lǎo,5
1550,股票,gǔ piào,5
1551,鼓舞,gǔ wǔ,5
1552,骨头,gǔ tou,5
1553,固定,gù dìng,5
1554,固体,gù tǐ,5
1555,雇佣,gù yōng,5
1556,挂号,guà hào,5
1557,乖,guāi,5
1558,拐弯,guǎi wān,5
1559,怪不得,guài bu de,5
1560,关闭,guān bì,5
1561,关怀,guān huái,5
1562,官,guān,5
1563,观察,guān chá,5
1564,观点,guān diǎn,5
1565,观念,guān niàn,5
1566,管子,guǎn zi,5
1567,罐头,guàn tou,5
1568,冠军,guàn jūn,5
1569,光滑,guāng hua,5
1570,光临,guāng lín,5
1571,光明,guāng míng,5
1572,光盘,guāng pán,5
1573,光荣,guāng róng,5
1574,广场,guǎng chǎng,5
1575,广大,guǎng dà,5
1576,广泛,guǎng fàn,5
1577,规矩,guī ju,5
1578,规律,guī lǜ,5
1579,规模,guī mó,5
1580,规则,guī zé,5
1581,柜台,guì tái,5
1582,滚,gǔn,5
1583,锅,guō,5
1584,国籍,guó jí,5
1585,国庆节,Guó qìng jié,5
1586,果实,guǒ shí,5
1587,过分,guò fèn,5
1588,过敏,guò mǐn,5
1589,过期,guò qī,5
1590,哈,hā,5
1591,海关,hǎi guān,5
1592,海鲜,hǎi xiān,5
1593,喊,hǎn,5
1594,行业,háng yè,5
1595,豪华,háo huá,5
1596,好奇,hào qí,5
1597,和平,hé píng,5
1598,何必,hé bì,5
1599,何况,hé kuàng,5
1600,合法,hé fǎ,5
1601,合理,hé lǐ,5
1602,合同,hé tong,5
1603,合影,hé yǐng,5
1604,合作,hé zuò,5
1605,核心,hé xīn,5
1606,恨,hèn,5
1607,横,héng,5
1608,后果,hòu guǒ,5
1609,忽视,hū shì,5
1610,呼吸,hū xī,5
1611,壶,hú,5
1612,蝴蝶,hú dié,5
1613,胡说,hú shuō,5
1614,胡同,hú tòng,5
1615,胡须,hú xū,5
1616,糊涂,hú tu,5
1617,花生,huā shēng,5
1618,滑冰,huá bīng,5
1619,划船,huá chuán,5
1620,华裔,Huá yì,5
1621,化学,huà xué,5
1622,话题,huà tí,5
1623,怀念,huái niàn,5
1624,缓解,huǎn jiě,5
1625,幻想,huàn xiǎng,5
1626,慌张,huāng zhāng,5
1627,黄瓜,huáng guā,5
1628,黄金,huáng jīn,5
1629,皇帝,huáng dì,5
1630,皇后,huáng hòu,5
1631,灰,huī,5
1632,灰尘,huī chén,5
1633,灰心,huī xīn,5
1634,挥,huī,5
1635,恢复,huī fù,5
1636,汇率,huì lǜ,5
1637,婚礼,hūn lǐ,5
1638,婚姻,hūn yīn,5
1639,活跃,huó yuè,5
1640,火柴,huǒ chái,5
1641,伙伴,huǒ bàn,5
1642,基本,jī běn,5
1643,机器,jī qì,5
1644,激烈,jī liè,5
1645,肌肉,jī ròu,5
1646,及格,jí gé,5
1647,急忙,jí máng,5
1648,集体,jí tǐ,5
1649,集中,jí zhōng,5
1650,记录,jì lù,5
1651,记忆,jì yì,5
1652,计算,jì suàn,5
1653,寂寞,jì mò,5
1654,系领带,jì lǐng dài,5
1655,纪录,jì lù,5
1656,纪律,jì lǜ,5
1657,纪念,jì niàn,5
1658,家庭,jiā tíng,5
1659,家务,jiā wù,5
1660,家乡,jiā xiāng,5
1661,嘉宾,jiā bīn,5
1662,夹子,jiā zi,5
1663,甲,jiǎ,5
1664,假如,jiǎ rú,5
1665,假装,jiǎ zhuāng,5
1666,嫁,jià,5
1667,价值,jià zhí,5
1668,驾驶,jià shǐ,5
1669,煎,jiān,5
1670,肩膀,jiān bǎng,5
1671,坚决,jiān jué,5
1672,坚强,jiān qiáng,5
1673,尖锐,jiān ruì,5
1674,艰巨,jiān jù,5
1675,艰苦,jiān kǔ,5
1676,捡,jiǎn,5
1677,剪刀,jiǎn dāo,5
1678,简历,jiǎn lì,5
1679,简直,jiǎn zhí,5
1680,健身房,jiàn shēn fáng,5
1681,建立,jiàn lì,5
1682,建设,jiàn shè,5
1683,建议,jiàn yì,5
1684,建筑,jiàn zhù,5
1685,键盘,jiàn pán,5
1686,讲究,jiǎng jiu,5
1687,讲座,jiǎng zuò,5
1688,降落,jiàng luò,5
1689,酱油,jiàng yóu,5
1690,浇,jiāo,5
1691,交换,jiāo huàn,5
1692,交际,jiāo jì,5
1693,郊区,jiāo qū,5
1694,胶水,jiāo shuǐ,5
1695,角度,jiǎo dù,5
1696,狡猾,jiǎo huá,5
1697,教材,jiào cái,5
1698,教练,jiào liàn,5
1699,教训,jiào xun,5
1700,接触,jiē chù,5
1701,接待,jiē dài,5
1702,接近,jiē jìn,5
1703,接着,jiē zhe,5
1704,阶段,jiē duàn,5
1705,结实,jiē shi,5
1706,节,jié,5
1707,节省,jié shěng,5
1708,结构,jié gòu,5
1709,结合,jié hé,5
1710,结论,jié lùn,5
1711,结账,jié zhàng,5
1712,解放,jiě fàng,5
1713,解说员,jiě shuō yuán,5
1714,届,jiè,5
1715,借口,jiè kǒu,5
1716,戒烟,jiè yān,5
1717,戒指,jiè zhi,5
1718,金属,jīn shǔ,5
1719,紧,jǐn,5
1720,紧急,jǐn jí,5
1721,尽量,jǐn liàng,5
1722,谨慎,jǐn shèn,5
1723,进步,jìn bù,5
1724,进口,jìn kǒu,5
1725,近代,jìn dài,5
1726,尽力,jìn lì,5
1727,精力,jīng lì,5
1728,经典,jīng diǎn,5
1729,经营,jīng yíng,5
1730,景色,jǐng sè,5
1731,敬爱,jìng ài,5
1732,酒吧,jiǔ bā,5
1733,救,jiù,5
1734,救护车,jiù hù chē,5
1735,舅舅,jiù jiu,5
1736,居然,jū rán,5
1737,桔子,jú zi,5
1738,举,jǔ,5
1739,具备,jù bèi,5
1740,具体,jù tǐ,5
1741,巨大,jù dà,5
1742,聚会,jù huì,5
1743,俱乐部,jù lè bù,5
1744,据说,jù shuō,5
1745,捐,juān,5
1746,卷,juǎn,5
1747,决赛,jué sài,5
1748,决心,jué xīn,5
1749,绝对,jué duì,5
1750,角色,jué sè,5
1751,军事,jūn shì,5
1752,均匀,jūn yún,5
1753,卡车,kǎ chē,5
1754,开发,kāi fā,5
1755,开放,kāi fàng,5
1756,开幕式,kāi mù shì,5
1757,开心,kāi xīn,5
1758,砍,kǎn,5
1759,看不起,kàn bu qǐ,5
1760,看来,kàn lai,5
1761,抗议,kàng yì,5
1762,烤鸭,kǎo yā,5
1763,颗,kē,5
1764,可见,kě jiàn,5
1765,可靠,kě kào,5
1766,可怕,kě pà,5
1767,刻苦,kè kǔ,5
1768,课程,kè chéng,5
1769,克,kè,5
1770,克服,kè fú,5
1771,客观,kè guān,5
1772,客厅,kè tīng,5
1773,空间,kōng jiān,5
1774,恐怖,kǒng bù,5
1775,空闲,kòng xián,5
1776,控制,kòng zhì,5
1777,口味,kǒu wèi,5
1778,夸,kuā,5
1779,会计,kuài jì,5
1780,矿泉水,kuàng quán shuǐ,5
1781,辣椒,là jiāo,5
1782,蜡烛,là zhú,5
1783,来自,lái zì,5
1784,拦,lán,5
1785,烂,làn,5
1786,狼,láng,5
1787,劳动,láo dòng,5
1788,劳驾,láo jià,5
1789,老百姓,lǎo bǎi xìng,5
1790,老板,lǎo bǎn,5
1791,老实,lǎo shí,5
1792,老鼠,lǎo shǔ,5
1793,姥姥,lǎo lao,5
1794,乐观,lè guān,5
1795,雷,léi,5
1796,类,lèi,5
1797,梨,lí,5
1798,离婚,lí hūn,5
1799,厘米,lí mǐ,5
1800,礼拜天,lǐ bài tiān,5
1801,理论,lǐ lùn,5
1802,理由,lǐ yóu,5
1803,粒,lì,5
1804,立方,lì fāng,5
1805,立即,lì jí,5
1806,立刻,lì kè,5
1807,力量,lì liang,5
1808,利润,lì rùn,5
1809,利息,lì xī,5
1810,利益,lì yì,5
1811,利用,lì yòng,5
1812,连忙,lián máng,5
1813,连续剧,lián xù jù,5
1814,联合,lián hé,5
1815,恋爱,liàn ài,5
1816,良好,liáng hǎo,5
1817,粮食,liáng shi,5
1818,了不起,liǎo bu qǐ,5
1819,临时,lín shí,5
1820,铃,líng,5
1821,零件,líng jiàn,5
1822,零钱,líng qián,5
1823,零食,líng shí,5
1824,灵活,líng huó,5
1825,领导,lǐng dǎo,5
1826,领域,lǐng yù,5
1827,流传,liú chuán,5
1828,浏览,liú lǎn,5
1829,龙,lóng,5
1830,漏,lòu,5
1831,露,lù,5
1832,陆地,lù dì,5
1833,陆续,lù xù,5
1834,录取,lù qǔ,5
1835,录音,lù yīn,5
1836,轮流,lún liú,5
1837,论文,lùn wén,5
1838,逻辑,luó ji,5
1839,落后,luò hòu,5
1840,骂,mà,5
1841,麦克风,mài kè fēng,5
1842,馒头,mán tou,5
1843,满足,mǎn zú,5
1844,毛,máo,5
1845,毛病,máo bìng,5
1846,矛盾,máo dùn,5
1847,冒险,mào xiǎn,5
1848,贸易,mào yì,5
1849,眉毛,méi mao,5
1850,煤炭,méi tàn,5
1851,美术,měi shù,5
1852,魅力,mèi lì,5
1853,迷路,mí lù,5
1854,谜语,mí yǔ,5
1855,密切,mì qiè,5
1856,蜜蜂,mì fēng,5
1857,秘密,mì mì,5
1858,秘书,mì shū,5
1859,棉花,mián hua,5
1860,面对,miàn duì,5
1861,面积,miàn ji,5
1862,面临,miàn lín,5
1863,描写,miáo xiě,5
1864,苗条,miáo tiáo,5
1865,秒,miǎo,5
1866,民主,mín zhǔ,5
1867,明确,míng què,5
1868,明显,míng xiǎn,5
1869,明信片,míng xìn piàn,5
1870,明星,míng xīng,5
1871,名牌,míng pái,5
1872,名片,míng piàn,5
1873,名胜,míng shèng,5
1874,命令,mìng lìng,5
1875,命运,mìng yùn,5
1876,摸,mō,5
1877,摩托车,mó tuō chē,5
1878,模仿,mó fǎng,5
1879,模糊,mó hu,5
1880,陌生,mò shēng,5
1881,某,mǒu,5
1882,目标,mù biāo,5
1883,目录,mù lù,5
1884,目前,mù qián,5
1885,木头,mù tou,5
1886,哪怕,nǎ pà,5
1887,难怪,nán guài,5
1888,难看,nán kàn,5
1889,脑袋,nǎo dài,5
1890,内科,nèi kē,5
1891,嫩,nèn,5
1892,能干,néng gàn,5
1893,能源,néng yuán,5
1894,年代,nián dài,5
1895,年纪,nián jì,5
1896,念,niàn,5
1897,宁可,nìng kě,5
1898,牛仔裤,niú zǎi kù,5
1899,浓,nóng,5
1900,农民,nóng mín,5
1901,农业,nóng yè,5
1902,女士,nǚ shì,5
1903,偶然,ǒu rán,5
1904,拍,pāi,5
1905,排队,pái duì,5
1906,排球,pái qiú,5
1907,派,pài,5
1908,盼望,pàn wàng,5
1909,赔偿,péi cháng,5
1910,培养,péi yǎng,5
1911,配合,pèi hé,5
1912,佩服,pèi fú,5
1913,盆,pén,5
1914,碰见,pèng jiàn,5
1915,披,pī,5
1916,批,pī,5
1917,批准,pī zhǔn,5
1918,疲劳,pí láo,5
1919,皮鞋,pí xié,5
1920,匹,pǐ,5
1921,片,piàn,5
1922,片面,piàn miàn,5
1923,飘,piāo,5
1924,频道,pín dào,5
1925,品种,pǐn zhǒng,5
1926,凭,píng,5
1927,平,píng,5
1928,平常,píng cháng,5
1929,平等,píng děng,5
1930,平方,píng fāng,5
1931,平衡,píng héng,5
1932,平静,píng jìng,5
1933,平均,píng jūn,5
1934,评价,píng jià,5
1935,破产,pò chǎn,5
1936,破坏,pò huài,5
1937,迫切,pò qiè,5
1938,朴素,pǔ sù,5
1939,期待,qī dài,5
1940,期间,qī jiān,5
1941,其余,qí yú,5
1942,奇迹,qí jì,5
1943,启发,qǐ fā,5
1944,企图,qǐ tú,5
1945,企业,qǐ yè,5
1946,气氛,qì fēn,5
1947,汽油,qì yóu,5
1948,牵,qiān,5
1949,签字,qiān zì,5
1950,谦虚,qiān xū,5
1951,前途,qián tú,5
1952,浅,qiǎn,5
1953,欠,qiàn,5
1954,枪,qiāng,5
1955,强调,qiáng diào,5
1956,强烈,qiáng liè,5
1957,抢,qiǎng,5
1958,悄悄,qiāo qiāo,5
1959,瞧,qiáo,5
1960,巧妙,qiǎo miào,5
1961,切,qiē,5
1962,亲爱,qīn ài,5
1963,亲切,qīn qiè,5
1964,亲自,qīn zì,5
1965,侵略,qīn lüè,5
1966,勤奋,qín fèn,5
1967,勤劳,qín láo,5
1968,青,qīng,5
1969,青春,qīng chūn,5
1970,青少年,qīng shào nián,5
1971,轻视,qīng shì,5
1972,清淡,qīng dàn,5
1973,情景,qíng jǐng,5
1974,情绪,qíng xù,5
1975,请求,qǐng qiú,5
1976,庆祝,qìng zhù,5
1977,球迷,qiú mí,5
1978,趋势,qū shì,5
1979,娶,qǔ,5
1980,取消,qǔ xiāo,5
1981,去世,qù shì,5
1982,圈,quān,5
1983,全面,quán miàn,5
1984,权力,quán lì,5
1985,权利,quán lì,5
1986,劝,quàn,5
1987,缺乏,quē fá,5
1988,确定,què dìng,5
1989,确认,què rèn,5
1990,燃烧,rán shāo,5
1991,嚷,rǎng,5
1992,绕,rào,5
1993,热爱,rè ài,5
1994,热烈,rè liè,5
1995,热心,rè xīn,5
1996,人才,rén cái,5
1997,人口,rén kǒu,5
1998,人类,rén lèi,5
1999,人生,rén shēng,5
2000,人事,rén shì,5
2001,人物,rén wù,5
2002,人员,rén yuán,5
2003,忍不住,rěn bu zhù,5
2004,日常,rì cháng,5
2005,日程,rì chéng,5
2006,日历,rì lì,5
2007,日期,rì qī,5
2008,日用品,rì yòng pǐn,5
2009,融化,róng huà,5
2010,荣幸,róng xìng,5
2011,荣誉,róng yù,5
2012,如何,rú hé,5
2013,如今,rú jīn,5
2014,软件,ruǎn jiàn,5
2015,弱,ruò,5
2016,洒,sǎ,5
2017,嗓子,sǎng zi,5
2018,杀,shā,5
2019,沙漠,shā mò,5
2020,沙滩,shā tān,5
2021,傻,shǎ,5
2022,晒,shài,5
2023,删除,shān chú,5
2024,闪电,shǎn diàn,5
2025,善良,shàn liáng,5
2026,善于,shàn yú,5
2027,扇子,shān zi,5
2028,商品,shāng pǐn,5
2029,商业,shāng yè,5
2030,上当,shàng dàng,5
2031,勺子,sháo zi,5
2032,蛇,shé,5
2033,舌头,shé tou,5
