hsk_sn,cihui,pinyin,hsk_level
2034,舍不得,shě bu de,5
2035,设备,shè bèi,5
2036,设计,shè jì,5
2037,设施,shè shī,5
2038,射击,shè jī,5
2039,摄影,shè yǐng,5
2040,伸,shēn,5
2041,深刻,shēn kè,5
2042,身材,shēn cái,5
2043,身份,shēn fèn,5
2044,神话,shén huà,5
2045,神经,shén jīng,5
2046,神秘,shén mì,5
2047,升,shēng,5
2048,生产,shēng chǎn,5
2049,生动,shēng dòng,5
2050,声调,shēng diào,5
2051,绳子,shéng zi,5
2052,省略,shěng lüè,5
2053,胜利,shèng lì,5
2054,诗,shī,5
2055,失眠,shī mián,5
2056,失去,shī qù,5
2057,失业,shī yè,5
2058,时代,shí dài,5
2059,时刻,shí kè,5
2060,时髦,shí máo,5
2061,时期,shí qī,5
2062,时尚,shí shàng,5
2063,实话,shí huà,5
2064,实践,shí jiàn,5
2065,实习,shí xí,5
2066,实现,shí xiàn,5
2067,实行,shí xíng,5
2068,实验,shí yàn,5
2069,实用,shí yòng,5
2070,食物,shí wù,5
2071,石头,shí tou,5
2072,使劲儿,shǐ jìn ér,5
2073,始终,shǐ zhōng,5
2074,是否,shì fǒu,5
2075,试卷,shì juàn,5
2076,士兵,shì bīng,5
2077,似的,shì de,5
2078,事实,shì shí,5
2079,事物,shì wù,5
2080,事先,shì xiān,5
2081,收获,shōu huò,5
2082,收据,shōu jù,5
2083,手工,shǒu gōng,5
2084,手术,shǒu shù,5
2085,手套,shǒu tào,5
2086,手续,shǒu xù,5
2087,手指,shǒu zhǐ,5
2088,受伤,shòu shāng,5
2089,寿命,shòu mìng,5
2090,书架,shū jià,5
2091,输入,shū rù,5
2092,蔬菜,shū cài,5
2093,舒适,shū shì,5
2094,梳子,shū zi,5
2095,熟练,shú liàn,5
2096,鼠标,shǔ biāo,5
2097,属于,shǔ yú,5
2098,数据,shù jù,5
2099,数码,shù mǎ,5
2100,摔,shuāi,5
2101,甩,shuǎi,5
2102,双方,shuāng fāng,5
2103,税,shuì,5
2104,说不定,shuō bu dìng,5
2105,说服,shuō fú,5
2106,撕,sī,5
2107,丝绸,sī chóu,5
2108,丝毫,sī háo,5
2109,思考,sī kǎo,5
2110,思想,sī xiǎng,5
2111,私人,sī rén,5
2112,似乎,sì hū,5
2113,寺庙,sì miào,5
2114,宿舍,sù shè,5
2115,随时,suí shí,5
2116,碎,suì,5
2117,损失,sǔn shī,5
2118,缩短,suō duǎn,5
2119,缩小,suō xiǎo,5
2120,锁,suǒ,5
2121,所,suǒ,5
2122,所谓,suǒ wèi,5
2123,塔,tǎ,5
2124,台阶,tái jiē,5
2125,太极拳,tài jí quán,5
2126,太太,tài tai,5
2127,谈判,tán pàn,5
2128,坦率,tǎn shuài,5
2129,烫,tàng,5
2130,桃,táo,5
2131,逃,táo,5
2132,逃避,táo bì,5
2133,套,tào,5
2134,特殊,tè shū,5
2135,特意,tè yì,5
2136,特征,tè zhēng,5
2137,疼爱,téng ài,5
2138,提,tí,5
2139,提倡,tí chàng,5
2140,提纲,tí gāng,5
2141,提问,tí wèn,5
2142,题目,tí mù,5
2143,体会,tǐ huì,5
2144,体积,tǐ jī,5
2145,体贴,tǐ tiē,5
2146,体现,tǐ xiàn,5
2147,体验,tǐ yàn,5
2148,天空,tiān kōng,5
2149,天真,tiān zhēn,5
2150,田野,tián yě,5
2151,调皮,tiáo pí,5
2152,调整,tiáo zhěng,5
2153,挑战,tiǎo zhàn,5
2154,通常,tōng cháng,5
2155,通讯,tōng xùn,5
2156,铜,tóng,5
2157,同时,tóng shí,5
2158,统一,tǒng yī,5
2159,统治,tǒng zhì,5
2160,痛苦,tòng kǔ,5
2161,痛快,tòng kuài,5
2162,投资,tóu zī,5
2163,透明,tòu míng,5
2164,突出,tū chū,5
2165,土地,tǔ dì,5
2166,土豆,tǔ dòu,5
2167,吐,tù,5
2168,兔子,tù zi,5
2169,团,tuán,5
2170,推辞,tuī cí,5
2171,推广,tuī guǎng,5
2172,推荐,tuī jiàn,5
2173,退,tuì,5
2174,退步,tuì bù,5
2175,退休,tuì xiū,5
2176,歪,wāi,5
2177,外交,wài jiāo,5
2178,弯,wān,5
2179,完美,wán měi,5
2180,完善,wán shàn,5
2181,完整,wán zhěng,5
2182,玩具,wán jù,5
2183,万一,wàn yī,5
2184,王子,wáng zǐ,5
2185,往返,wǎng fǎn,5
2186,微笑,wēi xiào,5
2187,威胁,wēi xié,5
2188,危害,wēi hài,5
2189,违反,wéi fǎn,5
2190,维护,wéi hù,5
2191,围巾,wéi jīn,5
2192,围绕,wéi rào,5
2193,唯一,wéi yī,5
2194,尾巴,wěi ba,5
2195,伟大,wěi dà,5
2196,委屈,wěi qu,5
2197,委托,wěi tuō,5
2198,胃,wèi,5
2199,位置,wèi zhi,5
2200,未必,wèi bì,5
2201,未来,wèi lái,5
2202,卫生间,wèi shēng jiān,5
2203,温暖,wēn nuǎn,5
2204,温柔,wēn róu,5
2205,闻,wén,5
2206,文件,wén jiàn,5
2207,文具,wén jù,5
2208,文明,wén míng,5
2209,文学,wén xué,5
2210,吻,wěn,5
2211,稳定,wěn dìng,5
2212,问候,wèn hòu,5
2213,卧室,wò shì,5
2214,屋子,wū zi,5
2215,无奈,wú nài,5
2216,无数,wú shù,5
2217,武器,wǔ qì,5
2218,武术,wǔ shù,5
2219,雾,wù,5
2220,物理,wù lǐ,5
2221,物质,wù zhì,5
2222,吸收,xī shōu,5
2223,系,xì,5
2224,系统,xì tǒng,5
2225,细节,xì jié,5
2226,戏剧,xì jù,5
2227,瞎,xiā,5
2228,吓,xià,5
2229,下载,xià zǎi,5
2230,鲜艳,xiān yàn,5
2231,显得,xiǎn de,5
2232,显然,xiǎn rán,5
2233,显示,xiǎn shì,5
2234,县,xiàn,5
2235,现金,xiàn jīn,5
2236,现实,xiàn shí,5
2237,现象,xiàn xiàng,5
2238,相处,xiāng chǔ,5
2239,相当,xiāng dāng,5
2240,相对,xiāng duì,5
2241,相关,xiāng guān,5
2242,相似,xiāng sì,5
2243,想念,xiǎng niàn,5
2244,想象,xiǎng xiàng,5
2245,享受,xiǎng shòu,5
2246,项,xiàng,5
2247,项链,xiàng liàn,5
2248,项目,xiàng mù,5
2249,橡皮,xiàng pí,5
2250,象棋,xiàng qí,5
2251,象征,xiàng zhēng,5
2252,消费,xiāo fèi,5
2253,消化,xiāo huà,5
2254,消灭,xiāo miè,5
2255,消失,xiāo shī,5
2256,销售,xiāo shòu,5
2257,小吃,xiǎo chī,5
2258,小伙子,xiǎo huǒ zi,5
2259,小麦,xiǎo mài,5
2260,小气,xiǎo qì,5
2261,小偷,xiǎo tōu,5
2262,效率,xiào lǜ,5
2263,孝顺,xiào shùn,5
2264,歇,xiē,5
2265,斜,xié,5
2266,协调,xié tiáo,5
2267,心理,xīn lǐ,5
2268,心脏,xīn zàng,5
2269,欣赏,xīn shǎng,5
2270,信封,xìn fēng,5
2271,信号,xìn hào,5
2272,信息,xìn xī,5
2273,行动,xíng dòng,5
2274,行人,xíng rén,5
2275,行为,xíng wéi,5
2276,形成,xíng chéng,5
2277,形容,xíng róng,5
2278,形式,xíng shì,5
2279,形势,xíng shì,5
2280,形象,xíng xiàng,5
2281,形状,xíng zhuàng,5
2282,性质,xìng zhì,5
2283,幸亏,xìng kuī,5
2284,幸运,xìng yùn,5
2285,胸,xiōng,5
2286,兄弟,xiōng dì,5
2287,雄伟,xióng wěi,5
2288,修改,xiū gǎi,5
2289,休闲,xiū xián,5
2290,虚心,xū xīn,5
2291,叙述,xù shù,5
2292,宣布,xuān bù,5
2293,宣传,xuān chuán,5
2294,选举,xuǎn jǔ,5
2295,学期,xué qī,5
2296,学术,xué shù,5
2297,学问,xué wèn,5
2298,寻找,xún zhǎo,5
2299,询问,xún wèn,5
2300,训练,xùn liàn,5
2301,迅速,xùn sù,5
2302,延长,yán cháng,5
2303,严肃,yán sù,5
2304,宴会,yàn huì,5
2305,阳台,yáng tái,5
2306,痒,yǎng,5
2307,样式,yàng shì,5
2308,腰,yāo,5
2309,摇,yáo,5
2310,咬,yǎo,5
2311,要不,yào bù,5
2312,要是,yào shi,5
2313,夜,yè,5
2314,液体,yè tǐ,5
2315,业务,yè wù,5
2316,业余,yè yú,5
2317,依然,yī rán,5
2318,一辈子,yī bèi zi,5
2319,一旦,yī dàn,5
2320,一路,yī lù,5
2321,一致,yī zhì,5
2322,遗憾,yí hàn,5
2323,移动,yí dòng,5
2324,移民,yí mín,5
2325,疑问,yí wèn,5
2326,乙,yǐ,5
2327,以及,yǐ jí,5
2328,以来,yǐ lái,5
2329,意外,yì wài,5
2330,意义,yì yì,5
2331,议论,yì lùn,5
2332,义务,yì wù,5
2333,因而,yīn ér,5
2334,因素,yīn sù,5
2335,银,yín,5
2336,英俊,yīng jùn,5
2337,英雄,yīng xióng,5
2338,迎接,yíng jiē,5
2339,营养,yíng yǎng,5
2340,营业,yíng yè,5
2341,影子,yǐng zi,5
2342,硬币,yìng bì,5
2343,硬件,yìng jiàn,5
2344,应付,yìng fu,5
2345,应聘,yìng pìn,5
2346,应用,yìng yòng,5
2347,拥抱,yōng bào,5
2348,拥挤,yōng jǐ,5
2349,勇气,yǒng qì,5
2350,用途,yòng tú,5
2351,优惠,yōu huì,5
2352,优美,yōu měi,5
2353,优势,yōu shì,5
2354,悠久,yōu jiǔ,5
2355,邮局,yóu jú,5
2356,游览,yóu lǎn,5
2357,油炸,yóu zhá,5
2358,犹豫,yóu yù,5
2359,有利,yǒu lì,5
2360,幼儿园,yòu ér yuán,5
2361,娱乐,yú lè,5
2362,与其,yǔ qí,5
2363,语气,yǔ qì,5
2364,宇宙,yǔ zhòu,5
2365,预报,yù bào,5
2366,预订,yù dìng,5
2367,预防,yù fáng,5
2368,玉米,yù mǐ,5
2369,元旦,yuán dàn,5
2370,原料,yuán liào,5
2371,原则,yuán zé,5
2372,缘故,yuán gù,5
2373,愿望,yuàn wàng,5
2374,晕,yūn,5
2375,运气,yùn qi,5
2376,运输,yùn shū,5
2377,运用,yùn yòng,5
2378,灾害,zāi hài,5
2379,再三,zài sān,5
2380,赞成,zàn chéng,5
2381,赞美,zàn měi,5
2382,糟糕,zāo gāo,5
2383,造成,zào chéng,5
2384,则,zé,5
2385,责备,zé bèi,5
2386,摘,zhāi,5
2387,粘贴,zhān tiē,5
2388,展开,zhǎn kāi,5
2389,展览,zhǎn lǎn,5
2390,战争,zhàn zhēng,5
2391,占线,zhàn xiàn,5
2392,涨,zhǎng,5
2393,掌握,zhǎng wò,5
2394,账户,zhàng hù,5
2395,招待,zhāo dài,5
2396,着凉,zháo liáng,5
2397,照常,zhào cháng,5
2398,召开,zhào kāi,5
2399,哲学,zhé xué,5
2400,真理,zhēn lǐ,5
2401,真实,zhēn shí,5
2402,针对,zhēn duì,5
2403,珍惜,zhēn xī,5
2404,诊断,zhěn duàn,5
2405,枕头,zhěn tou,5
2406,阵,zhèn,5
2407,振动,zhèn dòng,5
2408,睁,zhēng,5
2409,争论,zhēng lùn,5
2410,争取,zhēng qǔ,5
2411,征求,zhēng qiú,5
2412,整个,zhěng gè,5
2413,整体,zhěng tǐ,5
2414,正,zhèng,5
2415,政策,zhèng cè,5
2416,政府,zhèng fǔ,5
2417,政治,zhèng zhì,5
2418,证件,zhèng jiàn,5
2419,证据,zhèng jù,5
2420,挣钱,zhèng qián,5
2421,支,zhī,5
2422,支票,zhī piào,5
2423,直,zhí,5
2424,执行,zhí xíng,5
2425,执照,zhí zhào,5
2426,指导,zhǐ dǎo,5
2427,指挥,zhǐ huī,5
2428,制定,zhì dìng,5
2429,制度,zhì dù,5
2430,制作,zhì zuò,5
2431,智慧,zhì huì,5
2432,至今,zhì jīn,5
2433,至于,zhì yú,5
2434,治疗,zhì liáo,5
2435,志愿者,zhì yuàn zhě,5
2436,秩序,zhì xù,5
2437,钟,zhōng,5
2438,中介,zhōng jiè,5
2439,中心,zhōng xīn,5
2440,中旬,zhōng xún,5
2441,重,zhòng,5
2442,重量,zhòng liàng,5
2443,周到,zhōu dao,5
2444,逐步,zhú bù,5
2445,竹子,zhú zi,5
2446,煮,zhǔ,5
2447,主持,zhǔ chí,5
2448,主观,zhǔ guān,5
2449,主人,zhǔ rén,5
2450,主席,zhǔ xí,5
2451,主张,zhǔ zhāng,5
2452,嘱咐,zhǔ fù,5
2453,祝福,zhù fú,5
2454,注册,zhù cè,5
2455,抓紧,zhuā jǐn,5
2456,专家,zhuān jiā,5
2457,专心,zhuān xīn,5
2458,转变,zhuǎn biàn,5
2459,转告,zhuǎn gào,5
2460,装,zhuāng,5
2461,装饰,zhuāng shì,5
2462,状况,zhuàng kuàng,5
2463,状态,zhuàng tài,5
2464,追求,zhuī qiú,5
2465,资格,zī gé,5
2466,资金,zī jīn,5
2467,资料,zī liào,5
2468,资源,zī yuán,5
2469,姿势,zī shì,5
2470,咨询,zī xún,5
2471,紫,zǐ,5
2472,字幕,zì mù,5
2473,自从,zì cóng,5
2474,自动,zì dòng,5
2475,自豪,zì háo,5
2476,自觉,zì jué,5
2477,自私,zì sī,5
2478,自信,zì xìn,5
2479,自由,zì yóu,5
2480,自愿,zì yuàn,5
2481,综合,zōng hé,5
2482,宗教,zōng jiào,5
2483,总裁,zǒng cái,5
2484,总共,zǒng gòng,5
2485,总理,zǒng lǐ,5
2486,总算,zǒng suàn,5
2487,总统,zǒng tǒng,5
2488,总之,zǒng zhī,5
2489,组合,zǔ hé,5
2490,阻止,zǔ zhǐ,5
2491,祖国,zǔ guó,5
2492,祖先,zǔ xiān,5
2493,醉,zuì,5
2494,最初,zuì chū,5
2495,罪犯,zuì fàn,5
2496,尊敬,zūn jìng,5
2497,遵守,zūn shǒu,5
2498,作品,zuò pǐn,5
2499,作为,zuò wéi,5
2500,作文,zuò wén,5
2501,哎哟,āi yō,6
2502,挨,ái,6
2503,癌症,ái zhèng,6
2504,爱不释手,ài bù shì shǒu,6
2505,爱戴,ài dài,6
2506,暧昧,ài mèi,6
2507,安居乐业,ān jū lè yè,6
2508,安宁,ān níng,6
2509,安详,ān xiáng,6
2510,安置,ān zhì,6
2511,暗示,àn shì,6
2512,案件,àn jiàn,6
2513,案例,àn lì,6
2514,按摩,àn mó,6
2515,昂贵,áng guì,6
2516,凹凸,āo tū,6
2517,熬,áo,6
2518,奥秘,ào mì,6
2519,扒,bā,6
2520,疤,bā,6
2521,巴不得,bā bù dé,6
2522,巴结,bā jie,6
2523,拔苗助长,bá miáo zhù zhǎng,6
2524,把关,bǎ guān,6
2525,把手,bǎ shǒu,6
2526,把戏,bǎ xì,6
2527,霸道,bà dào,6
2528,罢工,bà gōng,6
2529,掰,bāi,6
2530,百分点,bǎi fēn diǎn,6
2531,摆脱,bǎi tuō,6
2532,拜访,bài fǎng,6
2533,拜年,bài nián,6
2534,拜托,bài tuō,6
2535,败坏,bài huài,6
2536,颁布,bān bù,6
2537,颁发,bān fā,6
2538,斑纹,bān wén,6
2539,版本,bǎn běn,6
2540,半途而废,bàn tú ér fèi,6
2541,伴侣,bàn lǚ,6
2542,伴随,bàn suí,6
2543,扮演,bàn yǎn,6
2544,绑架,bǎng jià,6
2545,榜样,bǎng yàng,6
2546,磅,bàng,6
2547,包庇,bāo bì,6
2548,包袱,bāo fu,6
2549,包围,bāo wéi,6
2550,包装,bāo zhuāng,6
2551,饱和,bǎo hé,6
2552,饱经沧桑,bǎo jīng cāng sāng,6
2553,保管,bǎo guǎn,6
2554,保密,bǎo mì,6
2555,保姆,bǎo mǔ,6
2556,保守,bǎo shǒu,6
2557,保卫,bǎo wèi,6
2558,保养,bǎo yǎng,6
2559,保障,bǎo zhàng,6
2560,保重,bǎo zhòng,6
2561,抱负,bào fù,6
2562,抱怨,bào yuàn,6
2563,报仇,bào chóu,6
2564,报酬,bào chóu,6
2565,报答,bào dá,6
2566,报到,bào dào,6
2567,报复,bào fù,6
2568,报社,bào shè,6
2569,报销,bào xiāo,6
2570,爆发,bào fā,6
2571,爆炸,bào zhà,6
2572,曝光,bào guāng,6
2573,暴力,bào lì,6
2574,暴露,bào lù,6
2575,悲哀,bēi āi,6
2576,悲惨,bēi cǎn,6
2577,卑鄙,bēi bǐ,6
2578,北极,běi jí,6
2579,被动,bèi dòng,6
2580,被告,bèi gào,6
2581,背叛,bèi pàn,6
2582,背诵,bèi sòng,6
2583,备份,bèi fèn,6
2584,备忘录,bèi wàng lù,6
2585,贝壳,bèi ké,6
2586,奔波,bēn bō,6
2587,奔驰,bēn chí,6
2588,本能,běn néng,6
2589,本钱,běn qián,6
2590,本人,běn rén,6
2591,本身,běn shēn,6
2592,本事,běn shi,6
2593,本着,běn zhe,6
2594,笨拙,bèn zhuō,6
2595,崩溃,bēng kuì,6
2596,甭,béng,6
2597,蹦,bèng,6
2598,迸发,bèng fā,6
2599,逼迫,bī pò,6
2600,鼻涕,bí tì,6
2601,比方,bǐ fang,6
2602,比喻,bǐ yù,6
2603,比重,bǐ zhòng,6
2604,臂,bì,6
2605,弊病,bì bìng,6
2606,弊端,bì duān,6
2607,必定,bì dìng,6
2608,闭塞,bì sè,6
2609,碧玉,bì yù,6
2610,鞭策,biān cè,6
2611,编织,biān zhī,6
2612,边疆,biān jiāng,6
2613,边界,biān jiè,6
2614,边境,biān jìng,6
2615,边缘,biān yuán,6
2616,扁,biǎn,6
2617,贬低,biǎn dī,6
2618,贬义,biǎn yì,6
2619,遍布,biàn bù,6
2620,便利,biàn lì,6
2621,便条,biàn tiáo,6
2622,便于,biàn yú,6
2623,变故,biàn gù,6
2624,变迁,biàn qiān,6
2625,变质,biàn zhì,6
2626,辩护,biàn hù,6
2627,辩解,biàn jiě,6
2628,辩证,biàn zhèng,6
2629,辨认,biàn rèn,6
2630,辫子,biàn zi,6
2631,标本,biāo běn,6
2632,标记,biāo jì,6
2633,标题,biāo tí,6
2634,飙升,biāo shēng,6
2635,表决,biǎo jué,6
2636,表态,biǎo tài,6
2637,表彰,biǎo zhāng,6
2638,憋,biē,6
2639,别墅,bié shù,6
2640,别致,bié zhì,6
2641,别扭,biè niu,6
2642,濒临,bīn lín,6
2643,冰雹,bīng báo,6
2644,并存,bìng cún,6
2645,并非,bìng fēi,6
2646,并列,bìng liè,6
2647,拨打,bō dǎ,6
2648,播放,bō fàng,6
2649,播种,bō zhǒng,6
2650,波浪,bō làng,6
2651,波涛汹涌,bō tāo xiōng yǒng,6
2652,剥削,bō xuē,6
2653,博大精深,bó dà jīng shēn,6
2654,博览会,bó lǎn huì,6
2655,搏斗,bó dòu,6
2656,伯母,bó mǔ,6
2657,薄弱,bó ruò,6
2658,不顾,bù gù,6
2659,不愧,bù kuì,6
2660,不料,bù liào,6
2661,不像话,bù xiàng huà,6
2662,不屑一顾,bù xiè yī gù,6
2663,补偿,bǔ cháng,6
2664,补救,bǔ jiù,6
2665,补贴,bǔ tiē,6
2666,哺乳,bǔ rǔ,6
2667,捕捉,bǔ zhuō,6
2668,不得已,bù dé yǐ,6
2669,不妨,bù fáng,6
2670,不敢当,bù gǎn dāng,6
2671,不禁,bù jīn,6
2672,不堪,bù kān,6
2673,不可思议,bù kě sī yì,6
2674,不时,bù shí,6
2675,不惜,bù xī,6
2676,不相上下,bù xiāng shàng xià,6
2677,不言而喻,bù yán ér yù,6
2678,不由得,bù yóu de,6
2679,不择手段,bù zé shǒu duàn,6
2680,不止,bù zhǐ,6
2681,布告,bù gào,6
2682,布局,bù jú,6
2683,布置,bù zhì,6
2684,步伐,bù fá,6
2685,部署,bù shǔ,6
2686,部位,bù wèi,6
2687,才干,cái gàn,6
2688,财富,cái fù,6
2689,财务,cái wù,6
2690,财政,cái zhèng,6
2691,裁缝,cái féng,6
2692,裁判,cái pàn,6
2693,裁员,cái yuán,6
2694,采购,cǎi gòu,6
2695,采集,cǎi jí,6
2696,采纳,cǎi nà,6
2697,彩票,cǎi piào,6
2698,参谋,cān móu,6
2699,参照,cān zhào,6
2700,残酷,cán kù,6
2701,残留,cán liú,6
2702,残忍,cán rěn,6
2703,灿烂,càn làn,6
2704,舱,cāng,6
2705,苍白,cāng bái,6
2706,仓促,cāng cù,6
2707,仓库,cāng kù,6
2708,操劳,cāo láo,6
2709,操练,cāo liàn,6
2710,操纵,cāo zòng,6
2711,操作,cāo zuò,6
2712,嘈杂,cáo zá,6
2713,草案,cǎo àn,6
2714,草率,cǎo shuài,6
2715,策划,cè huà,6
2716,策略,cè lüè,6
2717,测量,cè liáng,6
2718,侧面,cè miàn,6
2719,层出不穷,céng chū bù qióng,6
2720,层次,céng cì,6
2721,差距,chā jù,6
2722,查获,chá huò,6
2723,岔,chà,6
2724,刹那,chà nà,6
2725,诧异,chà yì,6
2726,柴油,chái yóu,6
2727,搀,chān,6
2728,馋,chán,6
2729,缠绕,chán rào,6
2730,产业,chǎn yè,6
2731,阐述,chǎn shù,6
2732,颤抖,chàn dǒu,6
2733,猖狂,chāng kuáng,6
2734,昌盛,chāng shèng,6
2735,尝试,cháng shì,6
2736,偿还,cháng huán,6
2737,常年,cháng nián,6
2738,常务,cháng wù,6
2739,场合,chǎng hé,6
2740,场面,chǎng miàn,6
2741,场所,chǎng suǒ,6
2742,敞开,chǎng kāi,6
2743,倡导,chàng dǎo,6
2744,倡议,chàng yì,6
2745,畅通,chàng tōng,6
2746,畅销,chàng xiāo,6
2747,超级,chāo jí,6
2748,超越,chāo yuè,6
2749,钞票,chāo piào,6
2750,潮流,cháo liú,6
2751,潮湿,cháo shī,6
2752,嘲笑,cháo xiào,6
2753,撤退,chè tuì,6
2754,撤销,chè xiāo,6
2755,沉淀,chén diàn,6
2756,沉闷,chén mèn,6
2757,沉思,chén sī,6
2758,沉重,chén zhòng,6
2759,沉着,chén zhuó,6
2760,陈旧,chén jiù,6
2761,陈列,chén liè,6
2762,陈述,chén shù,6
2763,称心如意,chèn xīn rú yì,6
2764,称号,chēng hào,6
2765,盛,chéng,6
2766,橙,chéng,6
2767,乘务员,chéng wù yuán,6
2768,承办,chéng bàn,6
2769,承包,chéng bāo,6
2770,承诺,chéng nuò,6
2771,城堡,chéng bǎo,6
2772,成本,chéng běn,6
2773,成交,chéng jiāo,6
2774,成天,chéng tiān,6
2775,成效,chéng xiào,6
2776,成心,chéng xīn,6
2777,成员,chéng yuán,6
2778,惩罚,chéng fá,6
2779,诚挚,chéng zhì,6
2780,澄清,chéng qīng,6
2781,呈现,chéng xiàn,6
2782,秤,chèng,6
2783,吃苦,chī kǔ,6
2784,吃力,chī lì,6
2785,迟缓,chí huǎn,6
2786,迟疑,chí yí,6
2787,持久,chí jiǔ,6
2788,池塘,chí táng,6
2789,赤道,chì dào,6
2790,赤字,chì zì,6
2791,冲动,chōng dòng,6
2792,冲击,chōng jī,6
2793,冲突,chōng tū,6
2794,充当,chōng dāng,6
2795,充沛,chōng pèi,6
2796,充实,chōng shí,6
2797,充足,chōng zú,6
2798,崇拜,chóng bài,6
2799,崇高,chóng gāo,6
2800,崇敬,chóng jìng,6
2801,重叠,chóng dié,6
2802,重阳节,Chóng yáng jié,6
2803,抽空,chōu kòng,6
2804,筹备,chóu bèi,6
2805,踌躇,chóu chú,6
2806,稠密,chóu mì,6
2807,丑恶,chǒu è,6
2808,出路,chū lù,6
2809,出卖,chū mài,6
2810,出身,chū shēn,6
2811,出神,chū shén,6
2812,出息,chū xi,6
2813,出洋相,chū yáng xiàng,6
2814,初步,chū bù,6
2815,储备,chǔ bèi,6
2816,储存,chǔ cún,6
2817,储蓄,chǔ xù,6
2818,处分,chǔ fèn,6
2819,处境,chǔ jìng,6
2820,处置,chǔ zhì,6
2821,触犯,chù fàn,6
2822,穿越,chuān yuè,6
2823,川流不息,chuān liú bù xī,6
2824,船舶,chuán bó,6
2825,传达,chuán dá,6
2826,传单,chuán dān,6
2827,传授,chuán shòu,6
2828,喘气,chuǎn qì,6
2829,串,chuàn,6
2830,床单,chuáng dān,6
2831,创立,chuàng lì,6
2832,创新,chuàng xīn,6
2833,创业,chuàng yè,6
2834,创作,chuàng zuò,6
2835,吹牛,chuī niú,6
2836,吹捧,chuī pěng,6
2837,锤,chuí,6
2838,垂直,chuí zhí,6
2839,纯粹,chún cuì,6
2840,纯洁,chún jié,6
2841,词汇,cí huì,6
2842,慈祥,cí xiáng,6
2843,雌雄,cí xióng,6
2844,刺,cì,6
2845,次品,cì pǐn,6
2846,次序,cì xù,6
2847,伺候,cì hòu,6
2848,丛,cóng,6
2849,从容不迫,cóng róng bù pò,6
2850,凑合,còu he,6
2851,粗鲁,cū lǔ,6
2852,窜,cuàn,6
2853,摧残,cuī cán,6
2854,脆弱,cuì ruò,6
2855,搓,cuō,6
2856,磋商,cuō shāng,6
2857,挫折,cuò zhé,6
2858,搭,dā,6
2859,搭档,dā dàng,6
2860,搭配,dā pèi,6
2861,答辩,dá biàn,6
2862,答复,dá fù,6
2863,达成,dá chéng,6
2864,打包,dǎ bāo,6
2865,打官司,dǎ guān si,6
2866,打击,dǎ jī,6
2867,打架,dǎ jià,6
2868,打量,dǎ liang,6
2869,打猎,dǎ liè,6
2870,打仗,dǎ zhàng,6
2871,大不了,dà bù liǎo,6
2872,大臣,dà chén,6
2873,大伙儿,dà huǒ r,6
2874,大厦,dà shà,6
2875,大肆,dà sì,6
2876,大体,dà tǐ,6
2877,大意,dà yi,6
2878,大致,dà zhì,6
2879,歹徒,dǎi tú,6
2880,带领,dài lǐng,6
2881,代价,dài jià,6
2882,代理,dài lǐ,6
2883,逮捕,dài bǔ,6
2884,怠慢,dài màn,6
2885,担保,dān bǎo,6
2886,胆怯,dǎn qiè,6
2887,淡季,dàn jì,6
2888,淡水,dàn shuǐ,6
2889,蛋白质,dàn bái zhì,6
2890,诞辰,dàn chén,6
2891,诞生,dàn shēng,6
2892,当场,dāng chǎng,6
2893,当初,dāng chū,6
2894,当面,dāng miàn,6
2895,当前,dāng qián,6
2896,当事人,dāng shì rén,6
2897,当务之急,dāng wù zhī jí,6
2898,当心,dāng xīn,6
2899,当选,dāng xuǎn,6
2900,党,dǎng,6
2901,档案,dàng àn,6
2902,档次,dàng cì,6
2903,岛屿,dǎo yǔ,6
2904,倒闭,dǎo bì,6
2905,导弹,dǎo dàn,6
2906,导航,dǎo háng,6
2907,导向,dǎo xiàng,6
2908,捣乱,dǎo luàn,6
2909,稻谷,dào gǔ,6
2910,盗窃,dào qiè,6
2911,得不偿失,dé bù cháng shī,6
2912,得力,dé lì,6
2913,得天独厚,dé tiān dú hòu,6
2914,得罪,dé zuì,6
2915,蹬,dēng,6
2916,灯笼,dēng lóng,6
2917,登陆,dēng lù,6
2918,登录,dēng lù,6
2919,等级,děng jí,6
2920,瞪,dèng,6
2921,堤坝,dī bà,6
2922,敌视,dí shì,6
2923,抵达,dǐ dá,6
2924,抵抗,dǐ kàng,6
2925,抵制,dǐ zhì,6
2926,递增,dì zēng,6
2927,地步,dì bù,6
2928,地势,dì shì,6
2929,地质,dì zhì,6
2930,颠簸,diān bǒ,6
2931,颠倒,diān dǎo,6
2932,点缀,diǎn zhuì,6
2933,典礼,diǎn lǐ,6
2934,典型,diǎn xíng,6
2935,垫,diàn,6
2936,电源,diàn yuán,6
2937,奠定,diàn dìng,6
2938,惦记,diàn jì,6
2939,叼,diāo,6
2940,雕刻,diāo kè,6
2941,雕塑,diāo sù,6
2942,吊,diào,6
2943,调动,diào dòng,6
2944,跌,diē,6
2945,盯,dīng,6
2946,叮嘱,dīng zhǔ,6
2947,定期,dìng qī,6
2948,定义,dìng yì,6
2949,丢人,diū rén,6
2950,丢三落四,diū sān là sì,6
2951,东道主,dōng dào zhǔ,6
2952,东张西望,dōng zhāng xī wàng,6
2953,董事长,dǒng shì zhǎng,6
2954,栋,dòng,6
2955,冻结,dòng jié,6
2956,洞穴,dòng xué,6
