definition_id,pinyin_id,definition_sn,definition_cn,definition_en,definition_img
532312,53231,2,畏惧;惧怕。,fear; dread,
532411,53241,1,"榧子树,常绿乔木,树皮灰绿色,叶子针形,种子有硬壳,两端尖,仁可以吃。木质坚硬,可做建筑材料。","China torreya (Torreya grandis); evergreen tree having greyish-green bark, needle-shaped leaves, hardshelled seeds pointed at both ends and with an edible kernel. Its hard wood can be used as building material.",
532511,53251,1,〈古代arch.〉盛饭用的圆形竹器。,round food container made of bamboo,
532611,53261,1,甜酒。,sweet wine,
532612,53261,2,甘甜的泉水。,sweet spring water,
532711,53271,1,方向相对;逆,towards the opposite direction,
532712,53271,2,(言语)冲突,verbal clash,
532721,53272,1,斜对着墙角的屋架。,prop; roof truss obliquely opposite a corner,
532722,53272,2,支撑柱子或墙壁使免于倾倒的木头。,wooden support; piece of wood that supports a pillar or wall to prevent it from falling over,
532723,53272,3,支撑,prop up; shore up; buttress,
532811,53281,1,惯于用花言巧语谄媚人,given to flattery; smarmy; unctuous,
532812,53281,2,〈书fml.〉有才智,talented; intelligent; wise,
532911,53291,1,"[蛱蝶](jiádié)蝴蝶的一类,成虫赤黄色,幼虫灰黑色,身上有很多刺。有的吃麻类植物的叶子,对农作物有害。","vanessid (Nymphalidae); butterfly whose caterpillar is reddish yellow and whose larva is greyish black with many stings, some feeding on the leaves of hemp, ramie, flax, etc., and therefore being harmful to crops",
533011,53301,1,"鲳鱼,身体短而侧扁,没有腹鳍。生活在海洋中。","butterfish (Stromateidae); silvery pomfret; marine fish with a short, laterally flat body without abdominal fin;",
533111,53311,1,高举。,hold high,
533112,53311,2,同same as‘搴’,qiān,
533211,53321,1,"上下眼睑的接合处,靠近鼻子的叫内眦,靠近两鬓的叫外眦。",canthus; either corner of the eye where the eyelids meet. The canthus close to the nose is called the inner canthus and that close to the temples is the outer canthus;,
533311,53331,1,不凝结、半流动的,half congealed; viscous,
533411,53341,1,〈方dial.〉稻、麦等的秆子,rice or wheat stalk,
533412,53341,2,同same as‘瓤’,ráng,
533511,53351,1,孤单;孤独。,solitary; lonely,
533512,53351,2,忧愁。,worried; woebegone,
533611,53361,1,〈书fml.〉形容没有声音,quiet; still; silent,
533711,53371,1,〈书fml.〉窗户。,window,
533811,53381,1,耻辱。,shame; humiliation,
533812,53381,2,怒骂;辱骂,revile; talk abusively,
533911,53391,1,蝎子一类的有毒的虫,poisonous insects and arachnoids such as scorpion,
534011,53401,1,"[糌粑](zān·bɑ)青稞麦炒熟后磨成的面。吃时用酥油茶或青稞酒拌和,捏成小团。是藏族人的主食。","zanbɑ; staple food for Tibetans, prepared by mixing roasted barley flour with buttered tea or barley wine into small balls",
534111,53411,1,〈书fml.〉石头台阶。,stone steps,
534112,53411,2,(～ㄦ,dèngr,
534211,53421,1,厨房,kitchen,
534212,53421,2,厨师,cook,
534311,53431,1,古代五音之一。相当于简谱的‘5’。,"note of the ancient Chinese five-note scale, corresponding to 5 in numbered musical notation;",
534411,53441,1,〈书fml.〉拍,clap,
534511,53451,1,[苄基](biànjī)苯甲基。,benzyl,
534611,53461,1,一种旧式火器,old-style blunderbuss; shotgun,
534711,53471,1,"〈方dial.〉竹制的捕鱼器具,鱼进去出不来。","bamboo box for catching fish, which allows the fish to swim in but not out",
534811,53481,1,〈书fml.〉田地里的小路。,raised paths between fields,
534911,53491,1,庄稼成熟,(of farm crops) ripe,
534912,53491,2,年;一年,year,
534913,53491,3,熟悉(多指对人,oft. of a person,
535011,53501,1,见see[倥偬],kǒngzǒng,
535111,53511,1,皮肤上长紫斑或白斑的病,any skin disease characterized by purplish or white patches on the skin,
535211,53521,1,"鸟羽的茎状部分,中空透明。","shaft of a feather, which is hollow and transparent; quill",
535212,53521,2,〈书fml.〉指鸟的翅膀,wings (of a bird),
535311,53531,1,失意;不高兴。,depressed; upset; unhappy,
535312,53531,2,迷迷糊糊;不清楚。,vague; hazy,
535321,53532,1,‘惝’(chǎng)的又音。,another pronunciation of 惝 chǎng,
535411,53541,1,〈书fml.〉初次拜见长辈所送的礼物,gift presented to an elder on one's first visit as a mark of esteem,
535511,53551,1,(汁液)浓;味厚,(of liquid) thick; strong,
535611,53561,1,古书上指鹞鹰。,owl (recorded in ancient books),
535711,53571,1,"[醍醐](tíhú)〈古时arch.〉指从牛奶中提炼出来的精华,佛教比喻最高的佛法",cream separated from milk; (fig.) the supreme Buddhist doctrine; ghee (used by Buddhists as a metaphor for the dharma of the Buddha),
535811,53581,1,〈书fml.〉火花;火焰。多用于人名。,"spark; fire; yan, oft. used in a personal name",
535911,53591,1,[颟顸](mān·hān)糊涂而又马虎,muddle-headed and careless,
536011,53601,1,〈书fml.〉给;给以,give; confer,
536111,53611,1,〈叹词interj.〉表示惊异,expressing surprise,
536211,53621,1,〈书fml.〉车轮的辐集中到毂上,"concentrate around one point, as spokes on an axis",
536311,53631,1,锛子。,adze,
536312,53631,2,用锛子削平木料,cut with an adze,
536313,53631,3,〈方dial.〉刃出现缺口,"dent (edge of a knife, etc.)",
536411,53641,1,"软体动物,介壳圆形或心脏形,表面有轮状纹。生活在淡水中或河流入海的地方。",little mussel (Corbicula leana); small clam living in fresh water or places where the rivers flow into the seas; soft-body animal in round shells or heart-shaped shells with wheel patterns on the surface,
536511,53651,1,见see【蚂蟥】,mǎhuáng,
536611,53661,1,年老的男人,old man,
536711,53671,1,"〈助词aux.〉用法跟‘喽’②相似, 语气更轻快些","used in the same way as 喽·lou ②, but with a little more airy effect",
536721,53672,1,[嘞嘞](lē·le)〈方dial.〉唠叨,blabbering; garrulous; chattering,
536811,53681,1,"[跏趺](jiāfū)盘腿而坐,脚背放在股上,是佛教徒的一种坐法。",sit cross-legged with the instep on the thigh (as the Buddhists do when in meditation),
536911,53691,1,〈书fml.〉已故的母亲,deceased mother,
537011,53701,1,〈书fml.〉盛水的瓶子。,water jar,
537111,53711,1,〈方dial.〉田地边上的坡ㄦ。,slope of an edge of a field,
537211,53721,1,〈书fml.〉厕所,latrine; lavatory,
537311,53731,1,谨慎选择,choose or select carefully,
537411,53741,1,"〈书fml.〉排泄粪便,特指排泄小便。","defecate and urinate, esp. urinate",
537511,53751,1,黑色的土壤,black soil; black earth,
537512,53751,2,"酒店里安放酒瓮的土台子,借指酒店",earthen stand for wine jars; wine shop,
537611,53761,1,"〈古代arch.〉用人拉的车,后来多指皇帝、皇后坐的车",human-drawn carriage; (usu. referring to) imperial carriage,
537711,53771,1,"菏泽(Hézé),地名,在山东。","Heze, name of a place in Shandong Province",
537811,53781,1,见see【恣睢】,zìsuī,
537812,53781,2,"睢县,在河南。","Suixian County, in Henan Province",
537813,53781,3,姓。,a surname,
537911,53791,1,[狺狺]〈书fml.〉狗叫的声音,yap; yelp; bark of a dog,
538011,53801,1,〈书fml.〉豆类作物的叶子。,leaves of pulses,
538111,53811,1,刺;扎(多见于早期白话,usu. in early vernacular,
538211,53821,1,〈书fml.〉狡猾,crafty,
538311,53831,1,〈书fml.〉男巫师。,wizard; shaman; necromancer; occultist,
538411,53841,1,"多年生草本植物,形状像芦苇,地下茎蔓延,叶子长形,紫色花穗,生长在水边。茎可以编席箔。","Amur silvergrass (Miscanthus sacchariflorus); reed-like perennial herb with thriving subterranean stems, long leaves and purple flowers, growing in marshland, its stem suitable for making mats",
538511,53851,1,"金属元素,符号In(indium)。银白色,质软。用来制低熔合金、轴承合金、半导体、电光源等。","indium (In); soft, silvery-white metallic element, used for making low-melting alloys, bearing metals, semiconductors, electric light sources, etc.",
538611,53861,1,〈书fml.〉肚子里结块的病。,lump in the abdomen,
538711,53871,1,牲口的饲料,fodder,
538712,53871,2,喂牲口,feed animals,
538811,53881,1,〈书fml.〉睁开眼睛向上看。,look up with eyes wide open,
538911,53891,1,"雌性的(指鸟兽,跟‘牡’相对","of some birds and animals, as opposed to ‘male’",
539011,53901,1,见see【黄檗】,huángbò,
539111,53911,1,〈书fml.〉创伤,wound; trauma,
539211,53921,1,〈书fml.〉闲暇,leisure,
539311,53931,1,〈方dial.〉same as垸子,yuàn·zi,
539411,53941,1,见下。see below,,
539511,53951,1,木结构屋架中顺着前后方向架在柱子上的横木。,tie-beam; girder; one of the horizontal beams balanced on front and rear pillars and supporting the principal rafters in a wooden roof-rack,
539611,53961,1,往;到,go,
539612,53961,2,过去;逝,(of time) pass,
539613,53961,3,开始,begin,
539614,53961,4,同same as‘殂’,cú,
539711,53971,1,‘百’的大写。,"used for the numeral 百bǎi on cheques, etc. to avoid mistakes or alterations",
539811,53981,1,"八卦之一,卦形是,代表风。","one of the Eight Trigrams, with the sign , representing the wind.",
539911,53991,1,浊酒。,wine with dregs; undecanted wine,
539912,53991,2,醇酒。,mellow wine,
540011,54001,1,君主时代称诸侯或大官等的死,(of feudal lords or high officials) die; pass away,
540111,54011,1,补缀,patch up,
540112,54011,2,"和尚穿的衣服,和尚用做自称","kasaya, monk's patchwork vestment; monk's first-person term of address",
540211,54021,1,〈书fml.〉大孔的璧。,"round, flat jade with a big hole in the centre",
540311,54031,1,见see【蛤蚧】(géjiè)。,,
540411,54041,1,〈书fml.〉光明。,bright,
540511,54051,1,〈书fml.〉明显;明白。,clear; evident; obvious; distinct,
540521,54052,1,把蔬菜放在开水里略微一煮就拿出来,scald; cook vegetables by putting in boiling water for a few seconds,
540611,54061,1,〈助词aux.〉相当于‘啊’,[equivalent to 啊ā],
540612,54061,2,〈叹词interj.〉表示赞美,[expressing approval],
540711,54071,1,〈书fml.〉赏赐,grant; bestow; confer,
540811,54081,1,"砬子,多用于地名,如红石砬(在河北)。","mountain crag; oft. used in a place name, such as Hongshila (in Hebei Province)",
540911,54091,1,〈书fml.〉死,die,
541011,54101,1,我国西北地区称顶部浑圆、斜坡较陡的黄土丘陵。,loess hill with relatively steep slopes and rounded crest in northwest China,
541111,54111,1,〈书fml.〉正房对面和两侧的小屋子,small rooms opposite to the main rooms or on the two sides of the main rooms,
541211,54121,1,同same as‘逵’,kuí,
541311,54131,1,"鄄城,地名,在山东。","Juancheng, name of a place in Shandong Province",
541411,54141,1,"节肢动物,身体椭圆形,头胸部和腹部合在一起,有四对脚。种类很多,有的吸植物的汁,对农作物害处很大;有的吸人、畜的血,能传染脑炎、回归热、恙虫病等。","tick (Ixodoidea); arachnid with an elliptic body, four pairs of feet, and its head, thorax, and abdomen overlapping. There are many species:some suck the sap from plants, and are harmful to crops, while others suck the blood of humans or animals, and spread infectious diseases such as cephalitis, relapsing fever, and acariasis.",
541511,54151,1,〈书fml.〉捕鱼的竹器,bamboo trap for fishing,
541611,54161,1,"〈方dial.〉山间的大竹林,泛指树木丛生的山谷。多用于地名,如梅子箐(在云南),杉木箐(在贵州)。","big bamboo forest in mountain valleys; (in a broad sense) wooded valley; usu. used in place names, e.g. 梅子箐 Méizǐqìng (in Yunnan Province), 杉木箐 Shānmùqìng (in Guizhou Province)",
541711,54171,1,"〈古时arch.〉数目名,一万亿。",billion (as in the UK and Germany); thousand billion or trillion (as in the US and France),
541712,54171,2,"秭归(Zǐguī),地名,在湖北。","Zigui, name of a place in Hubei Province",
541811,54181,1,"汜河,水名,在河南。",Sihe River in Henan Province,
541911,54191,1,见see[莨菪](làngdàng)。,,
542011,54201,1,"莒县,在山东。","Juxian County, in Shandong Province",
542111,54211,1,吃饱。,have enough (food); be full,
542112,54211,2,满足。,be satiated,
542211,54221,1,搀杂,mix; mingle,
542311,54231,1,[诜诜]〈书fml.〉形容众多。,myriad; a great number of; multitude,
542411,54241,1,用手拔(草等),"pull up (weeds, etc.)",
542412,54241,2,〈方dial.〉揪,pull; tug; drag,
542511,54251,1,"[葶苈](tínglì)一年生草本植物,叶子卵形或长椭圆形,花小,黄色,总状花序,果实椭圆形。种子入药。","draba (Draba nemorosa); annual herbal plant with ovate or oblong leaves, small, yellow flowers in racemes and elliptical fruits; the seeds are used for Chinese medicine",
542611,54261,1,"鸟,背部褐色,头、颈和腹部白色。性凶猛。在树上或岩石上筑巢,常在水面上飞翔,吃鱼类。","osprey (Pandion haliaetus); fish hawk; sea eagle (Haliaeetus); bird having a brown back, a white head, neck and belly and a ferocious nature, building nests on trees and rocks, oft. flying over water, and feeding on fish;",
542711,54271,1,罪过;过失,fault; transgression,
542712,54271,2,错过(时期)。,miss the deadline; pass the time limit,
542811,54281,1,见see[咖喱](gālí)。,,
542911,54291,1,〈书fml.〉湍急的水。,swift current; rapids,
543011,54301,1,"[狒狒]哺乳动物,身体形状像猴,头部形状像狗,毛灰褐色,四肢粗,尾细长。群居,杂食。多产在非洲。","baboon; African mammal of the genus Papio, with a body like a monkey's, doglike head, brown fur, thick four limbs, and a long and thin tail; live in groups and are omnivorous",
543111,54311,1,同same as‘跗’,fū,
543112,54311,2,碑下的石座,pedestal of stone tablet,
543211,54321,1,见see【芨芨草】,jījīcǎo below,
543311,54331,1,"多年生草本植物,茎直立,高可达7尺,叶子互生,卵圆形或心脏形,花绿色,单性,雌雄同株。茎皮纤维洁白有光泽,拉力和耐热力强,是纺织工业的重要原料。","ramie (Boehmeria nivea); herbaceous monoecious perennial that grows as tall as 7 chi, with oval, alternate leaves, and green unisexual flowers. Its bast fibre is white and lustrous, with a high tensile strength and heat tolerance, and is an important raw material in the textile industry.",
543312,54331,2,这种植物的茎皮纤维。,bast fibre of this plant,
543411,54341,1,〈古代arch.〉宫廷里的女官。,lady-in-waiting; woman attendant in the courts of ancient China,
543511,54351,1,same as鼋鱼,yuányú,
543611,54361,1,漂浮,float; drift,
543612,54361,2,用油炸,deep-fry,
543711,54371,1,〈古代arch.〉指滑稽戏。,comedy,
543712,54371,2,〈书fml.〉诙谐;滑稽,comical; funny,
543811,54381,1,见see【赛璐玢】,sàilùfēn,
543821,54382,1,〈书fml.〉玉名。,a kind of jade,
543911,54391,1,〈书fml.〉桅杆,mast,
544011,54401,1,〈书fml.〉精微;深奥,profound; subtle; abstruse,
544111,54411,1,誊写,transcribe (by hand); copy out,
544211,54421,1,见see【沉湎】,chénmiǎn,
544311,54431,1,〈书fml.〉相信。,believe,
544312,54431,2,〈书fml.〉的确;诚然。,indeed; honestly,
544313,54431,3,"(Chén,也有读also pronouncedShèn的)姓。",a surname,
544411,54441,1,〈书fml.〉鱼卵。,fish roe,
544511,54451,1,"鬲津(Géjīn),水名,发源于河北,流入山东。","Gejin, name of a river originating in Hebei Province and flowing into Shandong Province",
544512,54451,2,"胶鬲(Jiāogé),殷末周初人。","Jiao Ge, a man living in the last years of the Shang Dynasty and the early years of the Zhou Dynasty",
544521,54452,1,"〈古代arch.〉炊具,样子像鼎,足部中空。",ancient cooking tripod with hollow legs,
544611,54461,1,〈书fml.〉用荆条、竹子等编成的篱笆或其他遮拦物,bamboo or twig fence or other barrier,
544711,54471,1,〈书fml.〉打更用的梆子。,watchman's clapper or knocker,
544811,54481,1,〈中医Chin. med.〉指霍乱、中暑等急性病,acute disease such as cholera and sunstroke,
544911,54491,1,〈书fml.〉台阶上面的空地;台阶,level ground that a staircase leads to; landing,
545011,54501,1,同same as‘雅’,yǎ,
545111,54511,1,"车轮的中心部分,有圆孔,可以插轴。",hub with a round hole for the shaft;,
545121,54512,1,[毂辘](gū·lu)同same as‘轱辘’,gū·lu,
545211,54521,1,"[髂骨](qiàgǔ)腰部下面腹部两侧的骨,左右各一,略呈长方形,上缘略呈弓形,下缘与耻骨和坐骨相连而形成髋骨。","ilium; bone growing on either side of the abdomen beneath the waist, slightly oblong in shape, with its upper edge slightly curved, and its lower edge linked with the pubis and the hucklebone to form the hipbone;",
545311,54531,1,〈书fml.〉求。,beseech; plead; petition,
545312,54531,2,"指蕲州(旧州名,州治在今湖北蕲春南)。","Qizhou, old name of a prefecture seated south of present-day Qichun, Hubei Province",
545313,54531,3,姓。,a surname,
545411,54541,1,壁较陡直的锅,deep pot,
545412,54541,2,用煲煮或熬,cook in this kind of pot,
545511,54551,1,〈书fml.〉支住车轮不使旋转的木头,log used to brake the wheels of a vehicle,
545611,54561,1,"哺乳动物,尾短,鼻子突出很长,能自由伸缩,皮厚毛少,前肢四趾,后肢三趾。产于热带地区。","tapir (Tapirus); tropical mammal with a short tail, a long, protruding nose which can stretch out and draw back freely, thick skin with little hair, the forelimbs having four toes and the hind limbs having three toes, living in tropical regions",
545711,54571,1,〈书fml.〉白而发光。,white and luminous,
545811,54581,1,"岘山,山名,在湖北。","Xianshan, name of a mountain in Hubei Province",
545911,54591,1,〈书fml.〉木筏,raft,
545912,54591,2,同same as‘茬’,chá,
546011,54601,1,〈古代arch.〉指挥军队的旗子。,standard of a commander,
546012,54601,2,〈书fml.〉指挥(军队),command (an army),
546111,54611,1,计算,estimate; calculate; reckon,
546112,54611,2,同same as‘资’,zī,
546211,54621,1,见see【杜蘅】,dùhéng,
546311,54631,1,见see【猪猡】,zhūluó,
546411,54641,1,见see【蛋白质】,dànbáizhì,
546511,54651,1,用砖、石等铺地面,"pave; surface a floor with brick, stone, etc.",
546512,54651,2,〈方dial.〉用灰土抹墙,plaster a wall,
546611,54661,1,日落;天黑,(of the sun) set; (of the sky) grow dark,
546612,54661,2,黄昏。,dusk; evening twilight,
546711,54671,1,见下。see below,,
546811,54681,1,割(草)。,mow,
546812,54681,2,除去,weed out; eliminate,
546911,54691,1,封建时代把高级官吏降职并调到边远地方做官,relegate a high official to a minor post in a remote region (as a form of punishment in feudal times); banish; exile,
546912,54691,2,"指神仙受了处罚,降到人间(迷信)",(of immortals) be banished from Heaven,
546913,54691,3,责备;指摘,censure; blame,
547011,54701,1,〈书fml.〉国库里的钱财;公款,state treasury; government money,
547111,54711,1,焚烧,burn,
547112,54711,2,烤,roast; bake,
547211,54721,1,"〈方dial.〉洼地,多用于地名,如大夼、刘家夼、马草夼(都在山东)。","marsh, oft. used in place names, e.g. Dakuang, Liujiakuang, Macaokuang, all in Shandong Province",
547311,54731,1,"鳓鱼,身体侧扁,银白色,头小,鳃孔大,无侧线。生活在海中。","Chinese herring (Ilisha elongata); silver-white sea fish having a laterally flat body without lateral lines, a small head and big gill slit;",
547411,54741,1,见see[葶苈](tínglì)。,,
547511,54751,1,〈书fml.〉天色晚;晚上,late at night,
547611,54761,1,见see【骨骺】,gǔhóu,
547711,54771,1,"颍河,发源于河南,流入安徽。","Yinghe River, originating from Henan Province and flowing through Anhui Province",
547811,54781,1,古代的一种白绢。,fine white silk used in ancient China,
547911,54791,1,"组成八卦的长短横道,‘—’为阳爻,‘--’为阴爻。","lines in the Eight Trigrams, where the solid line represents positive, and the broken line represents negative",
548011,54801,1,见see[鸬鹚],lúcí,
548111,54811,1,见see[醍醐](tíhú)。,,
548211,54821,1,硫酰基与烃基结合而成的有机化合物。,sulphone; class of organic chemical compounds containing sulphur acyl and hydrocarbon radicals,
548311,54831,1,[鼙鼓](pígǔ)〈古代arch.〉军队中用的小鼓,small drum used in the army,
548411,54841,1,〈书fml.〉官吏办事的地方,government office,
548511,54851,1,〈书fml.〉咽下去。,swallow,
548611,54861,1,"岣嵝(Gǒulǒu),山名,就是衡山,在湖南。","Goulou, another name of Mount Hengshan in Hunan Province",
548711,54871,1,"岣嵝(Gǒulǒu),山名,就是衡山,在湖南。","Goulou, another name for Mount Hengshan in Hunan Province",
548811,54881,1,〈书fml.〉用珠子或玉石做的耳环。,earrings made of pearl or jade,
548911,54891,1,〈书fml.〉迎接,welcome; greet,
549011,54901,1,"金属元素,符号Ac(actinium)。有放射性。","actinium (Ac), radioactive metallic element",
549111,54911,1,"[猢狲](húsūn)猕猴的一种,身上有密毛,生活在我国北方山林中。",monkey; a kind of macaque that has bushy chaetae and mostly lives in the mountain forests of north China,
549211,54921,1,〈方dial.〉same as粗,cū,
549311,54931,1,"澧水,水名,在湖南。","Lishui, name of a river in Hunan Province",
549411,54941,1,"砀山(Dàngshān),地名,在安徽。",name of a place in Anhui Province,
549511,54951,1,"[躞蹀](xièdié)
见see【蹀躞】",diéxiè,
549611,54961,1,〈书fml.〉同same as‘贻’,yí,
549711,54971,1,"一年生草本植物,和燕麦极相似,但小穗的花数较多,种子成熟后容易与外壳脱离。生长期短,子实可磨成面供食用。","naked oat (Avena nuda); husk-less oat; annual herb very much similar to oat, with its small ears having more flowers and its seeds liable to fall away from the husks when ripe. Its growth period is short, and its seeds can be milled into flour for food.",
549712,54971,2,这种植物的子实。,seed of this plant,
549811,54981,1,〈书fml.〉山尖而高。,(of mountains) high and pointed,
549821,54982,1,〈书fml.〉山道。,mountain path,
549911,54991,1,"[荇菜](xìngcài)多年生草本植物,叶子略呈圆形,浮在水面,根生在水底,花黄色,蒴果椭圆形。","floatingheart (Nymphoides peltatum); perennial herbaceous plant with slightly orbicular leaves floating on the water, roots growing at the bottom of the water, yellow flowers and elliptical capsules",
550011,55001,1,用武力平定(叛乱),put down; suppress,
550111,55011,1,[袷袢](qiāpàn)维吾尔、塔吉克等民族所穿的对襟长袍。,Uygur or Tajik robe buttoning down the front,
550211,55021,1,"北邙(Běimáng),山名,在河南洛阳。","Beimang, name of a mountain in Luoyang, Henan Province",
550311,55031,1,"〈方dial.〉坝,多用于地名","dam, oft. used in a place name",
550411,55041,1,same as囟门,xìnmén,
550511,55051,1,"高等菌类。生长在树林里或草地上。地下部分叫菌丝,能从土壤里或朽木里吸取养料。地上部分由帽状的菌盖和杆状的菌柄构成,菌盖能产生孢子,是繁殖器官。种类很多,有的可以吃,如香菇,有的有毒,如毒蝇蕈。","gill fungus; higher fungus growing in forests or on grasslands. Its underground part is called mycelium, which can absorb nutrients from the soil or decayed wood, and its above-ground part is comprised of a cap-shaped pileus and bacilliform stipe, with the former being the generative organ producing spores. There are a variety of fungus, some being edible, such as shiitake, while others are poisonous, such as toadstools.",
550611,55061,1,箬竹。,indocalamus,
550612,55061,2,箬竹的叶子。,indocalamus leaf,
550711,55071,1,"又alsoguó
用巴掌打",slap; box; smack,
550721,55072,1,‘掴’(guāi)的又音。,variant pronunciation of 掴 guāi,
550811,55081,1,〈拟声词onom.〉形容迅速动作的声音,noise descriptive of sth. done with a splash,
550821,55082,1,〈书fml.〉皮骨相离的声音,sound of tearing the skin from the bone,
550911,55091,1,[咴ㄦ咴ㄦ](huīrhuīr)〈拟声词onom.〉形容马叫的声音。,(of horse) neigh; whinny,
551011,55101,1,"[罡风](gāngfēng)道家称天空极高处的风,现在有时用来指强烈的风。",(Tao-ism) wind in the empyrean; strong wind;,
551111,55111,1,用锄翻松土地,hoe; loosen soil with a hoe,
551211,55121,1,触着凸起的东西觉得不舒服或受到损伤,(of sth. hard or protruding) press or rub against to cause discomfort or injury,
551221,55122,1,〈书fml.〉山上的大石。,big stone on a mountain,
551311,55131,1,姓。,a surname,
551411,55141,1,same as杌子,wù·zi,
551511,55151,1,"峄山,山名,在山东。","Yishan, name of a mountain in Shandong Province",
551611,55161,1,[倥侗](kōngtóng)〈书fml.〉蒙昧无知。,benighted; unenlightened,
551621,55162,1,(事情)急迫匆忙,of matters pressing; urgent,
551622,55162,2,穷困。,poverty-stricken; go broke,
551711,55171,1,同same as‘叽’,jī,
551811,55181,1,"有机化合物的一类,是芳香族母核的两个氢原子各由一个氧原子所代替而成的化合物。",quinone; class of aromatic compounds,
551911,55191,1,热学上表示物质系统能量状态的一个状态参数。数值等于系统的内能加上压强与体积的乘积。,"enthalpy; total heat; heat content; sensible heat; thermodynamic parameter used to express energy status of the physical system, equivalent to the sum of the internal energy of the system plus the product of pressure and volume;",
552011,55201,1,见see【荏苒】,rěnrǎn,
552111,55211,1,"[哌嗪](pàiqín)药名,有机化合物,化学式NHC?H?NHC?H?。白色结晶,有驱除蛔虫和蛲虫等作用。",piperazine (NHC?H?NHC?H?); crystalline white organic compound used medically as an anthelmintic for bellyworms and pinworms,
552211,55221,1,"落叶小乔木,茎略能爬蔓,叶子掌状分裂,略作心脏形,表面有柔毛,花带绿色,果实球形。生长在四川等地的深山中。","cypress vine (Quamoclit pennata); small deciduous arbour with intertwining stems, roughly heart-shaped palmate leaves with hair on the surface, greenish flowers and spherical fruit, growing in deep mountains in Sichuan and other areas",
552511,55251,1,"盛饮料或其他液体的器具,多为圆柱状或下部略细,一般容积不大。","cup; glass; vessel for alcoholic drinks or other liquids of a small volume, usu. cylindrical or slightly tapered",
553411,55341,1,same as电子计算机,diànzǐ jìsuànjī,
553511,55351,1,"利用无线电波传送物体影像的装置。由发射台把实物的影像变成电能信号传播出去,电视机把收到的信号再变成影像映在荧光屏上。电视除了用在文化娱乐和教育方面外,也广泛地用在其他技术和军事方面。","television; TV; facility for transmitting visual images via radio wave. The launch pad transmits images in electric signals, which are converted back into images on the screen of a television set. Television is used extensively in military and other technologies, as well as for cultural, entertainment and educational purposes.",
553512,55351,2,用上述装置传送的影像,television images,
553611,55361,1,(～ㄦ,diànyǐngr,
553711,55371,1,泛指各种具体的或抽象的事物,thing; stuff; matter,
553712,55371,2,特指人或动物(多含厌恶或喜爱的感情,used to refer to a person or animal in either derogatory or affectionate way,
553721,55372,1,东边和西边。,east and west,
553722,55372,2,从东到西(距离),from east to west,
554011,55401,1,"对人有愧,常用为表示抱歉的套语",I'm sorry; sorry; excuse me; pardon me; I beg your pardon,
554211,55421,1,问数量,how many; how much,
554212,55421,2,表示不定的数量,[expressing an unspecified amount or number],
554221,55422,1,指数量的大小,number; amount,
554222,55422,2,或多或少,somewhat; more or less; to some extent,
554223,55422,3,稍微,a little; slightly,
554311,55431,1,男孩子(对父母而言),(in relation to parents) son,
554511,55451,1,(～ㄦ,fànguǎnr,
554611,55461,1,"飞行的工具,由机翼、机身、发动机等构成。种类很多。广泛用在交通运输、军事、农业、探矿、测量等方面。","aircraft; airplane; aeroplane; plane; structure designed to travel through the air, composed of wings, body, engine, etc., widely used in transportation, military affairs, agriculture, prospecting, surveying, etc.",
554711,55471,1,愉快而兴奋,glad; happy; cheerful,
554712,55471,2,带着愉快的情绪去做某件事;喜欢,be willing to; be happy to,
554911,55491,1,"从事体力或脑力劳动,也泛指机器、工具受人操纵而发挥生产作用","work, referring to manual or mental labour; (in a broad sense) functioning of a machine or tool operated by man; operate",
554912,55491,2,职业,job,
554913,55491,3,业务;任务,work,
555111,55511,1,"汉族的语言,是我国的主要语言。现代汉语的标准语是普通话。","Chinese; language spoken by the Han people, the major language spoken in China. The standard contemporary Chinese language is putonghua;",
555611,55561,1,空间或位置靠后的部分,at the back; in the rear; behind (in space or position),
555612,55561,2,次序靠后的部分;文章或讲话中后于现在所叙述的部分,(in a speech or an article) later (in order),
556211,55621,1,说话时的这一天,this day; today,
556212,55621,2,现在;目前,present time or age; today,
556611,55661,1,看到,catch sight of; see,
556911,55691,1,〈尊称honor.〉传授文化、技术的人。泛指在某方面值得学习的人。,"teacher; one who teaches, esp. one who is hired to teach knowledge or skills; (in a broad sense) one from whom there is much to learn",
557511,55751,1,母亲。,ma; mum; mummy; mother,
557512,55751,2,〈方dial.〉对上年纪的妇女的尊称。,[form of address for an elderly woman],
558011,55801,1,不要紧;不用顾虑。,doesn't matter; don't worry; never mind,
558111,55811,1,用大米或小米做成的饭。特指用大米做成的饭。,cooked rice or cooked millet; more said of cooked rice,
558211,55821,1,今天的下一天。,tomorrow,
558212,55821,2,不远的将来,near future,
558311,55831,1,"一个或几个字,跟姓合在一起,用来代表一个人,区别于别的人",name or given name; one or more than one character combined with a family name to represent a person and distinguish him or her from another,
558312,55831,2,"一个或几个字,用来代表一种事物,区别于别种事物",one or more than one character representing a thing and distinguishing it from other things,
559011,55901,1,女孩子(对父母而言)。,daughter,
559111,55911,1,彼此有交情的人。,friend,
559112,55911,2,指恋爱的对象,boyfriend; girlfriend,
559211,55921,1,好看;美观,sassy; nice-looking; pretty; beautiful,
559212,55921,2,出色,remarkable; brilliant; outstanding; beautiful,
