pinyin_id,hanzi,pinyin
55211,哌,pài
55221,茑,niǎo
55251,杯子,bēizi
55341,电脑,diànnǎo
55351,电视,diànshì
55361,电影,diànyǐng
55371,东西,dōngxi
55372,东西,dōngxī
55401,对不起,duìbuqǐ
55421,多少,duōshao
55422,多少,duōshǎo
55431,儿子,érzi
55451,饭馆,fànguǎn
55461,飞机,fēijī
55471,高兴,gāoxìng
55491,工作,gōngzuò
55511,汉语,hànyǔ
55561,后面,hòumian
55621,今天,jīntiān
55661,看见,kànjiàn
55691,老师,lǎoshī
55751,妈妈,māma
55801,没关系,méiguānxi
55811,米饭,mǐfàn
55821,明天,míngtiān
55831,名字,míngzi
55901,女儿,nǚér
55911,朋友,péngyou
55921,漂亮,piàoliang
55931,苹果,píngguǒ
55961,前面,qiánmian
56011,认识,rènshi
56041,商店,shāngdiàn
56061,上午,shàngwǔ
56091,什么,shénme
56111,时候,shíhou
56151,水果,shuǐguǒ
56161,睡觉,shuìjiào
56171,说话,shuōhuà
56231,天气,tiānqì
56251,同学,tóngxué
56281,我们,wǒmen
56301,喜欢,xǐhuan
56321,下午,xiàwǔ
56331,先生,xiānsheng
56341,现在,xiànzài
56371,小姐,xiǎojiě
56401,谢谢,xièxie
56411,星期,xīngqī
56421,学生,xuésheng
56431,学习,xuéxí
56441,学校,xuéxiào
56461,衣服,yīfu
56471,医生,yīshēng
56481,医院,yīyuàn
56491,椅子,yǐzi
56531,再见,zàijiàn
56541,怎么,zěnme
56551,怎么样,zěnmeyàng
56571,中午,zhōngwǔ
56591,桌子,zhuōzi
56611,昨天,zuótiān
56671,帮助,bāngzhù
56681,报纸,bàozhǐ
56781,大家,dàjiā
56791,但是,dànshì
56831,弟弟,dìdi
56841,第一,dìyī
56861,房间,fángjiān
56871,非常,fēicháng
56881,服务员,fúwùyuán
56901,告诉,gàosu
56902,告诉,gàosù
56911,哥哥,gēge
56931,公共汽车,gōnggòngqìchē
56941,公司,gōngsī
56971,孩子,háizi
57011,欢迎,huānyíng
57031,回答,huídá
57041,机场,jīchǎng
57061,教室,jiàoshì
57071,姐姐,jiějie
57081,介绍,jièshào
57121,觉得,juéde
57131,咖啡,kāfēi
57141,开始,kāishǐ
57151,考试,kǎoshì
57161,可能,kěnéng
57171,可以,kěyǐ
57201,快乐,kuàilè
57251,旅游,lǚyóu
57301,妹妹,mèimei
57321,男人,nánren
57322,男人,nánrén
57341,女人,nǚren
57342,女人,nǚrén
57351,旁边,pángbiān
57361,跑步,pǎobù
57371,便宜,biànyí
57372,便宜,piányi
57391,妻子,qīzǐ
57392,妻子,qīzi
57401,起床,qǐchuáng
57431,去年,qùnián
57451,上班,shàngbān
57461,身体,shēntǐ
57471,生病,shēngbìng
57481,生日,shēngri
57491,时间,shíjiān
57501,事情,shìqing
57511,手表,shǒubiǎo
57521,手机,shǒujī
57541,所以,suǒyǐ
57581,跳舞,tiàowǔ
57621,晚上,wǎnshang
57651,问题,wèntí
57661,西瓜,xīguā
57671,希望,xīwàng
57701,小时,xiǎoshí
57741,休息,xiūxi
57761,颜色,yánshai
57762,颜色,yánsè
57771,眼睛,yǎnjing
57811,已经,yǐjing
57821,一起,yīqǐ
57831,意思,yìsi
57851,因为,yīnwèi
57861,游泳,yóuyǒng
57871,右边,yòubian
57911,运动,yùndong
57912,运动,yùndòng
57931,早上,zǎoshang
57961,丈夫,zhàngfu
57962,丈夫,zhàngfū
58001,正在,zhèngzài
58011,知道,zhīdào
58021,准备,zhǔnbèi
58031,自行车,zìxíngchē
58061,左边,zuǒbian
58071,阿姨,āyí
58101,爱好,àihào
58102,爱好,àihǎo
58111,安静,ānjìng
58161,办法,bànfǎ
58171,办公室,bàngōngshì
58181,帮忙,bāngmáng
58211,北方,běifāng
58231,鼻子,bízi
58241,比较,bǐjiào
58251,比赛,bǐsài
58261,必须,bìxū
58271,变化,biànhuà
58281,表示,biǎoshì
58291,表演,biǎoyǎn
58301,别人,biérén
58302,别人,biéren
58311,宾馆,bīnguǎn
58321,冰箱,bīngxiāng
58341,菜单,càidān
58351,参加,cānjiā
58391,超市,chāoshì
58401,衬衫,chènshān
58411,成绩,chéngjì
58421,城市,chéngshì
58431,迟到,chídào
58441,出现,chūxiàn
58451,除了,chúle
58461,厨房,chúfáng
58481,词语,cíyǔ
58491,聪明,cōngmíng
58501,打扫,dǎsǎo
58511,打算,dǎsuan
58531,担心,dānxīn
58541,蛋糕,dàngāo
58551,当然,dāngrán
58591,地方,dìfāng
58592,地方,dìfang
58601,地铁,dìtiě
58611,地图,dìtú
58621,电梯,diàntī
58631,电子,diànzǐ
58661,动物,dòngwù
58691,锻炼,duànliàn
58701,多么,duōme
58721,而且,érqiě
58731,耳朵,ěrduo
58741,发烧,fāshāo
58751,发现,fāxiàn
58761,方便,fāngbiàn
58781,放心,fàngxīn
58801,附近,fùjìn
58811,复习,fùxí
58821,干净,gānjìng
58841,感冒,gǎnmào
58851,刚才,gāngcái
58861,根据,gēnjù
58891,公园,gōngyuán
58901,故事,gùshì
58902,故事,gùshi
58931,关系,guānxì
58941,关心,guānxīn
58951,关于,guānyú
58961,国家,guójiā
58971,果汁,guǒzhī
58981,过去,guòqù
58991,还是,háishi
59001,害怕,hàipà
59021,黑板,hēibǎn
59031,护照,hùzhào
59051,花园,huāyuán
59081,环境,huánjìng
59111,会议,huìyì
59121,或者,huòzhě
59131,机会,jīhuì
59141,几乎,jīhū
59161,记得,jìde
59171,季节,jìjié
59181,检查,jiǎnchá
59191,简单,jiǎndān
59201,见面,jiànmiàn
59211,健康,jiànkāng
59271,街道,jiēdào
59281,节目,jiémù
59291,节日,jiérì
59301,结婚,jiéhūn
59311,结束,jiéshù
59321,解决,jiějué
59341,经常,jīngcháng
59351,经过,jīngguò
59361,经理,jīnglǐ
59391,举行,jǔxíng
59401,句子,jùzi
59411,决定,juédìng
59431,可爱,kěài
59451,客人,kèrén
59461,空调,kōngtiáo
59491,裤子,kùzi
59501,筷子,kuàizi
59531,离开,líkāi
59541,礼物,lǐwù
59551,历史,lìshǐ
59571,练习,liànxí
59591,了解,liǎojiě
59601,邻居,línjū
59641,马上,mǎshàng
59651,满意,mǎnyì
59661,帽子,màozi
59681,面包,miànbāo
59691,面条,miàntiáo
59701,明白,míngbai
59721,奶奶,nǎinai
59751,难过,nánguò
59761,年级,niánjí
59771,年轻,niánqīng
59791,努力,nǔlì
59801,盘子,pánzi
59821,啤酒,píjiǔ
59831,葡萄,pútáo
59841,普通话,pǔtōnghuà
59861,其实,qíshí
59871,其他,qítā
59881,奇怪,qíguài
59891,铅笔,qiānbǐ
59901,清楚,qīngchu
59921,裙子,qúnzi
59931,然后,ránhòu
59941,热情,rèqíng
59951,认为,rènwéi
59961,认真,rènzhēn
59971,容易,róngyì
59981,如果,rúguǒ
60001,上网,shàngwǎng
60011,生气,shēngqì
60021,声音,shēngyīn
60041,世界,shìjiè
60061,舒服,shūfu
60071,叔叔,shūshu
60091,数学,shùxué
60121,水平,shuǐpíng
60131,司机,sījī
60141,虽然,suīrán
60151,太阳,tàiyáng
60171,特别,tèbié
60191,提高,tígāo
60201,体育,tǐyù
60231,同事,tóngshì
60241,同意,tóngyì
60251,头发,tóufa
60261,突然,tūrán
60271,图书馆,túshūguǎn
60291,完成,wánchéng
60321,忘记,wàngjì
60331,为了,wèile
60341,为什么,wèishénme
60361,文化,wénhuà
60381,习惯,xíguàn
60391,洗手间,xǐshǒujiān
60401,洗澡,xǐzǎo
60431,香蕉,xiāngjiāo
60441,相同,xiāngtóng
60451,相信,xiāngxìn
60471,小心,xiǎoxīn
60481,校长,xiàozhǎng
60501,新闻,xīnwén
60511,新鲜,xīnxiān
60531,兴趣,xìngqù
60541,熊猫,xióngmāo
60551,需要,xūyào
60561,选择,xuǎnzé
60571,眼镜,yǎnjìng
60581,要求,yāoqiú
60591,爷爷,yéye
60601,一定,yīdìng
60611,一共,yīgòng
60621,一样,yīyàng
60631,以后,yǐhòu
60641,以前,yǐqián
60651,以为,yǐwéi
60661,一般,yībān
60671,一边,yībiān
60681,一直,yīzhí
60691,音乐,yīnyuè
60701,银行,yínháng
60711,应该,yīnggāi
60721,影响,yǐngxiǎng
60741,游戏,yóuxì
60751,有名,yǒumíng
60771,愿意,yuànyì
60791,月亮,yuèliang
60821,着急,zháojí
60831,照顾,zhàogù
60841,照片,zhàopiàn
60851,照相机,zhàoxiàngjī
60881,终于,zhōngyú
60891,中间,zhōngjiān
60911,重要,zhòngyào
60921,周末,zhōumò
60931,主要,zhǔyào
60951,注意,zhùyì
60961,字典,zìdiǎn
60971,自己,zìjǐ
60981,最近,zuìjìn
60991,作业,zuòyè
61001,作用,zuòyòng
61011,爱情,àiqíng
61021,安排,ānpái
61031,安全,ānquán
61051,按时,ànshí
61061,按照,ànzhào
61071,包括,bāokuò
61081,保护,bǎohù
61091,保证,bǎozhèng
61111,抱歉,bàoqiàn
61121,报道,bàodào
61131,报名,bàomíng
61151,本来,běnlái
61171,毕业,bìyè
61191,标准,biāozhǔn
61201,表达,biǎodá
61211,表格,biǎogé
61221,表扬,biǎoyáng
61231,饼干,bǐnggān
61241,并且,bìngqiě
61251,博士,bóshì
61261,不但,bùdàn
61271,不过,bùguò
61281,不管,bùguǎn
61291,不仅,bùjǐn
61301,部分,bùfen
61331,材料,cáiliào
61341,参观,cānguān
61351,差不多,chàbuduō
61361,长城,chángchéng
61391,超过,chāoguò
61411,乘坐,chéngzuò
61421,成功,chénggōng
61431,成熟,chéngshú
61441,成为,chéngwéi
61451,诚实,chéngshí
61461,吃惊,chījīng
61471,重新,chóngxīn
61481,出差,chūchāi
61491,出发,chūfā
61501,出生,chūshēng
61511,传真,chuánzhēn
61521,窗户,chuānghu
61531,词典,cídiǎn
61541,从来,cónglái
61551,粗心,cūxīn
61561,答案,dáàn
61571,打扮,dǎban
61581,打扰,dǎrǎo
61591,打印,dǎyìn
61601,打针,dǎzhēn
61611,大概,dàgài
61621,大约,dàyuē
61641,代表,dàibiǎo
61651,代替,dàitì
61661,大夫,dàifu
61662,大夫,dàfū
61681,当地,dāngdì
61691,当时,dāngshí
61692,当时,dàngshí
61711,导游,dǎoyóu
61721,到处,dàochù
61731,到底,dàodǐ
61741,道歉,dàoqiàn
61751,得意,déyì
61791,地球,dìqiú
61801,地址,dìzhǐ
61821,调查,diàochá
61841,动作,dòngzuò
61851,堵车,dǔchē
61861,肚子,dǔzi
61862,肚子,dùzi
61901,对话,duìhuà
61911,对面,duìmiàn
61951,儿童,értóng
61971,发生,fāshēng
61981,发展,fāzhǎn
61991,法律,fǎlǜ
62001,翻译,fānyì
62011,烦恼,fánnǎo
62021,反对,fǎnduì
62031,反映,fǎnyìng
62041,范围,fànwéi
62051,方法,fāngfǎ
62061,方面,fāngmiàn
62071,方向,fāngxiang
62072,方向,fāngxiàng
62081,访问,fǎngwèn
62091,放弃,fàngqì
62111,风景,fēngjǐng
62121,丰富,fēngfù
62131,否则,fǒuzé
62141,符合,fúhé
62161,负责,fùzé
62171,复印,fùyìn
62181,复杂,fùzá
62191,父亲,fùqīn
62201,改变,gǎibiàn
62211,干杯,gānbēi
62221,干燥,gānzào
62231,感动,gǎndòng
62241,感觉,gǎnjué
62251,感情,gǎnqíng
62261,感谢,gǎnxiè
62281,刚刚,gānggāng
62291,高级,gāojí
62301,个子,gèzi
62321,工具,gōngjù
62331,工资,gōngzī
62341,共同,gòngtóng
62361,孤单,gūdān
62371,估计,gūjì
62381,鼓励,gǔlì
62391,鼓掌,gǔzhǎng
62401,顾客,gùkè
62411,故意,gùyì
62431,关键,guānjiàn
62441,观众,guānzhòng
62451,管理,guǎnlǐ
62471,广播,guǎngbō
62481,广告,guǎnggào
62501,规定,guīdìng
62511,国际,guójì
62521,果然,guǒrán
62551,过程,guòchéng
62561,海洋,hǎiyáng
62571,害羞,hàixiū
62581,寒假,hánjià
62601,航班,hángbān
62611,好处,hǎochu
62621,好像,hǎoxiàng
62631,号码,hàomǎ
62641,合格,hégé
62651,合适,héshì
62661,盒子,hézi
62671,猴子,hóuzi
62691,后悔,hòuhuǐ
62701,后来,hòulái
62711,忽然,hūrán
62721,互相,hùxiāng
62731,护士,hùshi
62741,怀疑,huáiyí
62751,回忆,huíyì
62761,活动,huódòng
62771,活泼,huópo
62791,获得,huòdé
62801,基础,jīchǔ
62811,激动,jīdòng
62821,积极,jījí
62831,积累,jīlěi
62841,极其,jíqí
62851,即使,jíshǐ
62861,及时,jíshí
62871,集合,jíhé
62891,继续,jìxù
62901,记者,jìzhě
62911,计划,jìhuà
62921,技术,jìshù
62931,既然,jìrán
62941,家具,jiājù
62951,加班,jiābān
62971,价格,jiàgé
62981,坚持,jiānchí
62991,减肥,jiǎnféi
63001,减少,jiǎnshǎo
63011,将来,jiānglái
63021,奖金,jiǎngjīn
63031,降低,jiàngdī
63051,交流,jiāoliú
63061,交通,jiāotōng
63071,骄傲,jiāoào
63081,饺子,jiǎozi
63091,教授,jiàoshòu
63101,教育,jiàoyù
63111,接受,jiēshòu
63121,节约,jiéyuē
63131,结果,jiēguǒ
63132,结果,jiéguǒ
63141,解释,jiěshì
63151,紧张,jǐnzhāng
63161,尽管,jǐnguǎn
63171,进行,jìnxíng
63181,禁止,jìnzhǐ
63191,精彩,jīngcǎi
63201,精神,jīngshén
63202,精神,jīngshen
63211,经济,jīngjì
63221,经历,jīnglì
63231,经验,jīngyàn
63241,京剧,jīngjù
63251,警察,jǐngchá
63261,竟然,jìngrán
63271,竞争,jìngzhēng
63281,镜子,jìngzi
63291,究竟,jiūjìng
63301,举办,jǔbàn
63311,拒绝,jùjué
63321,距离,jùlí
63331,开玩笑,kāiwánxiào
63341,看法,kànfǎ
63351,考虑,kǎolǜ
63371,科学,kēxué
63381,咳嗽,késou
63391,可怜,kělián
63401,可是,kěshì
63411,可惜,kěxī
63421,肯定,kěndìng
63431,空气,kōngqì
63441,恐怕,kǒngpà
63481,困难,kùnnan
63491,扩大,kuòdà
63521,来不及,láibují
63531,来得及,láidejí
63551,浪费,làngfèi
63561,浪漫,làngmàn
63571,老虎,lǎohǔ
63581,冷静,lěngjìng
63591,礼貌,lǐmào
63601,理发,lǐfà
63611,理解,lǐjiě
63621,理想,lǐxiǎng
63631,厉害,lìhai
63641,力气,lìqi
63651,例如,lìrú
63681,联系,liánxì
63691,凉快,liángkuai
63711,另外,lìngwài
63731,留学,liúxué
63741,流利,liúlì
63751,流行,liúxíng
63771,律师,lǜshī
63781,麻烦,máfan
63791,马虎,mǎhu
63811,毛巾,máojīn
63821,美丽,měilì
63841,密码,mìmǎ
63851,免费,miǎnfèi
63861,民族,mínzú
63871,母亲,mǔqīn
63881,目的,mùdì
63891,耐心,nàixīn
63901,难道,nándào
63911,难受,nánshòu
63931,内容,nèiróng
63941,能力,nénglì
63951,年龄,niánlíng
63961,农村,nóngcūn
63981,暖和,nuǎnhuo
63991,偶尔,ǒuěr
64001,排列,páiliè
64011,判断,pànduàn
64031,批评,pīpíng
64041,皮肤,pífū
64051,脾气,píqi
64081,乒乓球,pīngpāngqiú
64091,平时,píngshí
64101,瓶子,píngzi
64121,普遍,pǔbiàn
64131,其次,qícì
64141,其中,qízhōng
64151,起飞,qǐfēi
64161,起来,qǐlái
64171,气候,qìhòu
64181,千万,qiānwàn
64191,签证,qiānzhèng
64231,巧克力,qiǎokèlì
64241,亲戚,qīnqi
64261,轻松,qīngsōng
64271,情况,qíngkuàng
64281,请假,qǐngjià
64291,请客,qǐngkè
64311,区别,qūbié
64331,全部,quánbù
64341,缺点,quēdiǎn
64351,缺少,quēshǎo
64371,确实,quèshí
64391,然而,ránér
64401,热闹,rènao
64411,人民币,rénmínbì
64421,任何,rènhé
64431,任务,rènwu
64451,仍然,réngrán
64461,日记,rìjì
64471,入口,rùkǒu
64491,散步,sànbù
64501,森林,sēnlín
64511,沙发,shāfā
64521,商量,shāngliáng
64531,伤心,shāngxīn
64541,稍微,shāowēi
64551,社会,shèhuì
64571,申请,shēnqǐng
64581,甚至,shènzhì
64591,生活,shēnghuó
64601,生命,shēngmìng
64631,失败,shībài
64641,失望,shīwàng
64651,师傅,shīfu
64661,湿润,shīrùn
64671,狮子,shīzi
64681,十分,shífēn
64691,实际,shíjì
64701,实在,shízai
64702,实在,shízài
64711,食品,shípǐn
64721,使用,shǐyòng
64741,市场,shìchǎng
64751,世纪,shìjì
64761,适合,shìhé
64771,适应,shìyìng
64791,收入,shōurù
64801,收拾,shōushi
64811,首都,shǒudū
64821,首先,shǒuxiān
64831,售货员,shòuhuòyuán
64851,熟悉,shúxī
64861,数量,shùliàng
64871,数字,shùzì
64891,顺便,shùnbiàn
64901,顺利,shùnlì
64911,顺序,shùnxù
64921,说明,shuōmíng
64931,硕士,shuòshì
64951,速度,sùdù
64981,随便,suíbiàn
64991,孙子,sūnzi
65001,所有,suǒyǒu
65031,态度,tàidu
65091,讨论,tǎolùn
65101,讨厌,tǎoyàn
65111,特点,tèdiǎn
65121,提供,tígōng
65131,提前,tíqián
65141,提醒,tíxǐng
65151,填空,tiánkòng
65161,条件,tiáojiàn
65171,停止,tíngzhǐ
65191,通过,tōngguò
65201,通知,tōngzhī
65211,同情,tóngqíng
65231,推迟,tuīchí
65251,袜子,wàzi
65261,完全,wánquán
65281,往往,wǎngwǎng
65291,网球,wǎngqiú
65301,网站,wǎngzhàn
65311,危险,wēixiǎn
65321,味道,wèidao
65331,温度,wēndù
65341,文章,wénzhāng
65351,握手,wòshǒu
65361,污染,wūrǎn
65381,无聊,wúliáo
65391,无论,wúlùn
65401,误会,wùhuì
65411,西红柿,xīhóngshì
65421,吸引,xīyǐn
65431,洗衣机,xǐyījī
65451,现代,xiàndài
65461,羡慕,xiànmù
65471,限制,xiànzhì
65491,相反,xiāngfǎn
65501,详细,xiángxì
65521,消息,xiāoxi
65531,小说,xiǎoshuō
65541,笑话,xiàohua
65551,效果,xiàoguǒ
65561,心情,xīnqíng
65571,辛苦,xīnkǔ
65581,信任,xìnrèn
65591,信心,xìnxīn
65601,信用卡,xìnyòngkǎ
65611,兴奋,xīngfèn
65641,性别,xìngbié
65651,性格,xìnggé
65661,幸福,xìngfú
65681,许多,xǔduō
65701,压力,yālì
65711,牙膏,yágāo
65741,严格,yángé
65751,严重,yánzhòng
65761,研究生,yánjiūshēng
65771,演出,yǎnchū
65781,演员,yǎnyuán
65791,阳光,yángguāng
65801,样子,yàngzi
65811,邀请,yāoqǐng
65821,钥匙,yàoshi
65831,也许,yěxǔ
65851,叶子,yèzi
65861,一切,yīqiè
65891,意见,yìjiàn
65901,艺术,yìshù
65911,因此,yīncǐ
65921,引起,yǐnqǐ
65931,饮料,yǐnliào
65941,印象,yìnxiàng
65971,勇敢,yǒnggǎn
65981,永远,yǒngyuǎn
65991,优点,yōudiǎn
66001,优秀,yōuxiù
66011,幽默,yōumò
66031,由于,yóuyú
66041,尤其,yóuqí
66051,有趣,yǒuqù
66061,友好,yǒuhǎo
66071,友谊,yǒuyì
66081,愉快,yúkuài
66091,于是,yúshì
66111,语法,yǔfǎ
66121,语言,yǔyán
66131,羽毛球,yǔmáoqiú
66141,预习,yùxí
66161,原来,yuánlái
66171,原谅,yuánliàng
66181,原因,yuányīn
66191,约会,yuēhuì
66201,阅读,yuèdú
66211,允许,yǔnxǔ
66221,杂志,zázhì
66231,咱们,zánmen
66241,暂时,zànshí
66261,责任,zérèn
66271,增加,zēngjiā
66281,增长,zēngzhǎng
66301,招聘,zhāopìn
66311,真正,zhēnzhèng
66321,整理,zhěnglǐ
66331,整齐,zhěngqí
66341,正常,zhèngcháng
66351,正好,zhènghǎo
66361,正确,zhèngquè
66371,正式,zhèngshì
66381,证明,zhèngmíng
66401,支持,zhīchí
66411,知识,zhīshi
66421,直接,zhíjiē
66431,值得,zhídé
66441,职业,zhíyè
66451,植物,zhíwù
66471,只好,zhǐhǎo
66481,只要,zhǐyào
66491,制造,zhìzào
66501,至少,zhìshǎo
66511,质量,zhìliàng
66521,中文,zhōngwén
66531,重点,zhòngdiǎn
66541,重视,zhòngshì
66551,周围,zhōuwéi
66571,逐渐,zhújiàn
66581,主动,zhǔdòng
66591,主意,zhǔyi
66601,祝贺,zhùhè
66611,著名,zhùmíng
66621,专门,zhuānmén
66631,专业,zhuānyè
66661,准确,zhǔnquè
66671,准时,zhǔnshí
66681,仔细,zǐxì
66691,自然,zìrán
66692,自然,zìran
66701,总结,zǒngjié
66721,组织,zǔzhī
66741,最后,zuìhòu
66751,尊重,zūnzhòng
66761,做生意,zuòshēngyi
66781,座位,zuòwèi
66791,作者,zuòzhě
66811,爱护,àihù
66821,爱惜,àixī
66831,爱心,àixīn
66841,安慰,ānwèi
66851,安装,ānzhuāng
66871,把握,bǎwò
66891,班主任,bānzhǔrèn
66901,办理,bànlǐ
66921,傍晚,bàngwǎn
66931,包裹,bāoguǒ
66941,包含,bāohán
66951,包子,bāozi
66971,宝贝,bǎobèi
66981,宝贵,bǎoguì
66991,保持,bǎochí
67001,保存,bǎocún
67011,保留,bǎoliú
67021,保险,bǎoxiǎn
67031,报告,bàogào
67041,悲观,bēiguān
67051,被子,bèizi
67071,背景,bèijǐng
67081,本科,běnkē
67091,本领,běnlǐng
67101,本质,běnzhì
67111,比例,bǐlì
67121,比如,bǐrú
67131,彼此,bǐcǐ
67141,必然,bìrán
67151,必需,bìxū
67161,必要,bìyào
67171,毕竟,bìjìng
67181,避免,bìmiǎn
67191,鞭炮,biānpào
67201,编辑,biānjí
67221,辩论,biànlùn
67231,标点,biāodiǎn
67241,标志,biāozhì
67251,表面,biǎomiàn
67261,表明,biǎomíng
67271,表情,biǎoqíng
67281,表现,biǎoxiàn
67301,病毒,bìngdú
67311,玻璃,bōlí
67321,博物馆,bówùguǎn
67331,脖子,bózi
67341,不必,bùbì
67351,不断,bùduàn
67361,不见得,bùjiàndé
67371,不要紧,bùyàojǐn
67381,补充,bǔchōng
67391,不安,bùān
67401,不得了,bùdéliǎo
67411,不好意思,bùhǎoyìsi
67421,不免,bùmiǎn
67431,不然,bùrán
67441,不如,bùrú
67451,不足,bùzú
67471,步骤,bùzhòu
67481,部门,bùmén
67491,财产,cáichǎn
67511,采访,cǎifǎng
67521,采取,cǎiqǔ
67531,彩虹,cǎihóng
67541,参考,cānkǎo
67551,参与,cānyù
67561,餐厅,cāntīng
67571,残疾,cánjí
67581,惭愧,cánkuì
67591,操场,cāochǎng
67601,操心,cāoxīn
67621,测验,cèyàn
67631,厕所,cèsuǒ
67641,曾经,céngjīng
67661,差别,chābié
67671,叉子,chāzi
67691,产品,chǎnpǐn
67701,产生,chǎnshēng
67711,长途,chángtú
67721,常识,chángshí
67751,朝代,cháodài
67771,吵架,chǎojià
67781,车厢,chēxiāng
67791,彻底,chèdǐ
67801,沉默,chénmò
67831,称呼,chēnghu
67841,称赞,chēngzàn
67861,承担,chéngdān
67871,承认,chéngrèn
67881,承受,chéngshòu
67891,成分,chéngfèn
67901,成果,chéngguǒ
67911,成就,chéngjiù
67921,成立,chénglì
67931,成语,chéngyǔ
67941,成长,chéngzhǎng
67951,程度,chéngdù
67961,程序,chéngxù
67971,诚恳,chéngkěn
67981,吃亏,chīkuī
67991,持续,chíxù
68001,池子,chízi
68011,尺子,chǐzi
68021,翅膀,chìbǎng
68041,充分,chōngfèn
68051,充满,chōngmǎn
68061,重复,chóngfù
68071,宠物,chǒngwù
68081,抽屉,chōuti
68091,抽象,chōuxiàng
68121,出版,chūbǎn
68131,出口,chūkǒu
68141,出色,chūsè
68151,出席,chūxí
68161,初级,chūjí
68181,除非,chúfēi
68191,除夕,chúxī
68201,处理,chǔlǐ
68211,传播,chuánbō
68221,传递,chuándì
68231,传染,chuánrǎn
68241,传说,chuánshuō
68251,传统,chuántǒng
68261,窗帘,chuānglián
68281,创造,chuàngzào
68301,磁带,cídài
68311,辞职,cízhí
68321,此外,cǐwài
68331,刺激,cìjī
68341,次要,cìyào
68351,匆忙,cōngmáng
68361,从此,cóngcǐ
68371,从而,cóngér
68381,从前,cóngqián
68391,从事,cóngshì
68411,促进,cùjìn
68421,促使,cùshǐ
68451,存在,cúnzài
68461,错误,cuòwù
68471,措施,cuòshī
68481,答应,dāying
68491,达到,dádào
68501,打工,dǎgōng
68511,打交道,dǎjiāodao
68521,打听,dǎting
68531,打招呼,dǎzhāohu
68541,大方,dàfang
68542,大方,dàfāng
68551,大型,dàxíng
68571,贷款,dàikuǎn
68581,待遇,dàiyù
68591,担任,dānrèn
68601,单纯,dānchún
68611,单调,dāndiào
68621,单独,dāndú
68631,单位,dānwèi
68641,单元,dānyuán
68651,耽误,dānwu
68661,胆小鬼,dǎnxiǎoguǐ
68681,当代,dāngdài
68711,倒霉,dǎoméi
68721,导演,dǎoyǎn
68731,导致,dǎozhì
68751,到达,dàodá
68761,道德,dàodé
68771,道理,dàoli
68781,登记,dēngjì
68791,等待,děngdài
68801,等候,děnghòu
68811,等于,děngyú
68831,的确,díquè
68841,敌人,dírén
68861,地道,dìdào
68862,地道,dìdao
68871,地理,dìlǐ
68881,地区,dìqū
68891,地毯,dìtǎn
68901,地位,dìwèi
68911,地震,dìzhèn
68921,点头,diǎntóu
68931,点心,diǎnxīn
68932,点心,diǎnxin
68941,电池,diànchí
68951,电台,diàntái
69011,动画片,dònghuàpiàn
69031,豆腐,dòufu
69041,独立,dúlì
69051,独特,dútè
69071,对比,duìbǐ
69081,对待,duìdài
69091,对方,duìfāng
69101,对手,duìshǒu
69111,对象,duìxiàng
69121,对于,duìyú
69151,多亏,duōkuī
69161,多余,duōyú
69171,躲藏,duǒcáng
69181,恶劣,èliè
69191,发表,fābiǎo
69201,发愁,fāchóu
69211,发达,fādá
69221,发抖,fādǒu
69231,发挥,fāhuī
69241,发明,fāmíng
69251,发票,fāpiào
69261,发言,fāyán
69271,罚款,fákuǎn
69281,法院,fǎyuàn
69301,繁荣,fánróng
69311,凡是,fánshì
69321,反而,fǎnér
69331,反复,fǎnfù
69341,反应,fǎnyìng
69351,反正,fǎnzhèng
69371,方案,fāngàn
69381,方式,fāngshì
69391,妨碍,fángài
69401,房东,fángdōng
69411,仿佛,fǎngfú
69421,放松,fàngsōng
69441,肥皂,féizào
69461,废话,fèihuà
69471,费用,fèiyong
69481,分别,fēnbié
69491,分布,fēnbù
69501,分配,fēnpèi
69511,分析,fēnxī
69521,纷纷,fēnfēn
69531,奋斗,fèndòu
69541,愤怒,fènnù
69551,风格,fēnggé
69561,风俗,fēngsú
69571,风险,fēngxiǎn
69581,疯狂,fēngkuáng
69591,讽刺,fěngcì
69601,否定,fǒudìng
69611,否认,fǒurèn
69641,服从,fúcóng
69651,服装,fúzhuāng
69661,辅导,fǔdǎo
69671,复制,fùzhì
69681,妇女,fùnǚ
69691,改革,gǎigé
69701,改进,gǎijìn
69711,改善,gǎishàn
69721,改正,gǎizhèng
69741,概括,gàikuò
69751,概念,gàiniàn
69761,干脆,gāncuì
69771,感激,gǎnjī
69781,感受,gǎnshòu
69791,感想,gǎnxiǎng
69801,赶紧,gǎnjǐn
69811,赶快,gǎnkuài
69821,钢铁,gāngtiě
69831,高档,gāodàng
69841,高速,gāosù
69861,告别,gàobié
69871,胳膊,gēbo
69881,鸽子,gēzi
69891,隔壁,gébì
69901,格外,géwài
69911,革命,gémìng
69921,个别,gèbié
69931,个人,gèrén
69941,个性,gèxìng
69951,各自,gèzì
69971,根本,gēnběn
69981,更加,gèngjiā
69991,公布,gōngbù
70001,公开,gōngkāi
70011,公平,gōngpíng
70021,公寓,gōngyù
70031,公元,gōngyuán
70041,公主,gōngzhǔ
70051,工厂,gōngchǎng
70061,工程师,gōngchéngshī
70071,工人,gōngrén
70081,工业,gōngyè
70091,功夫,gōngfu
70101,功能,gōngnéng
70111,贡献,gòngxiàn
