pinyin_id,hanzi,pinyin
25581,魄,bó
25582,魄,tuò
25583,魄,pò
25591,娟,juān
25601,姊,zǐ
25611,秃,tū
25621,泻,xiè
25631,鹏,péng
25641,蟹,xiè
25651,斌,bīn
25661,灼,zhuó
25671,扛,káng
25672,扛,gāng
25681,镁,měi
25691,瓣,bàn
25701,艘,sōu
25711,捆,kǔn
25721,膏,gào
25722,膏,gāo
25731,苇,wěi
25741,厢,xiāng
25751,妮,nī
25761,蒲,pú
25771,啸,xiào
25781,劈,pǐ
25782,劈,pī
25791,滤,lǜ
25801,葱,cōng
25811,栗,lì
25821,袍,páo
25831,耽,dān
25841,痴,chī
25851,颊,jiá
25861,猿,yuán
25871,沪,hù
25881,怯,qiè
25891,垒,lěi
25901,芭,bā
25911,蔑,miè
25921,絮,xù
25931,咯,kǎ
25932,咯,gē
25933,咯,lo
25934,咯,luò
25941,笛,dí
25951,嘲,zhāo
25952,嘲,cháo
25961,爵,jué
25971,瞒,mán
25981,冀,jì
25991,赐,cì
26001,酿,niàng
26011,烫,tàng
26021,惕,tì
26031,逗,dòu
26041,挪,nuó
26051,吱,zhī
26052,吱,zī
26061,淫,yín
26071,糕,gāo
26081,剿,chāo
26082,剿,jiǎo
26091,拣,jiǎn
26101,琼,qióng
26111,塌,tā
26121,渣,zhā
26131,澄,dèng
26132,澄,chéng
26141,赠,zèng
26151,媚,mèi
26161,荐,jiàn
26171,暑,shǔ
26181,鹤,hè
26191,绅,shēn
26201,讶,yà
26211,凿,záo
26221,烁,shuò
26231,狮,shī
26241,乒,pīng
26251,薛,xuē
26261,侮,wǔ
26271,阎,yán
26281,嗽,sòu
26291,朦,méng
26301,喃,nán
26311,埔,bù
26312,埔,pǔ
26321,蝇,yíng
26331,锣,luó
26341,炒,chǎo
26351,娶,qǔ
26361,棕,zōng
26371,韧,rèn
26381,礁,jiāo
26391,陀,tuó
26401,肆,sì
26411,乖,guāi
26421,禄,lù
26431,骆,luò
26441,驯,xùn
26451,匙,shi
26452,匙,chí
26461,萎,wěi
26471,舶,bó
26481,滔,tāo
26491,卤,lǔ
26501,摹,mó
26511,昔,xī
26521,陋,lòu
26531,雁,yàn
26541,耿,gěng
26551,裳,cháng
26552,裳,shang
26561,崭,zhǎn
26571,妆,zhuāng
26581,勋,xūn
26591,侣,lǚ
26601,闸,zhá
26611,贬,biǎn
26621,痰,tán
26631,喧,xuān
26641,膛,táng
26651,胧,lóng
26661,辫,biàn
26671,烯,xī
26681,丫,yā
26691,铀,yóu
26701,甸,diàn
26711,犁,lí
26721,幢,chuáng
26722,幢,zhuàng
26731,窑,yáo
26741,羡,xiàn
26751,坪,píng
26761,缀,zhuì
26771,坤,kūn
26781,汹,xiōng
26791,柑,gān
26801,淹,yān
26811,杉,shā
26812,杉,shān
26821,棺,guān
26831,怖,bù
26841,腻,nì
26851,薯,shǔ
26861,锈,xiù
26871,魅,mèi
26881,炳,bǐng
26891,洽,qià
26901,诵,sòng
26911,咪,mī
26921,椎,chuí
26922,椎,zhuī
26931,畔,pàn
26941,玫,méi
26951,柿,shì
26961,帜,zhì
26971,桐,tóng
26981,襟,jīn
26991,筷,kuài
27001,帆,fān
27011,唔,wú
27021,匈,xiōng
27031,嵌,kàn
27032,嵌,qiàn
27041,梳,shū
27051,鳞,lín
27061,佣,yòng
27062,佣,yōng
27071,莎,suō
27072,莎,shā
27081,熄,xī
27091,砌,qiè
27092,砌,qì
27101,昧,mèi
27111,噪,zào
27121,簧,huáng
27131,婉,wǎn
27141,毯,tǎn
27151,孵,fū
27161,憾,hàn
27171,谎,huǎng
27181,坠,zhuì
27191,煞,shā
27192,煞,shà
27201,藉,jiè
27202,藉,jí
27211,嗡,wēng
27221,绑,bǎng
27231,妖,yāo
27241,蝴,hú
27251,瑰,guī
27261,揉,róu
27271,苔,tái
27272,苔,tāi
27281,拌,bàn
27291,莹,yíng
27301,昭,zhāo
27311,汰,tài
27321,拂,fú
27331,嗅,xiù
27341,钮,niǔ
27351,鄙,bǐ
27361,撰,zhuàn
27371,盏,zhǎn
27381,烘,hōng
27391,谣,yáo
27401,稣,sū
27411,竿,gān
27421,皖,wǎn
27431,锥,zhuī
27441,烃,tīng
27451,犬,quǎn
27461,喀,kā
27471,皂,zào
27481,蔓,wàn
27482,蔓,mán
27483,蔓,màn
27491,蕊,ruǐ
27501,疮,chuāng
27511,咒,zhòu
27521,僻,pì
27531,炯,jiǒng
27541,寇,kòu
27551,铭,míng
27561,薪,xīn
27571,恍,huǎng
27581,辰,chén
27591,祈,qí
27601,迭,dié
27611,豁,huá
27612,豁,huò
27613,豁,huō
27621,斩,zhǎn
27631,屡,lǚ
27641,啼,tí
27651,椒,jiāo
27661,啡,fēi
27671,稽,qǐ
27672,稽,jī
27681,烤,kǎo
27691,澡,zǎo
27701,籽,zǐ
27711,洼,wā
27721,茨,cí
27731,榴,liú
27741,唾,tuò
27751,巫,wū
27761,乞,qǐ
27771,焊,hàn
27781,杖,zhàng
27791,贱,jiàn
27801,咚,dōng
27811,蜘,zhī
27821,扒,bā
27822,扒,pá
27831,隋,suí
27841,晌,shǎng
27851,暮,mù
27861,涤,dí
27871,茧,jiǎn
27881,拴,shuān
27891,闽,mǐn
27901,叨,dáo
27902,叨,dāo
27903,叨,tāo
27911,伽,jiā
27912,伽,qié
27913,伽,gā
27921,喳,chā
27922,喳,zhā
27931,腕,wàn
27941,斧,fǔ
27951,怔,zhèng
27952,怔,zhēng
27961,咖,gā
27962,咖,kā
27971,啄,zhuó
27981,溯,sù
27991,踱,duó
28001,沦,lún
28011,锄,chú
28021,畸,jī
28031,脓,nóng
28041,疙,gē
28051,炊,chuī
28061,擅,shàn
28071,粤,yuè
28081,虏,lǔ
28091,豹,bào
28101,榨,zhà
28111,棱,lēng
28112,棱,léng
28113,棱,líng
28121,簇,cù
28131,莺,yīng
28141,撇,piě
28142,撇,piē
28151,绎,yì
28161,尉,yù
28162,尉,wèi
28171,柬,jiǎn
28181,涩,sè
28191,乓,pāng
28201,觅,mì
28211,茄,jiā
28212,茄,qié
28221,涯,yá
28231,狩,shòu
28241,憎,zēng
28251,蔚,yù
28252,蔚,wèi
28261,挚,zhì
28271,姥,lǎo
28272,姥,mǔ
28281,袄,ǎo
28291,捡,jiǎn
28301,旷,kuàng
28311,镶,xiāng
28321,碘,diǎn
28331,袜,wà
28341,丸,wán
28351,糙,cāo
28361,鲸,jīng
28371,铵,ǎn
28381,倚,yǐ
28391,矢,shǐ
28401,锌,xīn
28411,褂,guà
28421,牡,mǔ
28431,硕,shuò
28441,憨,hān
28451,淌,tǎng
28461,禾,hé
28471,尹,yǐn
28481,荆,jīng
28491,苟,gǒu
28501,聋,lóng
28511,潇,xiāo
28521,庐,lú
28531,煎,jiān
28541,勿,wù
28551,彬,bīn
28561,醋,cù
28571,梭,suō
28581,秉,bǐng
28591,嗦,suō
28601,掷,zhì
28611,悼,dào
28621,噜,lū
28631,茵,yīn
28641,蓉,róng
28651,矫,jiáo
28652,矫,jiǎo
28661,憋,biē
28671,翘,qiáo
28672,翘,qiào
28681,琢,zhuó
28682,琢,zuó
28691,挠,náo
28701,吭,háng
28702,吭,kēng
28711,兑,duì
28721,蔗,zhè
28731,瑟,sè
28741,痒,yǎng
28751,琐,suǒ
28761,酋,qiú
28771,廖,liào
28781,璋,zhāng
28791,槐,huái
28801,闺,guī
28811,拧,nìng
28812,拧,níng
28813,拧,nǐng
28821,彰,zhāng
28831,菱,líng
28841,呕,ǒu
28851,瘩,dá
28861,筐,kuāng
28871,搂,lōu
28872,搂,lǒu
28881,焚,fén
28891,迄,qì
28901,垮,kuǎ
28911,缕,lǚ
28921,谜,mèi
28922,谜,mí
28931,钥,yào
28932,钥,yuè
28941,嘟,dū
28951,蠢,chǔn
28961,蛤,gé
28962,蛤,há
28971,馈,kuì
28981,咨,zī
28991,敷,fū
29001,缅,miǎn
29011,聂,niè
29021,宠,chǒng
29031,禧,xǐ
29041,沼,zhǎo
29051,巍,wēi
29061,榆,yú
29071,宛,wǎn
29081,绷,bèng
29082,绷,běng
29083,绷,bēng
29091,俞,yú
29101,眶,kuàng
29111,吩,fēn
29121,筛,shāi
29131,菩,pú
29141,钞,chāo
29151,诈,zhà
29161,嗨,hāi
29171,葫,hú
29181,佃,tián
29182,佃,diàn
29191,酱,jiàng
29201,颓,tuí
29211,渺,miǎo
29221,揽,lǎn
29231,躬,gōng
29241,歹,dǎi
29251,焕,huàn
29261,啪,pā
29271,溅,jiàn
29281,栋,dòng
29291,沛,pèi
29301,砚,yàn
29311,霖,lín
29321,囚,qiú
29331,侄,zhí
29341,妃,fēi
29351,氓,máng
29352,氓,méng
29361,狡,jiǎo
29371,瞥,piē
29381,沁,qìn
29391,揣,chuǎi
29392,揣,chuài
29393,揣,chuāi
29401,峭,qiào
29411,樱,yīng
29421,禹,yǔ
29431,岔,chà
29441,暇,xiá
29451,檐,yán
29461,澜,lán
29471,涅,niè
29481,粥,yù
29482,粥,zhōu
29491,馏,liù
29492,馏,liú
29501,嗜,shì
29511,笃,dǔ
29521,麟,lín
29531,铲,chǎn
29541,寅,yín
29551,剔,tī
29561,尧,yáo
29571,扼,è
29581,赣,gàn
29591,稠,chóu
29601,屿,yǔ
29611,胺,àn
29621,帖,tiě
29622,帖,tiè
29623,帖,tiē
29631,堕,duò
29641,亥,hài
29651,揪,jiū
29661,梧,wú
29671,麓,lù
29681,瀑,bào
29682,瀑,pù
29691,窍,qiào
29701,懈,xiè
29711,淤,yū
29721,腮,sāi
29731,腥,xīng
29741,绞,jiǎo
29751,鹃,juān
29761,卒,cù
29762,卒,zú
29771,蕉,qiáo
29772,蕉,jiāo
29781,枫,fēng
29791,脯,pú
29792,脯,fǔ
29801,腑,fǔ
29811,碟,dié
29821,莽,mǎng
29831,毙,bì
29841,婷,tíng
29851,磕,kē
29861,熏,xùn
29862,熏,xūn
29871,酵,jiào
29881,薇,wēi
29891,溴,xiù
29901,弛,chí
29911,挟,xié
29921,棘,jí
29931,秤,chèng
29941,睹,dǔ
29951,庚,gēng
29961,蚓,yǐn
29971,咀,jǔ
29972,咀,zuǐ
29981,绰,chuò
29982,绰,chāo
29991,锰,měng
30001,炽,chì
30011,枉,wǎng
30021,俏,qiào
30031,梗,gěng
30041,祷,dǎo
30051,逛,guàng
30061,茸,róng
30071,葵,kuí
30081,蜀,shǔ
30091,狄,dí
30101,拙,zhuō
30111,鞍,ān
30121,婿,xù
30131,掺,shǎn
30132,掺,càn
30133,掺,chān
30141,钧,jūn
30151,蚯,qiū
30161,圃,pǔ
30171,蛾,é
30172,蛾,yǐ
30181,嚣,o
30182,嚣,xiāo
30191,垃,lā
30201,紊,wěn
30211,酚,fēn
30221,隘,ài
30231,韬,tāo
30241,鲫,jì
30251,笋,sǔn
30261,啃,kěn
30271,叽,jī
30281,鲤,lǐ
30291,惰,duò
30301,嘀,dī
30302,嘀,dí
30311,诬,wū
30321,哮,xiào
30331,羔,gāo
30341,毡,zhān
30351,勺,sháo
30361,狸,lí
30371,娥,é
30381,郡,jùn
30391,瘫,tān
30401,钝,dùn
30411,湍,tuān
30421,趾,zhǐ
30431,跋,bá
30441,靖,jìng
30451,妒,dù
30461,锯,jù
30471,畲,shē
30481,弘,hóng
30491,湛,zhàn
30501,咦,yí
30511,袱,fú
30521,咙,lóng
30531,圾,jī
30541,藩,fān
30551,颅,lú
30561,弼,bì
30571,鲨,shā
30581,嗬,hē
30591,翩,piān
30601,忿,fèn
30611,刨,páo
30612,刨,bào
30621,捂,wú
30622,捂,wǔ
30631,痹,bì
30641,灸,jiǔ
30651,虐,nüè
30661,芙,fú
30671,鹊,què
30681,簿,bù
30691,绢,juàn
30701,戳,chuō
30711,徊,huí
30712,徊,huái
30721,澈,chè
30731,疤,bā
30741,棠,táng
30751,扳,bān
30752,扳,pān
30761,诏,zhào
30771,沧,cāng
30781,蹬,dèng
30782,蹬,dēng
30791,窥,kuī
30801,窖,jiào
30811,疟,nüè
30812,疟,yào
30821,呱,guǎ
30822,呱,guā
30823,呱,gū
30831,湃,pài
30841,淳,chún
30851,眷,juàn
30861,匣,xiá
30871,烙,lào
30872,烙,luò
30881,佑,yòu
30891,慷,kāng
30901,轩,xuān
30911,焉,yān
30921,芸,yún
30931,琳,lín
30941,恺,kǎi
30951,嘶,sī
30961,馒,mán
30971,哆,chǐ
30972,哆,duō
30981,崎,qí
30991,嫉,jí
31001,冥,míng
31011,徘,pái
31021,辜,gū
31031,姬,jī
31041,捎,shāo
31042,捎,shào
31051,绥,suí
31061,窘,jiǒng
31071,诀,jué
31081,龚,gōng
31091,橙,chéng
31101,诧,chà
31111,诡,guǐ
31121,峨,é
31131,逾,yú
31141,裴,péi
31151,椭,tuǒ
31161,嗣,sì
31171,讳,huì
31181,粟,sù
31191,轧,gá
31192,轧,zhá
31193,轧,yà
31201,咏,yǒng
31211,衙,yá
31221,虔,qián
31231,梵,fàn
31241,豚,tún
31251,邢,xíng
31261,梆,bāng
31271,剃,tì
31281,吆,yāo
31291,奢,shē
31301,叩,kòu
31311,拎,līn
31321,芹,qín
31331,瑛,yīng
31341,翰,hàn
31351,邹,zōu
31361,淆,xiáo
31371,厥,jué
31381,缭,liáo
31391,髦,máo
31401,斡,wò
31411,羌,qiāng
31421,磅,páng
31422,磅,bàng
31431,郝,hǎo
31441,芯,xīn
31442,芯,xìn
31451,卉,huì
31461,诫,jiè
31471,驮,tuó
31472,驮,duò
31481,骼,gé
31491,蜕,tuì
31501,崽,zǎi
31511,墩,dūn
31521,迦,jiā
31531,屎,shǐ
31541,陨,yǔn
31551,桦,huà
31561,敛,liǎn
31571,倪,ní
31581,讥,jī
31591,鳃,sāi
31601,氟,fú
31611,祠,cí
31621,晤,wù
31631,趴,pā
31641,瑚,hú
31651,苛,kē
31661,寥,liáo
31671,惭,cán
31681,宵,xiāo
31691,靶,bǎ
31701,倌,guān
31711,砾,lì
31721,厕,cè
31731,肘,zhǒu
31741,眺,tiào
31751,甭,béng
31761,呗,bei
31762,呗,bài
31771,鲍,bào
31781,盔,kuī
31791,镰,lián
31801,拽,zhuài
31802,拽,zhuāi
31811,酝,yùn
31821,怡,yí
31831,菇,gū
31841,搓,cuō
31851,醛,quán
31861,涕,tì
31871,噬,shì
31881,蒜,suàn
31891,囱,cōng
31901,愕,è
31911,孚,fú
31921,壕,háo
31931,鸥,ōu
31941,唠,láo
31942,唠,lào
31951,濒,bīn
31961,渤,bó
31971,撮,zuǒ
31972,撮,cuō
31981,拇,mǔ
31991,琅,láng
32001,呻,shēn
32011,撩,liāo
32012,撩,liáo
32021,桨,jiǎng
32031,佟,tóng
32041,皿,mǐn
32051,嘘,shī
32052,嘘,xū
32061,襄,xiāng
32071,胰,yí
32081,鞠,jū
32091,泓,hóng
32101,蝗,huáng
32111,橱,chú
32121,蝠,fú
32131,伶,líng
32141,倔,juè
32142,倔,jué
32151,酌,zhuó
32161,黯,àn
32171,秸,jiē
32181,圳,zhèn
32191,绚,xuàn
32201,庇,bì
32211,窦,dòu
32221,酯,zhǐ
32231,睦,mù
32241,屉,tì
32251,窒,zhì
32261,兀,wū
32262,兀,wù
32271,樊,fán
32281,庶,shù
32291,妓,jì
32301,戎,róng
32311,岱,dài
32321,滇,diān
32331,侗,tóng
32332,侗,dòng
32333,侗,tǒng
32341,簸,bǒ
32342,簸,bò
32351,迸,bèng
32361,赎,shú
32371,沥,lì
32381,眩,xuàn
32391,雏,chú
32401,凛,lǐn
32411,旭,xù
32421,苑,yuàn
32431,撼,hàn
32441,懊,ào
32451,庵,ān
32461,骇,hài
32471,骡,luó
32481,汝,rǔ
32491,喽,lóu
32492,喽,lou
32501,栅,shān
32502,栅,zhà
32511,挎,kuà
32521,徙,xǐ
32531,邱,qiū
32541,冉,rǎn
32551,蠕,rú
32561,瘾,yǐn
32571,峪,yù
32581,蜻,qīng
32591,茬,chá
32601,篡,cuàn
32611,绊,bàn
32621,亢,háng
32622,亢,kàng
32631,猖,chāng
32641,嚎,háo
32651,荔,lì
32661,廿,niàn
32671,癞,lài
32672,癞,là
32681,萤,yíng
32691,秽,huì
32701,鳄,è
32711,呛,qiàng
32712,呛,qiāng
32721,汞,gǒng
32731,瞄,miáo
32741,攘,rǎng
32751,挛,luán
32761,兢,jīng
32771,啤,pí
32781,陇,lǒng
32791,汲,jí
32801,漉,lù
32811,寝,qǐn
32821,募,mù
32831,贻,yí
32841,黔,qián
32851,遏,è
32861,邯,hán
32871,酥,sū
32881,蝙,biān
32891,阜,fù
32901,婪,lán
32911,氦,hài
32921,狈,bèi
32931,嗒,dā
32932,嗒,tà
32941,缎,duàn
32951,刁,diāo
32961,瞻,zhān
32971,篱,lí
32981,煽,shān
32991,墟,xū
33001,橘,jú
33011,惋,wǎn
33021,舵,duò
33031,埠,bù
33041,尴,gān
33051,尬,gà
33061,岚,lán
33071,肋,lèi
33072,肋,lē
33081,褶,zhě
33091,潺,chán
33101,谕,yù
33111,亨,hēng
33121,蜓,tíng
33131,苷,gān
33141,裔,yì
33151,贿,huì
33161,悍,hàn
33171,蓦,mò
33181,逞,chěng
33191,於,wū
33192,於,yū
33201,迂,yū
33211,谛,dì
33221,邵,shào
33231,陛,bì
33241,嬉,xī
33251,刃,rèn
33261,砧,zhēn
33271,粱,liáng
33281,苞,bāo
33291,猾,huá
33301,揩,kāi
33311,斟,zhēn
33321,坷,kě
33322,坷,kē
33331,酮,tóng
33341,芜,wú
33351,赦,shè
33361,纶,guān
33362,纶,lún
33371,馋,chán
33381,沐,mù
33391,黝,yǒu
33401,擒,qín
33411,捅,tǒng
33421,钛,tài
33431,泵,bèng
33441,哉,zāi
33451,涝,lào
33461,琶,pá
33471,蝉,chán
33481,缆,lǎn
33491,傣,dǎi
33501,缤,bīn
33511,孜,zī
33521,彦,yàn
33531,烹,pēng
33541,怅,chàng
33551,砰,pēng
33561,雍,yōng
33571,虞,yú
33581,嘈,cáo
33591,栓,shuān
33601,胱,guāng
33611,锭,dìng
33621,痉,jìng
33631,卦,guà
33641,磺,huáng
33651,楠,nán
33661,辙,zhé
33671,瓢,piáo
33681,漾,yàng
33691,钊,zhāo
33701,蟆,má
33711,匿,nì
33721,札,zhá
33731,霎,shà
33741,瞩,zhǔ
33751,蘑,mó
33761,跺,duò
33771,螂,láng
33781,溺,niào
33782,溺,nì
33791,疹,zhěn
33801,缫,sāo
33811,臀,tún
33821,捍,hàn
33831,皓,hào
33841,璧,bì
33851,汛,xùn
33861,惫,bèi
33871,嫦,cháng
33881,瑁,mào
33891,瘪,biē
33892,瘪,biě
33901,玳,dài
33911,骏,jùn
33921,伺,sì
33922,伺,cì
33931,峦,luán
33941,疚,jiù
33951,浒,hǔ
33952,浒,xǔ
33961,睬,cǎi
33971,呃,e
33972,呃,è
33981,肴,yáo
33991,惘,wǎng
34001,搀,chān
34011,涧,jiàn
34021,糠,kāng
34031,澎,péng
34032,澎,pēng
34041,囤,dùn
34042,囤,tún
34051,祺,qí
34061,涎,xián
34071,拯,zhěng
34081,殉,xùn
34091,蜒,yán
34101,怠,dài
34111,牟,móu
34112,牟,mù
34121,曳,yè
34131,靳,jìn
34141,凰,huáng
34151,蔼,ǎi
34161,捶,chuí
34171,踌,chóu
34181,鳍,qí
34191,佤,wǎ
34201,鬓,bìn
34211,娴,xián
34221,窿,lóng
34231,戊,wù
34241,躇,chú
34251,厄,è
34261,惚,hū
34271,悯,mǐn
34281,拭,shì
34291,剌,là
34301,鲢,lián
34311,峙,shì
34312,峙,zhì
34321,哒,dā
34331,沌,dùn
34332,沌,zhuàn
34341,抡,lūn
34342,抡,lún
34351,槌,chuí
34361,彝,yí
34371,驭,yù
34381,晦,huì
34391,秆,gǎn
34401,钡,bèi
34411,丞,chéng
34421,瞳,tóng
34431,馨,xīn
34441,靡,mí
34442,靡,mǐ
34451,吠,fèi
34461,邑,yì
34471,殴,ōu
34481,阮,ruǎn
34491,簌,sù
34501,寰,huán
34511,踞,jù
34521,塾,shú
34531,奕,yì
34541,镀,dù
34551,攫,jué
34561,侃,kǎn
34571,琵,pí
34581,褪,tùn
34582,褪,tuì
34591,漓,lí
34601,檀,tán
34611,哧,chī
34621,茹,rú
34631,褥,rù
34641,酰,xiān
34651,毋,wú
34661,桓,huán
34671,栈,zhàn
34681,靴,xuē
34691,删,shān
34701,碉,diāo
34711,墅,shù
34721,螨,mǎn
34731,嗳,ǎi
34732,嗳,ài
34741,驹,jū
34751,碾,niǎn
34761,眸,móu
34771,乍,zhà
34781,撵,niǎn
34791,雹,báo
34801,黛,dài
34811,炫,xuàn
34821,捻,niǎn
34831,沽,gū
34841,啧,zé
34851,痪,huàn
34861,赘,zhuì
34871,唬,xià
34872,唬,hǔ
34881,宦,huàn
34891,憧,chōng
34901,蜗,wō
34911,惦,diàn
34921,噗,pū
34931,舷,xián
34941,悖,bèi
34951,恕,shù
34961,渍,zì
34971,谴,qiǎn
34981,腋,yè
34991,曙,shǔ
35001,忱,chén
35011,肇,zhào
35021,荀,xún
35031,郸,dān
35041,拗,ào
35042,拗,ǎo
35043,拗,niù
35051,翌,yì
35061,睫,jié
35071,鳖,biē
35081,辗,zhǎn
35091,蚌,bèng
35092,蚌,bàng
35101,斐,fěi
35111,幔,màn
35121,酣,hān
35131,隧,suì
35141,厮,sī
35151,锹,qiāo
35161,耦,ǒu
35171,蝎,xiē
35181,朔,shuò
35191,苓,líng
35201,狞,níng
35211,蕃,fán
35212,蕃,fān
35221,邃,suì
35231,蜿,wān
35241,饷,xiǎng
35251,垛,duǒ
35252,垛,duò
35261,伎,jì
35271,迢,tiáo
35281,栩,xǔ
35291,谍,dié
35301,鑫,xīn
35311,瞟,piǎo
35321,詹,zhān
35331,椰,yē
35341,戌,xū
35342,戌,qu
35351,掖,yē
35352,掖,yè
35361,禀,bǐng
35371,孽,niè
35381,鞘,shāo
35382,鞘,qiào
35391,渲,xuàn
35401,篓,lǒu
35411,袅,niǎo
35421,垣,yuán
35431,偎,wēi
35441,抿,mǐn
35451,揍,zòu
35461,岖,qū
35471,矗,chù
35481,萃,cuì
35491,竺,zhú
35501,瀚,hàn
35511,芋,yù
35521,盎,àng
35531,跄,qiàng
35532,跄,qiāng
35541,粕,pò
35551,绽,zhàn
35561,踉,liàng
35562,踉,liáng
35571,俨,yǎn
35581,瘟,wēn
35591,缦,màn
35601,菠,bō
35611,缉,jī
35612,缉,qī
35621,蟀,shuài
35631,晾,liàng
35641,遐,xiá
35651,岑,cén
35661,裘,qiú
35671,汀,tīng
35681,肛,gāng
35691,搔,sāo
35701,嚓,cā
35702,嚓,chā
35711,藓,xiǎn
35721,糯,nuò
35731,咆,páo
35741,瓮,wèng
35751,娄,lóu
35761,攥,zuàn
35771,恬,tián
35781,岐,qí
35791,坯,pī
35801,莓,méi
35811,蘸,zhàn
35821,瑙,nǎo
35831,搪,táng
35841,柚,yóu
35842,柚,yòu
35851,蹭,cèng
35861,犀,xī
35871,炔,quē
35872,炔,guì
35881,珑,lóng
35891,唧,jī
35901,蟋,xī
35911,龈,yín
35921,屹,gē
35922,屹,yì
35931,噶,gá
35941,懦,nuò
35951,犊,dú
35961,臻,zhēn
35971,喔,wō
35981,珞,luò
35991,臆,yì
36001,鹦,yīng
36011,倏,shū
36021,捺,nà
36031,葆,bǎo
36041,懵,měng
36051,嗖,sōu
36061,偕,xié
36071,衅,xìn
36081,笠,lì
36091,侈,chǐ
36101,坍,tān
36111,腆,tiǎn
36121,翡,fěi
36131,叼,diāo
36141,颐,yí
36151,楷,kǎi
36152,楷,jiē
36161,擂,lèi
36162,擂,léi
36171,舔,tiǎn
36181,憬,jǐng
36191,筏,fá
36201,垢,gòu
36211,肮,āng
36221,帚,zhǒu
36231,曝,bào
36232,曝,pù
36241,镍,niè
36251,骥,jì
36261,侠,xiá
36271,嗤,chī
36281,喏,rě
36282,喏,nuò
36291,凋,diāo
36301,舜,shùn
36311,崛,jué
36321,沮,jǔ
36322,沮,jù
36331,壑,hè
36341,箔,bó
36351,臼,jiù
36361,竣,jùn
36371,殆,dài
36381,掐,qiā
36391,穹,qióng
36401,鹉,wǔ
36411,箫,xiāo
36421,鸠,jiū
36431,芥,jiè
36432,芥,gài
36441,燎,liáo
36442,燎,liǎo
36451,榻,tà
36461,蕨,jué
36471,夭,yāo
36481,诣,yì
36491,惺,xīng
36501,霄,xiāo
36511,磊,lěi
36521,炙,zhì
36531,蹑,niè
36541,楂,chá
36542,楂,zhā
36551,琦,qí
36561,僮,zhuàng
36571,祁,qí
36581,鞑,dá
36591,榕,róng
36601,荪,sūn
36611,婢,bì
36621,踊,yǒng
36631,吝,lìn
36641,矜,guān
36642,矜,jīn
36643,矜,qín
36651,娅,yà
36661,祟,suì
36671,娣,dì
36681,跛,bǒ
36691,蛹,yǒng
36701,笙,shēng
36711,赃,zāng
36721,妊,rèn
36731,锢,gù
36741,韫,yùn
36751,荤,hūn
36752,荤,xūn
36761,羁,jī
36771,捋,luō
36772,捋,lǚ
36781,攒,cuán
36782,攒,zǎn
36791,瞿,jù
36792,瞿,qú
36801,饺,jiǎo
36811,腼,miǎn
36821,奚,xī
36831,帷,wéi
36841,蟾,chán
36851,蛀,zhù
36861,抨,pēng
36871,婕,jié
36881,哝,nóng
36891,糜,mí
36892,糜,méi
36901,杈,chā
36902,杈,chà
36911,馍,mó
36921,粼,lín
36931,悻,xìng
36941,槛,kǎn
36942,槛,jiàn
36951,漩,xuán
36961,兮,xī
36971,赁,lìn
36981,炬,jù
36991,蜷,quán
37001,铬,gè
37011,擎,qíng
37021,鼾,hān
37031,髻,jì
37041,樟,zhāng
37051,蛎,lì
37061,伢,yá
37071,仕,shì
37081,佧,kǎ
37091,焘,tāo
37092,焘,dào
37101,槟,bīn
37102,槟,bīng
37111,跤,jiāo
37121,缰,jiāng
37131,悸,jì
37141,佼,jiǎo
37151,姗,shān
37161,曦,xī
37171,隍,huáng
37181,隅,yú
37191,诙,huī
37201,镑,bàng
37211,猕,mí
37221,恃,shì
37231,妩,wǔ
37241,匾,biǎn
37251,蜥,xī
37261,迥,jiǒng
37271,娓,wěi
37281,锚,máo
37291,淞,sōng
37301,琪,qí
37311,胥,xū
37321,痢,lì
37331,癖,pǐ
37341,芍,sháo
37351,渝,yú
37361,骋,chěng
37371,螳,táng
37381,阑,lán
37391,梓,zǐ
37401,螃,páng
37411,娠,shēn
37421,瘠,jí
37431,辘,lù
37441,箕,jī
37451,忏,chàn
37461,搐,chù
37471,妾,qiè
37481,汐,xī
37491,篆,zhuàn
37501,撂,liào
37511,哽,gěng
37521,甥,shēng
37531,咄,duō
37541,豌,wān
37551,铮,zhèng
37552,铮,zhēng
37561,拄,zhǔ
37571,粽,zòng
37581,纫,rèn
37591,渭,wèi
37601,褒,bāo
37611,耙,pá
37612,耙,bà
37621,翕,xī
37631,沓,dá
37632,沓,tà
37641,汕,shàn
37651,掰,bāi
37661,甄,zhēn
37671,睿,ruì
37681,嵩,sōng
37691,憔,qiáo
37701,巅,diān
37711,驿,yì
37721,箩,luó
37731,悴,cuì
37741,膈,gè
37742,膈,gé
37751,忖,cǔn
37761,忡,chōng
37771,霓,ní
37781,瞌,kē
37791,镐,gǎo
37792,镐,hào
37801,琉,liú
37811,瑾,jǐn
37821,钴,gǔ
37831,桅,wéi
37841,萼,è
37851,媛,yuàn
37852,媛,yuán
37861,吮,shǔn
37871,篙,gāo
37881,篝,gōu
37891,锵,qiāng
37901,踵,zhǒng
37911,祛,qū
37921,奄,yǎn
37931,丐,gài
37941,臧,zāng
37951,耷,dā
37961,浏,liú
37971,毗,pí
37981,磋,cuō
37991,擞,sǒu
37992,擞,sòu
38001,纂,zuǎn
38011,叱,chì
38021,淙,cóng
38031,彗,huì
38041,钨,wū
38051,蹙,cù
