rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
50225,1,套语,tàoyǔ,,,名,套话①②,
50340,1,坯子,pīzi,,,名,坯①,砖坯子
50340,2,坯子,pīzi,,,名,坯③,印章坯子｜钢印坯子
50399,2,松松垮垮,sōngsōng-kuǎkuǎ,,,形,松懈①,这个人干事一向松松垮垮。
50411,1,小解,xiǎojiě,,,动,小便①,
50537,1,映山红,yìngshānhóng,,,名,杜鹃②,
50838,1,吞服,tūnfú,,,动,吞①（多指服药）,温开水吞服
50896,1,多一半,duōyībàn,,,数,多半①,
50942,2,脚力,jiǎolì,,,名,脚夫①,
51008,1,蒿草,hāocǎo,,,名,蒿①；泛指杂草,田园荒芜，蒿草丛生。
51071,1,落英,luòyīng,,,名,落花①,餐秋菊之落英｜风雨过后，满地落英。
51130,1,罩子,zhàozi,,,名,罩②,玻璃罩子｜拿罩子罩上
51176,1,闲言碎语,xiányán-suìyǔ,,,,闲话③,
51365,1,偶或,ǒuhuò,,,副,偶尔①,
51378,2,法场,fǎchǎng,,,名,道场①,
51653,1,清库,qīngkù,,,动,清仓①,年终清库核对
51826,1,弦子,xiánzi,,,名,弦②,
51970,1,枝杈,zhīchà,,,名,枝①,春分一过，树木的枝杈上就显出淡淡的绿意。
52212,2,雕凿,diāozáo,,,动,雕琢②,行文过于雕凿
52295,1,轻软,qīngruǎn,,,形,轻柔①,
52474,1,羔子,gāozi,,,名,羔②,羊羔子｜鹿羔子
52559,3,吊带,diàodài,,,名,背带①,
52612,2,鼓词,gǔcí,,,名,大鼓②；也指大鼓书的唱词,
52732,1,点种,diǎnzhòng,,,动,点播①,
52838,1,残生,cánshēng,,,名,残年①（含悲凉的意味）,夫妻相依为命，共度残生。
52924,1,风致,fēngzhì,,,名,风韵②,风致洒脱
52950,1,正极,zhèngjí,,,名,阳极②,
53226,1,编列,biānliè,,,动,编排①,编列成集｜生产流程已编列完毕，马上试运转。
53242,1,膀臂,bǎngbì,,,名,臂膀①,
53278,1,后步,hòubù,,,名,后路②,给自己留点儿后步。
53350,2,利齿,lìchǐ,,,名,利口①,
53400,1,投枪,tóuqiāng,,,名,标枪①,
53458,1,鼓书,gǔshū,,,名,大鼓②,
53565,1,画匠,huàjiàng,,,名,画工①,
53840,2,浸渍,jìnzì,,,动,浸染②,
53978,1,纳贡,nàgòng,,,动,进贡①,
54182,1,稀巴烂,xībālàn,,,形,稀烂②,
54438,2,报账,bàozhàng,,,动,报销①,
54553,2,吞灭,tūnmiè,,,动,吞没②,夜幕吞灭了远近的山峦。
54561,1,发神经,fāshénjīng,,,,发疯②,
54652,1,本册,běncè,,,名,本⑦,
54707,1,灶火,zàohuǒ,,,名,灶①,
54824,2,套曲,tàoqǔ,,,名,套数①,
54828,2,缝线,féngxiàn,,,名,缝合线①,伤口愈合后尚留有缝线痕迹。
54856,1,岗子,gǎngzi,,,名,岗①,黄土岗子上全是树。
54856,2,岗子,gǎngzi,,,名,岗②,路面上有不少高低不平的岗子。
