rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
45158,1,咂嘴,zāzuǐ,,,动,咂③,观看儿童杂技表演，不时有人咂嘴赞叹。
45369,1,吞吃,tūnchī,,,动,吞①,蛇吞吃老鼠
45369,2,吞吃,tūnchī,,,动,吞没①,吞吃粮款
45540,1,纬线,wěixiàn,,,名,纬①（跟“经线”①相区别）,
45540,2,纬线,wěixiàn,,,名,纬③（跟“经线”②相区别）,
45598,1,腻味,nìwei,,,形,腻烦①,
45638,2,卡子,qiǎzi,,,名,卡（qiǎ）③,
45828,1,小产,xiǎochǎn,,,动,流产①,
46219,1,成服,chéngfú,,,名,成衣②,
46221,1,密告,mìgào,,,动,密报①,密告有关部门
46411,1,绝然,juérán,,,副,绝对③,两者绝然不同
46984,1,渣子,zhāzi,,,名,渣②,玻璃渣子
47242,1,活结,huójié,,,名,一下就能解开的结子（跟“死结”①相区别）,
47328,3,暖房,nuǎnfáng,,,名,温室①,暖房里种的菜，价格要高些。
47363,1,莲蓬,liánpeng,,,名,莲房①,
47420,1,知交,zhījiāo,,,名,知己②,
47452,1,指印,zhǐyìn,,,名,指纹②,
47480,1,凌迟,língchí,,,动,剐①,
47582,1,龙门阵,lóngménzhèn,,,名,闲话②；故事（常跟“摆”连用）,家乡的龙门阵摆不完｜科幻龙门阵
47632,1,挂账,guàzhàng,,,动,赊账①,
47662,1,洋流,yángliú,,,名,海流①,
47708,2,数说,shǔshuō,,,动,数落①,
47724,1,回文,huíwén,,,名,回环③,
47812,1,汗液,hànyè,,,名,汗①,分泌汗液
47926,1,扒皮,bāpí,,,动,剥（bāo）皮①,扒皮剜心｜扒下一层皮
48073,1,行政拘留,xíngzhèng jūliú,,,,拘留②,
48203,2,插口,chākǒu,,,动,插话①,
48229,1,豁口,huōkǒu,,,名,缺口①,城墙豁口
48292,1,经线,jīngxiàn,,,名,经①（跟“纬线”①相区别）,
48292,2,经线,jīngxiàn,,,名,经⑫（跟“纬线”②相区别）,
48306,2,前奏曲,qiánzòuqǔ,,,名,前奏②,
48848,2,乌金,wūjīn,,,名,中医指墨1①,
48876,2,真确,zhēnquè,,,形,真切①,看得真确
48981,1,扎眼,zhāyǎn,,,形,刺眼②；过于惹人注目（多含贬义）,她的穿着太扎眼了。
49007,1,正途,zhèngtú,,,名,正路②,
49409,1,果核,guǒhé,,,名,核1①。,
49577,2,支应,zhīyìng,,,动,应付①②,你们走吧，有事我支应｜支应差事
49654,2,频度,píndù,,,名,频率②,
49737,2,四不像,sìbùxiàng,,,名,驯鹿①的俗称,
49848,2,偏巧,piānqiǎo,,,副,偏偏②,我去向他辞行，偏巧他出去了。
49890,1,脚丫子,jiǎoyāzi,,,名,脚①,
49921,1,合家欢,héjiāhuān,,,名,全家福①,
49927,2,拖带,tuōdài,,,动,拖⑤,
49950,1,抄近儿,chāojìnr,,,动,抄道①,
49960,2,概略,gàilüè,,,形,大概②,概略叙述
