rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
35179,3,水平线,shuǐpíngxiàn,,,名,水平②,
35578,1,魂灵,húnlíng,,,名,灵魂①,
35789,2,傻气,shǎqì,,,名,傻劲儿①,
35869,1,丑角,chǒujué,,,名,丑2④,
35884,1,腰肢,yāozhī,,,名,腰身①②,腰肢纤弱｜腰肢婀娜
35985,2,留驻,liúzhù,,,动,留存②,留驻青春容光
36138,1,死讯,sǐxùn,,,名,死信①,
36171,1,雄居,xióngjū,,,动,雄踞②,
36240,2,小月,xiǎoyuè,,,动,流产①,
36353,2,太阴,tàiyīn,,,名,太岁①的别称,
36710,2,进账,jìnzhàng,,,动,收入①,
36710,3,进账,jìnzhàng,,,名,进项；收入②,他每月的进账都很多。
36918,1,石匠,shíjiang,,,名,石工②,
37001,1,拉面,lāmiàn,,,名,抻面②,
37160,1,古筝,gǔzhēng,,,名,筝①,
37233,3,贞操,zhēncāo,,,,见贞2②,
37255,1,前兆,qiánzhào,,,名,预兆②,月晕是刮风的前兆｜及时提供地质灾害前兆信息
37379,2,破落,pòluò,,,形,破败①,破落的旧宅
37479,1,第一把手,dì-yībǎshǒu,,,,一把手③,
37632,1,绰约,chuòyuē,,,形,绰③,丰姿绰约｜绰约多姿
37727,1,老茧,lǎojiǎn,,,名,茧子②,
37954,1,掰开,bāikāi,,,动,掰①,掰开看看｜掰得开｜掰不开
38139,1,芋头,yùtou,,,名,芋①的通称,
38146,1,滴答,dīda,,,动,滴①,水龙头关不严，老滴答水。
38248,1,幕布,mùbù,,,名,幕③,
38279,2,高矮,gāo'ǎi,,,名,高度①,
38280,1,押韵,yāyùn,,,动,押2①,诗歌通常都要求押韵。
38288,1,品茗,pǐnmíng,,,动,品茶①,
38448,1,按键,ànjiàn,,,名,键③,
38569,1,场院,chángyuàn,,,名,场（cháng）①,
38652,2,萌动,méngdòng,,,动,萌发②,
38680,1,捎带,shāodài,,,动,附带①,回家捎带着买些菜回来。
38680,2,捎带,shāodài,,,副,附带②,捎带说明一下
38917,1,黄包车,huángbāochē,,,名,人力车②,
39042,1,一多半,yīduōbàn,,,数,多半①,稿子已抄了一多半，快完了｜我们班一多半是男生。
39428,1,勉力,miǎnlì,,,动,努力①,勉力进取｜勉力而为
39534,2,陈说,chénshuō,,,名,陈言①,
39555,2,斋戒,zhāijiè,,,动,封斋①,
39643,1,电影片,diànyǐngpiàn,,,名,拷贝②,
39723,1,子爵,zǐjué,,,名,子1④,
40000,1,欠账,qiànzhàng,,,动,欠债①,
40000,2,欠账,qiànzhàng,,,名,欠债②,
