rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
20150,2,重生,chóngshēng,,,动,再生②,
20313,3,红线,hóngxiàn,,,名,底线②；警戒线③,法律是不可逾越的红线｜划定煤炭安全生产的红线。
20467,1,云彩,yúncai,,,名,云2①,太阳钻进了云彩里
20475,1,中国工农红军,zhōngguó gōngnóng hóngjūn,,,,红军①,
20486,1,爪子,zhuǎzi,,,名,“爪（zhǎo）”①,鸡爪子｜狗爪子
20945,1,醉酒,zuìjiǔ,,,动,醉①,
20963,1,叫唤,jiàohuan,,,动,叫①,
20963,2,叫唤,jiàohuan,,,动,叫②,
21079,1,伤风,shāngfēng,,,名,感冒①,
21079,2,伤风,shāngfēng,,,动,感冒②,
21095,1,脑汁,nǎozhī,,,名,脑筋①。常跟“绞尽”连用，表示动一切脑筋,绞尽脑汁也想不出一个好办法。
21138,1,污秽,wūhuì,,,形,肮脏①,污秽不堪
21189,1,今朝,jīnzhāo,,,名,今天①,今朝大雾弥漫
21189,2,今朝,jīnzhāo,,,名,今天②,看今朝，举国上下一片欢腾。
21266,1,蓄积,xùjī,,,动,积蓄①,把零散的钱蓄积起来。
21532,1,骨子,gǔzi,,,名,骨④,扇骨子
21640,1,台子,táizi,,,名,台1①,
21640,2,台子,táizi,,,名,台1③,
21643,1,侯爵,hóujué,,,名,侯①,
21645,1,希冀,xījì,,,动,希望①,回忆着华年的旧梦，希冀着来日的荣光。
21747,1,棒子,bàngzi,,,名,棒①,
21780,1,发狂,fākuáng,,,动,发疯②,高兴得要发狂了
21829,1,施舍,shīshě,,,动,施②,施舍斋饭
22031,1,遮蔽,zhēbì,,,动,遮②,前楼遮蔽了后楼的阳光。
22143,2,刀刃,dāorèn,,,名,刀口③,
22159,1,咒语,zhòuyǔ,,,名,咒③,
22221,1,鬼魂,guǐhún,,,名,鬼①,
22483,1,客观世界,kèguān shìjiè,,,,客观①,
22566,1,号叫,háojiào,,,动,号（háo）①,痛哭号叫
22597,1,床铺,chuángpù,,,名,床①,
22727,1,押解,yājiè,,,动,押送②,押解犯人
22756,1,枪决,qiāngjué,,,动,枪毙①,执行枪决
22871,1,盖子,gàizi,,,名,盖1①,掀开发动机盖子进行检修
23083,1,锄头,chútou,,,名,锄①,
23092,1,时世,shíshì,,,名,时代①,
23260,1,结结巴巴,jiējie-bābā,,,形,结巴①,他说话老那么结结巴巴，让人听起来很费劲。
23309,1,门道,méndào,,,名,过道②,
23309,2,门道,méndao,,,名,门路①；窍门,发财的门道
23664,1,不啻,bùchì,,,动,不止②（含强调意味）,这项工程所需费用不啻百万!
23667,1,水塘,shuǐtáng,,,名,水池①,
23706,1,前奏,qiánzòu,,,名,前奏曲①,
24025,1,刑事拘留,xíngshì jūliú,,,,拘留①。简称刑拘,
24080,1,跑动,pǎodòng,,,动,跑①,
24161,1,甚或,shènhuò,,,连,甚至②③,
24183,2,结余,jiéyú,,,名,结存②,略有结余｜财政结余
24213,2,米面,mǐmiàn,,,名,米粉①,米面发糕
24304,1,边沿,biānyán,,,名,边①,广场边沿
24471,2,胡言,húyán,,,名,胡话②,一派胡言，没有一句正经话。
24608,1,巡游,xúnyóu,,,动,漫游②,巡游名山大川
24645,2,钟点,zhōngdiǎn,,,名,小时②,
24672,1,不特,bùtè,,,副,不仅①,知此机密者，恐不特李君一人。
24680,3,攀高,pāngāo,,,动,攀升②,销售量不断攀高
24685,2,填充,tiánchōng,,,动,填空②,名言名句填充
