rank,sn,cihui,ref_cihui,ref_sn
85039,1,削肩,肩膀,①  
85176,1,贼星,流星,①  
86761,1,红模子,描红,②  
89426,1,剽掠,剽,①  
89568,1,包袱皮儿,包袱,①
