rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
65307,1,瓤子,rángzi,,,名,瓤①,
65307,2,瓤子,rángzi,,,名,瓤②,
65539,1,锉刀,cuòdāo,,,名,锉①,
65653,1,芙蕖,fúqú,,,名,莲①,
65755,2,挂花,guàhuā,,,动,挂彩②,
65777,1,耳孔,ěrkǒng,,,名,耳朵眼儿①,
65998,1,拖斗,tuōdǒu,,,名,拖车①（常指小型、无棚的）,
66106,3,拨子,bōzi,,,,量拨④,那拨子人离开这里有两天了。
66132,1,咂舌,zāshé,,,动,咂③,价钱贵得令人咂舌。
66327,1,国防绿,guófánglǜ,,,形,军绿①,
66327,2,国防绿,guófánglǜ,,,名,军绿②,
66749,1,当中间儿,dāngzhōngjiànr,,,名,当中①,
66988,2,欢闹,huānnào,,,形,喧闹①,欢闹的说话声、喇叭声交织在一起。
67187,1,丢荒,diūhuāng,,,动,抛荒①,
67492,1,衬映,chènyìng,,,动,映衬①,
68025,1,恣情,zìqíng,,,动,纵情①,恣情酒色
68025,2,恣情,zìqíng,,,副,纵情②,恣情狂欢
68305,1,手头紧,shǒutóujǐn,,,,手紧②,
68720,1,滚轴,gǔnzhóu,,,名,轴①②,
68740,1,瞎掰,xiābāi,,,动,瞎闹②,瞎掰的事儿别干
68970,1,扭摆,niǔbǎi,,,动,扭④,腰肢扭摆
69372,1,回拜,huíbài,,,动,回访①,专程登门回拜
69551,1,私念,sīniàn,,,名,私心②,不存私念｜私念作祟
69636,1,保不定,bǎobudìng,,,副,保不住②,
69675,1,掉色,diàoshǎi,,,动,褪色①,这种料子不会掉色。
69711,1,失音,shīyīn,,,动,失声③,
69729,1,沙果,shāguǒ,,,名,花红①,
69874,2,境域,jìngyù,,,名,境界②,达到理想的境域
