rank,sn,cihui,ref_cihui,ref_sn
65307,1,瓤子,瓤,①
65307,2,瓤子,瓤,②
65539,1,锉刀,锉,①
65653,1,芙蕖,莲,①
65755,2,挂花,挂彩,②
65777,1,耳孔,耳朵眼儿,①
65998,1,拖斗,拖车,①
66106,3,拨子,拨,④
66327,1,国防绿,军绿,①
66327,2,国防绿,军绿,②
66749,1,当中间儿,当中,①
66988,2,欢闹,喧闹,①
67187,1,丢荒,抛荒,①
67492,1,衬映,映衬,①
68025,1,恣情,纵情,①
68025,2,恣情,纵情,②
68305,1,手头紧,手紧,②
68720,1,滚轴,轴,①
68720,1,滚轴,轴,②
68740,1,瞎掰,瞎闹,②
68970,1,扭摆,扭,④
69372,1,回拜,回访,①
69551,1,私念,私心,②
69636,1,保不定,保不住,②
69675,1,掉色,褪色,①
69711,1,失音,失声,③
69729,1,沙果,花红,①
69874,2,境域,境界,②
