rank,sn,cihui,ref_cihui,ref_sn
75179,1,气眼,气孔,③
75179,1,气眼,气孔,④
75253,1,元夜,元宵,①
75465,1,满师,出师,①
75664,1,腻人,腻,②
75766,2,乡谈,变口,①
76229,1,鸷鸟,鸷,①
76539,1,螺丝帽,螺母,①
76596,1,悬心,揪心,①
77186,1,轻省,轻,①
77913,1,三花脸,丑角,①
77970,1,罗锅儿,驼背,②
78157,2,绷子,绷,⑤
78176,1,手眼通天,手段,③
78225,1,钵盂,钵,②
78252,1,芒草,芒,②
79061,1,准谱儿,准,⑤
79123,1,配膳,配餐,①
79123,2,配膳,配餐,②
79145,1,芽子,芽,①
79270,1,船埠,码头,①
79460,1,晓市,早市,①
79905,1,提讯,提审,①
79916,1,挂斗,拖车,①
