rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
70053,2,田垄,tiánlǒng,,,名,垄②,
70151,1,河南坠子,hénán zhuìzi,,,,坠子④的通称,
70218,1,狗尾草,gǒuwěicǎo,,,名,莠①的俗称,
70420,1,戳子,chuōzi,,,名,戳④,
70501,1,犁杖,lízhàng,,,名,犁①,
70581,1,白报纸,báibàozhǐ,,,名,报纸②,
70882,1,坎子,kǎnzi,,,名,坎1③,
71116,1,奢想,shēxiǎng,,,动,奢望①,
71116,2,奢想,shēxiǎng,,,名,奢望②,
71313,1,儿媳妇儿,érxífur,,,名,媳妇①,
71422,2,凑份子,còufènzi,,,,〈口〉凑热闹②,
71794,1,电磁污染,diàncí wūrǎn,,,,电子污染①,
71877,1,谐声,xiéshēng,,,动,谐音①,
71902,1,簇生,cùshēng,,,动,丛生①,
71938,1,虚飘,xūpiāo,,,形,飘浮②,
72125,1,絮聒,xùguō,,,动,絮叨①,他拉住我不停地絮聒。
72125,2,絮聒,xùguō,,,形,絮叨②,奶奶也真絮聒，一件事儿说了一遍又一遍。
72552,1,打伙儿,dǎhuǒr,,,动,搭伙②,
72849,1,浮漂,fúpiāo,,,动,漂浮①,木板在水上浮漂着。
72958,1,大概其,dàgàiqí,,,名,大概①,
72958,2,大概其,dàgàiqí,,,形,大概②,
72958,3,大概其,dàgàiqí,,,副,大概③,
73076,1,扳子,bānzi,,,名,扳手①,
73518,1,顺脚,shùnjiǎo,,,副,顺路①,
73518,2,顺脚,shùnjiǎo,,,形,顺路②,
73978,1,嫡派,dípài,,,名,嫡系①,
74060,1,裱褙,biǎobèi,,,动,裱①,
74927,1,篷子,péngzi,,,名,篷①,
