rank,sn,cihui,ref_cihui,ref_sn
70053,2,田垄,垄,②
70151,1,河南坠子,坠子,④
70218,1,狗尾草,莠,①
70420,1,戳子,戳,④
70501,1,犁杖,犁,①
70581,1,白报纸,报纸,②
70882,1,坎子,坎,③
71116,1,奢想,奢望,①
71116,2,奢想,奢望,②
71313,1,儿媳妇儿,媳妇,①
71422,2,凑份子,凑热闹,②
71794,1,电磁污染,电子污染,①
71877,1,谐声,谐音,①
71902,1,簇生,丛生,①
71938,1,虚飘,飘浮,②
72125,1,絮聒,絮叨,①
72125,2,絮聒,絮叨,②
72552,1,打伙儿,搭伙,②
72849,1,浮漂,漂浮,①
72958,1,大概其,大概,①
72958,2,大概其,大概,②
72958,3,大概其,大概,③
73076,1,扳子,扳手,①
73518,1,顺脚,顺路,①
73518,2,顺脚,顺路,②
73978,1,嫡派,嫡系,①
74060,1,裱褙,裱,①
74927,1,篷子,篷,①
