rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
25276,2,颜面,yánmiàn,,,名,面子②,丢尽颜面｜颜面扫地
25361,1,铭文,míngwén,,,名,铭①,青铜器铭文
25383,2,画师,huàshī,,,名,画工①,
25582,1,报章,bàozhāng,,,名,报纸①,报章杂志
25584,1,除开,chúkāi,,,介,除了①,除开这一条，我都同意。
25584,2,除开,chúkāi,,,,介除了②,除开这个问题，他还有别的问题。
25584,3,除开,chúkāi,,,动,除尽①,4能被2除开｜除得开｜除不开
25590,1,尼姑,nígū,,,名,尼①,
25694,1,穗子,suìzi,,,名,穗①②,
25853,1,灯亮儿,dēngliàngr,,,名,灯光①,
25877,1,鲜见,xiǎnjiàn,,,动,少见②,
25880,1,亡灵,wánglíng,,,名,亡魂①,
25969,1,禀报,bǐngbào,,,动,禀2①,向上级禀报事情经过。
26094,1,食客,shíkè,,,名,门客①,
26142,1,飘忽,piāohū,,,动,飘浮①；轻快地移动,空中飘忽着几朵白云。
26177,2,红眼,hóngyǎn,,,动,眼红①,不能看见别人得奖就红眼。
26246,1,透气,tòuqì,,,动,通气①,通风透气
26283,1,擦拭,cāshì,,,动,擦③,擦拭机器｜擦拭衣柜
26285,1,肠子,chángzi,,,名,肠①的通称,
26304,2,出炉,chūlú,,,动,出台②（有时用于贬义）,
26315,1,球体,qiútǐ,,,名,球⑥,
26445,3,帮子,bāngzi,,,量,〈口〉帮④,一帮子狐朋狗友
26479,1,棚子,péngzi,,,名,棚①,在院里搭个棚子乘凉。
26479,2,棚子,péngzi,,,名,棚②,看瓜人住在地边的棚子里。
26503,1,分晓,fēnxiǎo,,,动,明白④；明了②,此事问他，便可分晓。
26503,3,分晓,fēnxiǎo,,,形,明白①；明了①,一定要说个分晓
26574,1,听筒,tīngtǒng,,,名,耳机②,
26659,1,辅佐,fǔzuǒ,,,动,辅助①（多用于大臣协助皇帝）,辅佐朝政
26697,2,邮箱,yóuxiāng,,,名,信箱②,
26841,1,腥味儿,xīngwèir,,,名,腥气①,
26846,1,怎么的,zěnmedì,,,代,怎么样②,这首歌他唱得不怎么的｜反正我不干，你能把我怎么的?
26907,1,祖上,zǔshàng,,,名,祖先①,
26976,2,同窗,tóngchuāng,,,名,同学②,
27263,1,礁石,jiāoshí,,,名,礁①,
27394,1,假名,jiǎmíng,,,名,化名②,
27425,1,续集,xùjí,,,名,续编②,
27426,2,尖利,jiānlì,,,形,尖⑧,
27462,1,恣意,zìyì,,,副,任意①,恣意寻衅｜恣意妄为
27709,1,谈开,tánkāi,,,动,说开①,把问题谈开
27709,2,谈开,tánkāi,,,动,说开②,话题一转，俩人又谈开了学开车的事。
27772,1,鲍鱼,bàoyú,,,名,鲍②的通称,
27782,3,跑车,pǎochē,,,名,赛车②,
27799,1,新历,xīnlì,,,名,阳历①的俗称,
27820,1,轻飘,qīngpiāo,,,形,轻飘飘①,轻飘的雪花
27849,1,甚而,shèn'ér,,,副,略同“甚至”①，用于书面,时间一久，甚而连他的名字都忘了。
27956,1,半日,bànrì,,,名,半天①,
28153,1,卵子,luǎnzi,,,名,卵③,
28158,1,钻孔,zuānkǒng,,,动,钻（zuān）①,你钻孔，他铆钉
28184,1,崽子,zǎizi,,,名,崽②,兔崽子
28193,3,梆子,bāngzi,,,名,梆子腔②,河北梆子｜山西梆子
28256,3,后手,hòushǒu,,,名,后路②,留后手
28264,1,不独,bùdú,,,副,不仅①,提出反对意见的不独是我们组。
28343,1,大解,dàjiě,,,动,大便①,
28368,3,清亮,qīngliàng,,,动,明白④,经你一说我心里就清亮了。
28412,1,姨太太,yítàitai,,,名,妾①,
28429,1,梳子,shūzi,,,名,梳①,
28457,1,方始,fāngshǐ,,,副,方才②,
28728,1,匾额,biǎn'é,,,名,匾①,
28779,1,艺苑,yìyuàn,,,名,艺林②,
28882,1,嚎叫,háojiào,,,动,嚎①,
29046,2,菜心,càixīn,,,名,菜薹②,
29134,1,窄小,zhǎixiǎo,,,形,窄①,住房窄小
29192,1,冤屈,yuānqū,,,名,冤枉②,
29192,2,冤屈,yuānqū,,,动,冤枉①,
29192,3,冤屈,yuānqū,,,形,冤枉③,
29537,2,拨动,bōdòng,,,动,拨②,
29574,1,神魂,shénhún,,,名,灵魂①,神魂再现
29578,1,封杀,fēngshā,,,动,封禁②,封杀不健康广告
29629,1,热乎乎,rèhūhū,,,形,热乎①,土炕热乎乎的
29716,2,料子,liàozi,,,名,材料④,我不是做生意的料子。
29870,1,望子,wàngzi,,,名,幌子①。因悬挂得很高，站在远处能够望见，故称,
