rank,sn,cihui,ref_cihui,ref_sn
80278,1,便路,便道,①
80491,1,揭老底,揭底,①
80548,1,风火墙,防火墙,①
81745,1,包伙,包饭,①
81745,2,包伙,包饭,②
81805,1,出徒,出师,①
82646,1,单人舞,独舞,①
83160,1,锋快,锋利,①
83561,1,皴裂,皴,①
84557,1,磨扇,磨盘,①
84642,1,鼓弄,鼓捣,①
84671,1,巴儿狗,哈巴狗,①
