rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
15011,1,松树,sōngshù,,,名,松1①,
15092,1,胡须,húxū,,,名,胡子①,
15173,1,拱手,gǒngshǒu,,,动,拱1①,拱手而立｜拱手相让
15239,1,建构,jiàngòu,,,动,建立②（多用于抽象事物）,建构理论框架｜建构新机制
15319,1,白银,báiyín,,,名,银①的通称。古代用作货币,
15413,1,喝醉,hēzuì,,,动,醉①,
15476,1,蛋清,dànqīng,,,名,蛋白①,
15538,1,转口,zhuǎnkǒu,,,动,改口①,
15697,1,评述,píngshù,,,动,述评①,
15697,2,评述,píngshù,,,名,述评②,
15732,1,火炮,huǒpào,,,名,炮①,
15738,1,一水儿,yīshuǐr,,,形,一色②,
15840,1,把子,bàzi,,,名,把（bà）①,
15923,2,抽水,chōushuǐ,,,动,抽头①；泛指获取不正当的好处,禁止强行向摊主抽水。
15923,3,抽水,chōushuǐ,,,动,缩水①,
15979,1,折断,zhéduàn,,,动,折①,不小心把尺子折断了。
16035,1,底子,dǐzi,,,名,底①,木箱底子
16035,5,底子,dǐzi,,,名,底⑤,一件白底子蓝碎花儿的小褂。
16035,6,底子,dǐzi,,,名,底⑥,货底子｜油底子
16069,1,森严,sēnyán,,,形,威严①,气象森严
16110,2,回音,huíyīn,,,名,答复的音信；回信②,
16177,1,妹子,mèizi,,,名,〈口〉妹①②,
16202,1,应考,yìngkǎo,,,动,应试①,
16439,2,作难,zuònán,,,动,为难①,这件事实在让人作难。
16439,3,作难,zuònán,,,动,为难②,这不是处处作难人家吗?
16484,1,爬行,páxíng,,,动,爬①,
16740,1,先人,xiānrén,,,名,祖先①,杨家的先人是从南京迁到北京来的。
16768,1,知心,zhīxīn,,,形,知己①,知心朋友｜他俩很知心
16787,1,称谓,chēngwèi,,,名,称呼②,
16894,2,套房,tàofáng,,,名,套间①,
16944,2,推倒,tuīdǎo,,,动,推翻③,
16963,2,牌号,páihào,,,名,牌④；商标,这种牌号的洗衣机销路很好。
17085,1,尖子,jiānzi,,,名,尖②,
17124,1,一朝,yīzhāo,,,名,一旦②,一朝权在手，便把令来行。
17137,1,盾牌,dùnpái,,,名,盾1①,
17159,1,假说,jiǎshuō,,,名,假设②,
17655,1,低矮,dī'ǎi,,,形,低①,低矮的灌木丛
17703,2,绝地,juédì,,,名,绝境②,敌军已陷于孤立无援的绝地。
17740,2,转载,zhuǎnzài,,,动,过载②,
17764,1,总称,zǒngchēng,,,动,统称①,
17764,2,总称,zǒngchēng,,,名,统称②,
17909,1,通路,tōnglù,,,名,通道①②,
17973,1,驹子,jūzi,,,名,驹②,马驹子
17995,1,管子,guǎnzi,,,名,管③,
17996,2,正道,zhèngdào,,,名,正路②,
18027,1,拍打,pāida,,,动,拍①,
18088,1,玉石,yùshí,,,名,玉①,盛产玉石｜玉石佛像
18092,1,自若,zìruò,,,形,自如①,
18095,1,星辰,xīngchén,,,名,星①的统称,星辰布满夜空
18129,1,肾脏,shènzàng,,,名,肾①,
18142,1,背负,bēifù,,,动,背（bēi）①,背负孩子上楼
18167,2,急迫,jípò,,,形,急促①,
18201,1,痛楚,tòngchǔ,,,形,痛苦①,
18229,1,上体,shàngtǐ,,,名,上身①,
18348,1,迎头,yíngtóu,,,动,迎面①,迎头赶上
18470,1,插嘴,chāzuǐ,,,动,插话①,
18489,1,足本,zúběn,,,名,全本②,
18498,1,大雁,dàyàn,,,名,鸿雁①,
18550,1,去除,qùchú,,,动,除去①,去除包装有多重?
18688,1,大舞台,dàwǔtái,,,名,舞台②,
18737,1,上房,shàngfáng,,,名,正房①,
18898,1,庙宇,miàoyǔ,,,名,庙②,
18904,1,私家,sījiā,,,名,私人①,私家车｜私家花园
18932,2,砖头,zhuāntóu,,,名,砖①,
18942,1,征兆,zhēngzhào,,,名,预兆②,
18947,1,贮藏,zhùcáng,,,动,储藏①,荔枝不耐贮藏
18947,2,贮藏,zhùcáng,,,动,储藏②,地下贮藏着大量石油。
19032,3,摆弄,bǎinòng,,,动,捉弄；摆布②,他是不会受人摆弄的。
19034,1,萌生,méngshēng,,,动,萌发②,萌生创作欲望
19067,4,题名,tímíng,,,名,题目①,白居易这组诗的题名为《秦中吟》。
19189,1,冲刷,chōngshuā,,,动,冲洗①,冲刷地面
19191,1,圆圈,yuánquān,,,名,圈子①,
19200,1,柜子,guìzi,,,名,柜①,
19255,1,极致,jízhì,,,名,最高的境界；顶点①,把潜能发挥到极致｜作品把人物的矛盾冲突推到极致。
19396,2,生灵,shēnglíng,,,名,生命②,
19579,1,任由,rènyóu,,,动,任凭①,奇花异草任由观赏｜不能任由这种不良现象发展蔓延。
19579,2,任由,rènyóu,,,,连任凭②,任由你怎么劝说，他就是不肯去。
19611,1,集子,jízi,,,名,集②,这本集子里收了30篇散文。
19648,1,婆子,pózi,,,名,婆①（多含贬义）,
19700,2,飘荡,piāodàng,,,动,漂泊②,飘荡异乡
19903,2,小丑,xiǎochǒu,,,名,小人②,跳梁小丑
19950,1,转瞬,zhuǎnshùn,,,动,转眼②,转瞬即逝｜转瞬间
19975,1,脸面,liǎnmiàn,,,名,脸①,脸面憔悴
